鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,信義區,房地(土地+建物)+車位,臺北市信義區吳興街600巷76弄,26.13,住,Unnamed: 5,Unnamed: 6,1040224,土地4建物1車位1,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,Unnamed: 14,182.23,3,1,2,有,無,37090000,229487,坡道平面,32.81,2800000,Unnamed: 26,RPOOMLOLJIMFFDA57CB,東騰藍,Unnamed: 29,來源資料夾
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區長春路258巷29號9樓B-9F,54.68,住,,,1031001.0,土地1建物1車位3,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,444.6,0.0,0.0,0.0,無,無,137640000.0,420195.0,坡道平面,142.74,10800000.0,,RPRQMLTLJHNFFCA48CB,國美華爾道夫三,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-6F,20.65,其他,,,1030721.0,土地1建物1車位2,六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,309.27,0.0,0.0,0.0,無,無,72000000.0,266066.0,坡道平面,58.58,5300000.0,,RPRQMLKMJHNFFCA67CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-7F,20.65,其他,,,1030506.0,土地1建物1車位2,七層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,309.27,0.0,0.0,0.0,無,無,72400000.0,269257.0,坡道平面,58.58,4900000.0,,RPSQMLKMJHNFFCA77CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-8F,20.12,其他,,,1030223.0,土地1建物1車位1,八層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,278.18,0.0,0.0,0.0,無,無,70280000.0,272128.0,坡道平面,29.29,2550000.0,,RPTQMLKMJHNFFCA87CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-9F,20.61,其他,,,1030106.0,土地1建物1車位2,九層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.98,0.0,0.0,0.0,無,無,76300000.0,284345.0,坡道平面,58.58,5100000.0,,RPUQMLKMJHNFFCA97CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-10F,20.61,其他,,,1030106.0,土地1建物1車位2,十層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.98,0.0,0.0,0.0,無,無,77000000.0,287540.0,坡道平面,58.58,5000000.0,,RPVQMLKMJHNFFCA08CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-11F,20.61,其他,,,1021209.0,土地1建物1車位2,十一層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.98,0.0,0.0,0.0,無,無,83880000.0,314617.0,坡道平面,58.58,5100000.0,,RPWQMLKMJHNFFCA18CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-12F,20.61,其他,,,1021127.0,土地1建物1車位2,十二層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.98,0.0,0.0,0.0,無,無,84640000.0,317652.0,坡道平面,58.58,5100000.0,,RPXQMLKMJHNFFCA28CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-13F,20.61,其他,,,1021209.0,土地1建物1車位2,十三層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.98,0.0,0.0,0.0,無,無,85900000.0,320687.0,坡道平面,58.58,5600000.0,,RPORMLKMJHNFFCA47CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-14F,20.61,其他,,,1021209.0,土地1建物1車位2,十四層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.98,0.0,0.0,0.0,無,無,86950000.0,323682.0,坡道平面,58.58,5900000.0,,RPPRMLKMJHNFFCA57CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-15F,20.57,其他,,,1030320.0,土地1建物1車位2,十五層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.48,0.0,0.0,0.0,無,無,80990000.0,302481.0,坡道平面,58.58,5400000.0,,RPQRMLKMJHNFFCA67CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-16F,20.98,其他,,,1030227.0,土地1建物1車位3,十六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,337.77,0.0,0.0,0.0,無,無,86000000.0,309524.0,坡道平面,87.87,8650000.0,,RPRRMLKMJHNFFCA77CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-17F,20.57,其他,,,1021202.0,土地1建物1車位2,十七層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.48,0.0,0.0,0.0,無,無,84360000.0,313966.0,坡道平面,58.58,5900000.0,,RPSRMLKMJHNFFCA87CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-18F,20.57,其他,,,1021205.0,土地1建物1車位2,十八層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.48,0.0,0.0,0.0,無,無,82930000.0,309444.0,坡道平面,58.58,5600000.0,,RPTRMLKMJHNFFCA97CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-4F,19.29,其他,,,1021129.0,土地1建物1車位1,四層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,267.9,0.0,0.0,0.0,無,無,68000000.0,273040.0,坡道平面,29.29,2850000.0,,RPURMLKMJHNFFCA08CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-5F,20.16,其他,,,1030108.0,土地1建物1車位2,五層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,303.07,0.0,0.0,0.0,無,無,65680000.0,247781.0,坡道平面,58.58,5100000.0,,RPVRMLKMJHNFFCA18CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-6F,20.24,其他,,,1030524.0,土地1建物1車位1,六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,279.98,0.0,0.0,0.0,無,無,69000000.0,265467.0,坡道平面,29.29,2450000.0,,RPWRMLKMJHNFFCA28CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-7F,20.65,其他,,,1021213.0,土地1建物1車位2,七層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,309.27,0.0,0.0,0.0,無,無,75320000.0,280705.0,坡道平面,58.58,4950000.0,,RPXRMLKMJHNFFCA38CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-8F,20.53,其他,,,1021204.0,土地1建物1車位2,八層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,307.47,0.0,0.0,0.0,無,無,70280000.0,264695.0,坡道平面,58.58,4400000.0,,RPOSMLKMJHNFFCA57CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-10F,20.61,其他,,,1021127.0,土地1建物1車位2,十層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.98,0.0,0.0,0.0,無,無,73630000.0,271685.0,坡道平面,58.58,5600000.0,,RPPSMLKMJHNFFCA67CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-12F,20.61,其他,,,1021127.0,土地1建物1車位2,十二層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.98,0.0,0.0,0.0,無,無,77040000.0,285304.0,坡道平面,58.58,5600000.0,,RPQSMLKMJHNFFCA77CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-16F,20.57,其他,,,1021129.0,土地1建物1車位2,十六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.48,0.0,0.0,0.0,無,無,81140000.0,301881.0,坡道平面,58.58,5700000.0,,RPRSMLKMJHNFFCA87CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-20F,20.57,其他,,,1030703.0,土地1建物1車位2,二十層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.48,0.0,0.0,0.0,無,無,83900000.0,314526.0,坡道平面,58.58,5300000.0,,RPSSMLKMJHNFFCA97CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-22F,20.57,其他,,,1021220.0,土地1建物1車位2,二十二層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.21,0.0,0.0,0.0,無,無,90470000.0,338781.0,坡道平面,58.58,5900000.0,,RPTSMLKMJHNFFCA08CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-23F,20.57,其他,,,1021225.0,土地1建物1車位2,二十三層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.21,0.0,0.0,0.0,無,無,86420000.0,324560.0,坡道平面,58.58,5400000.0,,RPUSMLKMJHNFFCA18CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-24F,20.57,其他,,,1030308.0,土地1建物1車位2,二十四層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.21,0.0,0.0,0.0,無,無,88500000.0,332732.0,坡道平面,58.58,5440000.0,,RPVSMLKMJHNFFCA28CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-26F,20.36,其他,,,1021210.0,土地1建物1車位2,二十六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,305.6,0.0,0.0,0.0,無,無,88020000.0,333657.0,坡道平面,58.58,5600000.0,,RPWSMLKMJHNFFCA38CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-9F,20.2,其他,,,1040623.0,土地1建物1車位1,九層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,279.69,0.0,0.0,0.0,無,無,69950000.0,270767.0,坡道平面,29.29,2150000.0,,RPXSMLKMJHNFFCA48CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B5-14F,20.61,其他,,,1030502.0,土地1建物1車位2,十四層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.98,0.0,0.0,0.0,無,無,78170000.0,293011.0,坡道平面,58.58,4800000.0,,RPOTMLKMJHNFFCA67CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-20F,20.57,其他,,,1021211.0,土地1建物1車位2,二十層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.48,0.0,0.0,0.0,無,無,84690000.0,315486.0,坡道平面,58.58,5850000.0,,RPPTMLKMJHNFFCA77CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-21F,20.57,其他,,,1021205.0,土地1建物1車位2,二十一層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.21,0.0,0.0,0.0,無,無,85120000.0,318551.0,坡道平面,58.58,5600000.0,,RPQTMLKMJHNFFCA87CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-22F,20.57,其他,,,1030301.0,土地1建物1車位2,二十二層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.21,0.0,0.0,0.0,無,無,89080000.0,335617.0,坡道平面,58.58,5300000.0,,RPRTMLKMJHNFFCA97CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-23F,20.57,其他,,,1021225.0,土地1建物1車位2,二十三層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.21,0.0,0.0,0.0,無,無,86420000.0,324560.0,坡道平面,58.58,5400000.0,,RPSTMLKMJHNFFCA08CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-24F,20.57,其他,,,1030308.0,土地1建物1車位2,二十四層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,308.21,0.0,0.0,0.0,無,無,88500000.0,332732.0,坡道平面,58.58,5440000.0,,RPTTMLKMJHNFFCA18CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-25F,20.32,其他,,,1021130.0,土地1建物1車位2,二十五層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,304.82,0.0,0.0,0.0,無,無,87220000.0,330653.0,坡道平面,58.58,5800000.0,,RPUTMLKMJHNFFCA28CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-26F,20.36,其他,,,1021210.0,土地1建物1車位2,二十六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,305.6,0.0,0.0,0.0,無,無,89410000.0,339689.0,坡道平面,58.58,5500000.0,,RPVTMLKMJHNFFCA38CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-27F,21.11,其他,,,1021202.0,土地1建物1車位4,二十七層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,363.14,0.0,0.0,0.0,無,無,93990000.0,338198.0,坡道平面,117.16,10800000.0,,RPWTMLKMJHNFFCA48CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B1-28F,20.28,其他,,,1030521.0,土地1建物1車位2,二十八層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,304.56,0.0,0.0,0.0,無,無,89550000.0,341694.0,坡道平面,58.58,5500000.0,,RPXTMLKMJHNFFCA58CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-4F,17.43,其他,,,1021220.0,土地1建物1車位2,四層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,268.59,0.0,0.0,0.0,無,無,58140000.0,253512.0,坡道平面,58.58,4900000.0,,RPOUMLKMJHNFFCA77CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-7F,17.43,其他,,,1021220.0,土地1建物1車位2,七層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,268.49,0.0,0.0,0.0,無,無,60020000.0,262589.0,坡道平面,58.58,4900000.0,,RPPUMLKMJHNFFCA87CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-9F,17.43,其他,,,1021207.0,土地1建物1車位2,九層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,268.28,0.0,0.0,0.0,無,無,61230000.0,268622.0,坡道平面,58.58,4900000.0,,RPQUMLKMJHNFFCA97CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-8F,17.67,其他,,,1021208.0,土地1建物1車位2,八層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,271.43,0.0,0.0,0.0,無,無,61580000.0,265586.0,坡道平面,58.58,5050000.0,,RPRUMLKMJHNFFCA08CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-10F,17.43,其他,,,1030107.0,土地1建物1車位2,十層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,268.28,0.0,0.0,0.0,無,無,64190000.0,284168.0,坡道平面,58.58,4600000.0,,RPSUMLKMJHNFFCA18CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-11F,17.43,其他,,,1030127.0,土地1建物1車位2,十一層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,268.28,0.0,0.0,0.0,無,無,67000000.0,291845.0,坡道平面,58.58,5800000.0,,RPTUMLKMJHNFFCA28CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-12F,17.01,其他,,,1021204.0,土地1建物1車位1,十二層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,238.99,0.0,0.0,0.0,無,無,62200000.0,283739.0,坡道平面,29.29,2700000.0,,RPUUMLKMJHNFFCA38CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-13F,17.01,其他,,,1021220.0,土地1建物1車位1,十三層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,238.99,0.0,0.0,0.0,無,無,63180000.0,286743.0,坡道平面,29.29,3050000.0,,RPVUMLKMJHNFFCA48CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-14F,17.01,其他,,,1021212.0,土地1建物1車位1,十四層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,238.99,0.0,0.0,0.0,無,無,63520000.0,289795.0,坡道平面,29.29,2750000.0,,RPWUMLKMJHNFFCA58CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-15F,17.38,其他,,,1030225.0,土地1建物1車位2,十五層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,267.91,0.0,0.0,0.0,無,無,68870000.0,302489.0,坡道平面,58.58,5550000.0,,RPXUMLKMJHNFFCA68CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-16F,17.38,其他,,,1030311.0,土地1建物1車位2,十六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,267.91,0.0,0.0,0.0,無,無,68900000.0,305737.0,坡道平面,58.58,4900000.0,,RPOVMLKMJHNFFCA87CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-17F,17.38,其他,,,1030311.0,土地1建物1車位2,十七層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,267.91,0.0,0.0,0.0,無,無,69400000.0,308604.0,坡道平面,58.58,4800000.0,,RPPVMLKMJHNFFCA97CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-18F,16.97,其他,,,1030415.0,土地1建物1車位1,十八層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,238.62,0.0,0.0,0.0,無,無,66880000.0,308269.0,坡道平面,29.29,2350000.0,,RPQVMLKMJHNFFCA08CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-19F,17.38,其他,,,1021209.0,土地1建物1車位2,十九層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,267.91,0.0,0.0,0.0,無,無,71110000.0,312473.0,坡道平面,58.58,5700000.0,,RPRVMLKMJHNFFCA18CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-20F,16.97,其他,,,1030103.0,土地1建物1車位1,二十層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,238.62,0.0,0.0,0.0,無,無,69690000.0,320021.0,坡道平面,29.29,2700000.0,,RPSVMLKMJHNFFCA28CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-21F,16.97,其他,,,1030103.0,土地1建物1車位1,二十一層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,238.4,0.0,0.0,0.0,無,無,70360000.0,323084.0,坡道平面,29.29,2800000.0,,RPTVMLKMJHNFFCA38CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-23F,16.97,其他,,,1021225.0,土地1建物1車位1,二十三層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,238.4,0.0,0.0,0.0,無,無,70530000.0,324614.0,坡道平面,29.29,2650000.0,,RPUVMLKMJHNFFCA48CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B2-26F,17.38,其他,,,1021210.0,土地1建物1車位2,二十六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,267.99,0.0,0.0,0.0,無,無,75230000.0,333699.0,坡道平面,58.58,5350000.0,,RPVVMLKMJHNFFCA58CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B3-6F,17.43,其他,,,1021227.0,土地1建物1車位2,六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,268.49,0.0,0.0,0.0,無,無,58950000.0,256539.0,坡道平面,58.58,5100000.0,,RPWVMLKMJHNFFCA68CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B3-7F,17.01,其他,,,1030101.0,土地1建物1車位1,七層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,239.2,0.0,0.0,0.0,無,無,61000000.0,278691.0,坡道平面,29.29,2500000.0,,RPXVMLKMJHNFFCA78CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B3-5F,17.01,其他,,,1021227.0,土地1建物1車位1,五層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,239.2,0.0,0.0,0.0,無,無,59520000.0,272117.0,坡道平面,29.29,2400000.0,,RPOWMLKMJHNFFCA97CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B3-8F,17.26,其他,,,1030504.0,土地1建物1車位1,八層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,242.14,0.0,0.0,0.0,無,無,60250000.0,272492.0,坡道平面,29.29,2250000.0,,RPPWMLKMJHNFFCA08CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B3-9F,17.43,其他,,,1030104.0,土地1建物1車位2,九層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,268.28,0.0,0.0,0.0,無,無,63980000.0,281259.0,坡道平面,58.58,5000000.0,,RPQWMLKMJHNFFCA18CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B3-4F,17.43,其他,,,1021230.0,土地1建物1車位2,四層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,268.59,0.0,0.0,0.0,無,無,57610000.0,250512.0,坡道平面,58.58,5000000.0,,RPRWMLKMJHNFFCA28CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B3-10F,17.01,其他,,,1030428.0,土地1建物1車位1,十層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,238.99,0.0,0.0,0.0,無,無,60600000.0,275632.0,坡道平面,29.29,2800000.0,,RPSWMLKMJHNFFCA38CB,雙湖匯,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段178號B3-13F,17.43,其他,,,1030418.0,土地1建物1車位2,十三層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼造,,268.28,0.0,0.0,0.0,無,無,65660000.0,287363.0,坡道平面,58.58,5400000.0,,RPTWMLKMJHNFFCA48CB,雙湖匯,,106_05
