鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,桃園區,房地(土地+建物),桃園市桃園區中山路1308巷320弄2號背面 A1-01F,22.51,住,Unnamed: 5,Unnamed: 6,1051216,土地1建物1車位0,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,88.99,0,0.1,0.2,無,無.1,5780000,64951,Unnamed: 23,0.0,0.3,Unnamed: 26,RPPPMLSLJIMFFAH58CB,鴻築微美,Unnamed: 29,來源資料夾
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號21樓A5-21F,20.77,住,,,1020918.0,土地1建物1車位1,二十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.2,3.0,2.0,2.0,有,無,11870000.0,84558.0,坡道平面,32.24,1050000.0,,RPWUOLTLJHNFFBH57CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號22樓A5-22F,21.13,住,,,1050821.0,土地1建物1車位2,二十二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,192.44,3.0,2.0,2.0,有,無,12360000.0,78618.0,坡道平面,64.48,2300000.0,,RPXUOLTLJHNFFBH67CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號02樓B1-02F,24.32,住,,,1050228.0,土地1建物1車位2,二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,208.51,3.0,2.0,2.0,有,無,12660000.0,71929.0,坡道平面,64.48,2300000.0,,RPOVOLTLJHNFFBH86CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號03樓B1-03F,24.32,住,,,1031005.0,土地1建物1車位2,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.35,3.0,2.0,2.0,有,無,12600000.0,74724.0,坡道平面,64.48,1700000.0,,RPPVOLTLJHNFFBH96CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號04樓B1-04F,24.32,住,,,1031101.0,土地1建物1車位2,四層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.35,3.0,2.0,2.0,有,無,12500000.0,74039.0,坡道平面,64.48,1700000.0,,RPQVOLTLJHNFFBH07CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號05樓B1-05F,24.32,住,,,1030817.0,土地1建物1車位2,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.35,3.0,2.0,2.0,有,無,12710000.0,74107.0,坡道平面,64.48,1900000.0,,RPRVOLTLJHNFFBH17CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號06樓B1-06F,24.32,住,,,1030326.0,土地1建物1車位2,六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.35,3.0,2.0,2.0,有,無,13660000.0,80620.0,坡道平面,64.48,1900000.0,,RPSVOLTLJHNFFBH27CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號07樓B1-07F,24.32,住,,,1030306.0,土地1建物1車位2,七層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.35,3.0,2.0,2.0,有,無,13530000.0,81100.0,坡道平面,64.48,1700000.0,,RPTVOLTLJHNFFBH37CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號08樓B1-08F,24.32,住,,,1051018.0,土地1建物1車位2,八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.35,3.0,2.0,2.0,有,無,13880000.0,78015.0,坡道平面,64.48,2500000.0,,RPUVOLTLJHNFFBH47CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號09樓B1-09F,24.32,住,,,1030707.0,土地1建物1車位2,九層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,205.14,3.0,2.0,2.0,有,無,13620000.0,82402.0,坡道平面,59.27,1600000.0,,RPVVOLTLJHNFFBH57CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號10樓B1-10F,24.32,住,,,1051217.0,土地1建物1車位2,十層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.35,3.0,2.0,2.0,有,無,14200000.0,80208.0,坡道平面,64.48,2500000.0,,RPWVOLTLJHNFFBH67CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號11樓B1-11F,24.32,住,,,1030603.0,土地1建物1車位2,十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.35,3.0,2.0,2.0,有,無,13880000.0,79386.0,坡道平面,64.48,2300000.0,,RPXVOLTLJHNFFBH77CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號13樓B1-13F,24.32,住,,,1030603.0,土地1建物1車位2,十三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.35,3.0,2.0,2.0,有,無,13880000.0,79386.0,坡道平面,64.48,2300000.0,,RPOWOLTLJHNFFBH96CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號14樓B1-14F,24.32,住,,,1030624.0,土地1建物1車位2,十四層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.35,3.0,2.0,2.0,有,無,13880000.0,79386.0,坡道平面,64.48,2300000.0,,RPPWOLTLJHNFFBH07CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號15樓B1-15F,24.32,住,,,1020920.0,土地1建物1車位2,十五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.35,3.0,2.0,2.0,有,無,14400000.0,84322.0,坡道平面,64.48,2100000.0,,RPQWOLTLJHNFFBH17CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號16樓B1-16F,24.32,住,,,1020925.0,土地1建物1車位2,十六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.35,3.0,2.0,2.0,有,無,15240000.0,90766.0,坡道平面,64.48,2000000.0,,RPRWOLTLJHNFFBH27CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號17樓B1-17F,23.96,住,,,1021011.0,土地1建物1車位1,十七層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.11,3.0,2.0,2.0,有,無,14190000.0,89395.0,坡道平面,32.24,1150000.0,,RPSWOLTLJHNFFBH37CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號18樓B1-18F,24.32,住,,,1030307.0,土地1建物1車位2,十八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.35,3.0,2.0,2.0,有,無,13980000.0,82813.0,坡道平面,64.48,1900000.0,,RPTWOLTLJHNFFBH47CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號19樓B1-19F,23.96,住,,,1020923.0,土地1建物1車位1,十九層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.11,3.0,2.0,2.0,有,無,14080000.0,90012.0,坡道平面,32.24,950000.0,,RPUWOLTLJHNFFBH57CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號20樓B1-20F,23.96,住,,,1020922.0,土地1建物1車位1,二十層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.11,3.0,2.0,2.0,有,無,14320000.0,90286.0,坡道平面,32.24,1150000.0,,RPVWOLTLJHNFFBH67CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號21樓B1-21F,23.96,住,,,1030224.0,土地1建物1車位1,二十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.11,3.0,2.0,2.0,有,無,13630000.0,86241.0,坡道平面,32.24,1050000.0,,RPWWOLTLJHNFFBH77CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號02樓B2-02F,20.91,住,,,1050625.0,土地1建物1車位1,二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.99,3.0,2.0,2.0,有,無,11430000.0,80316.0,坡道平面,32.24,1250000.0,,RPXWOLTLJHNFFBH87CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號03樓B2-03F,20.91,住,,,1030303.0,土地1建物1車位1,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.7,3.0,2.0,2.0,有,無,11750000.0,83948.0,坡道平面,32.24,1050000.0,,RPONPLTLJHNFFBH78CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號04樓B2-04F,21.28,住,,,1050323.0,土地1建物1車位2,四層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,191.94,3.0,2.0,2.0,有,無,11250000.0,73356.0,坡道平面,64.48,1900000.0,,RPPNPLTLJHNFFBH88CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號05樓B2-05F,21.28,住,,,1060519.0,土地1建物1車位2,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,191.95,3.0,2.0,2.0,有,無,11500000.0,72174.0,坡道平面,64.48,2300000.0,,RPQNPLTLJHNFFBH98CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號06樓B2-06F,20.91,住,,,1030127.0,土地1建物1車位1,六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.49,3.0,2.0,2.0,有,無,11700000.0,84340.0,坡道平面,27.03,950000.0,,RPRNPLTLJHNFFBH09CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號07樓B2-07F,20.91,住,,,1030626.0,土地1建物1車位1,七層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.7,3.0,2.0,2.0,有,無,11350000.0,80810.0,坡道平面,32.24,1050000.0,,RPSNPLTLJHNFFBH56CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號08樓B2-08F,20.91,住,,,1030921.0,土地1建物1車位1,八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.7,3.0,2.0,2.0,有,無,11650000.0,82379.0,坡道平面,32.24,1150000.0,,RPTNPLTLJHNFFBH66CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號09樓B2-09F,21.28,住,,,1031231.0,土地1建物1車位2,九層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,191.94,3.0,2.0,2.0,有,無,11580000.0,75945.0,坡道平面,64.48,1900000.0,,RPUNPLTLJHNFFBH76CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號10樓B2-10F,20.91,住,,,1040902.0,土地1建物1車位1,十層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.7,3.0,2.0,2.0,有,無,11480000.0,80260.0,坡道平面,32.24,1250000.0,,RPVNPLTLJHNFFBH86CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號11樓B2-11F,20.91,住,,,1021219.0,土地1建物1車位1,十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.7,3.0,2.0,2.0,有,無,12030000.0,86145.0,坡道平面,32.24,1050000.0,,RPWNPLTLJHNFFBH96CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號12樓B2-12F,20.91,住,,,1020922.0,土地1建物1車位1,十二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.7,3.0,2.0,2.0,有,無,12630000.0,90852.0,坡道平面,32.24,1050000.0,,RPXNPLTLJHNFFBH07CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號13樓B2-13F,20.91,住,,,1040411.0,土地1建物1車位1,十三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.7,3.0,2.0,2.0,有,無,11200000.0,79633.0,坡道平面,32.24,1050000.0,,RPOOPLTLJHNFFBH88CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號14樓B2-14F,21.28,住,,,1050423.0,土地1建物1車位2,十四層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,191.94,3.0,2.0,2.0,有,無,11540000.0,75632.0,坡道平面,64.48,1900000.0,,RPPOPLTLJHNFFBH98CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號15樓B2-15F,20.91,住,,,1020917.0,土地1建物1車位1,十五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.7,3.0,2.0,2.0,有,無,12850000.0,91794.0,坡道平面,32.24,1150000.0,,RPQOPLTLJHNFFBH09CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號16樓B2-16F,20.91,住,,,1041208.0,土地1建物1車位1,十六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.7,3.0,2.0,2.0,有,無,12240000.0,86223.0,坡道平面,32.24,1250000.0,,RPROPLTLJHNFFBH56CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號17樓B2-17F,20.91,住,,,1050906.0,土地1建物1車位1,十七層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.49,3.0,2.0,2.0,有,無,11480000.0,81830.0,坡道平面,27.03,1050000.0,,RPSOPLTLJHNFFBH66CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號18樓B2-18F,20.91,住,,,1050218.0,土地1建物1車位1,十八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.7,3.0,2.0,2.0,有,無,11200000.0,81202.0,坡道平面,32.24,850000.0,,RPTOPLTLJHNFFBH76CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號19樓B2-19F,21.28,住,,,1050417.0,土地1建物1車位2,十九層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,191.94,3.0,2.0,2.0,有,無,11820000.0,76259.0,坡道平面,64.48,2100000.0,,RPUOPLTLJHNFFBH86CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號21樓B2-21F,20.91,住,,,1020929.0,土地1建物1車位1,二十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.7,3.0,2.0,2.0,有,無,13000000.0,92970.0,坡道平面,32.24,1150000.0,,RPVOPLTLJHNFFBH96CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號22樓B2-22F,20.91,住,,,1030609.0,土地1建物1車位1,二十二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.7,3.0,2.0,2.0,有,無,12000000.0,86694.0,坡道平面,32.24,950000.0,,RPWOPLTLJHNFFBH07CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號02樓B3-02F,15.97,住,,,1030811.0,土地1建物1車位1,二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.56,2.0,2.0,1.0,有,無,10000000.0,88218.0,坡道平面,32.24,1150000.0,,RPXOPLTLJHNFFBH17CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號03樓B3-03F,15.97,住,,,1040412.0,土地1建物1車位1,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.56,2.0,2.0,1.0,有,無,8400000.0,74262.0,坡道平面,32.24,950000.0,,RPOPPLTLJHNFFBH98CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號05樓B3-05F,15.97,住,,,1030810.0,土地1建物1車位1,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.35,2.0,2.0,1.0,有,無,8680000.0,78050.0,坡道平面,27.03,850000.0,,RPPPPLTLJHNFFBH09CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號06樓B3-06F,15.97,住,,,1060707.0,土地1建物1車位1,六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.41,2.0,2.0,1.0,有,無,9230000.0,80663.0,坡道平面,32.24,1150000.0,,RPQPPLTLJHNFFBH56CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號07樓B3-07F,15.97,住,,,1021220.0,土地1建物1車位1,七層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.56,2.0,2.0,1.0,有,無,9140000.0,81639.0,坡道平面,32.24,950000.0,,RPRPPLTLJHNFFBH66CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號09樓B3-09F,15.97,住,,,1021125.0,土地1建物1車位1,九層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.35,2.0,2.0,1.0,有,無,9500000.0,85227.0,坡道平面,27.03,950000.0,,RPSPPLTLJHNFFBH76CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號11樓B3-11F,15.97,住,,,1021011.0,土地1建物1車位1,十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.56,2.0,2.0,1.0,有,無,10140000.0,90610.0,坡道平面,32.24,1050000.0,,RPTPPLTLJHNFFBH86CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號12樓B3-12F,15.97,住,,,1030313.0,土地1建物1車位1,十二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.56,2.0,2.0,1.0,有,無,9420000.0,84430.0,坡道平面,32.24,950000.0,,RPUPPLTLJHNFFBH96CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號13樓B3-13F,15.97,住,,,1021216.0,土地1建物1車位1,十三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.35,2.0,2.0,1.0,有,無,9700000.0,86224.0,坡道平面,27.03,1050000.0,,RPVPPLTLJHNFFBH07CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號14樓B3-14F,15.97,住,,,1021219.0,土地1建物1車位1,十四層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.35,2.0,2.0,1.0,有,無,9300000.0,84230.0,坡道平面,27.03,850000.0,,RPWPPLTLJHNFFBH17CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號15樓B3-15F,15.97,住,,,1020914.0,土地1建物1車位1,十五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.35,2.0,2.0,1.0,有,無,9850000.0,88716.0,坡道平面,27.03,950000.0,,RPXPPLTLJHNFFBH27CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號16樓B3-16F,15.97,住,,,1021026.0,土地1建物1車位1,十六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.35,2.0,2.0,1.0,有,無,9880000.0,89015.0,坡道平面,27.03,950000.0,,RPOQPLTLJHNFFBH09CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號19樓B3-19F,15.97,住,,,1021211.0,土地1建物1車位1,十九層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.35,2.0,2.0,1.0,有,無,9600000.0,87221.0,坡道平面,27.03,850000.0,,RPPQPLTLJHNFFBH56CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號20樓B3-20F,15.97,住,,,1021211.0,土地1建物1車位1,二十層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.56,2.0,2.0,1.0,有,無,9800000.0,87221.0,坡道平面,32.24,1050000.0,,RPQQPLTLJHNFFBH66CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號21樓B3-21F,15.97,住,,,1020922.0,土地1建物1車位1,二十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.56,2.0,2.0,1.0,有,無,10240000.0,90610.0,坡道平面,32.24,1150000.0,,RPSQPLTLJHNFFBH86CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號02樓B5-02F,20.8,住,,,1020917.0,土地1建物1車位1,二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.2,3.0,2.0,2.0,有,無,12330000.0,87371.0,坡道平面,32.24,1150000.0,,RPTQPLTLJHNFFBH96CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號03樓B5-03F,20.8,住,,,1021201.0,土地1建物1車位1,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.99,3.0,2.0,2.0,有,無,10790000.0,76899.0,坡道平面,27.03,950000.0,,RPUQPLTLJHNFFBH07CB,明日NO.7國都苑,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪里永裕路70號04樓B5-04F,20.8,住,,,1020928.0,土地1建物1車位1,四層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.2,3.0,2.0,2.0,有,無,11420000.0,80259.0,坡道平面,32.24,1150000.0,,RPVQPLTLJHNFFBH17CB,明日NO.7國都苑,,106_05
