鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,新市區,房地(土地+建物)+車位,臺南市新市區大社段2094地號,25.48,Unnamed: 4,鄉村區,乙種建築用地,1120511,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,Unnamed: 14,126.31,3,2,2.1,有,無,9900000,80257,坡道平面,20.4,1400000,Unnamed: 26,RPUNMLLKNHIGFHD38CB,高第璞璞2,B棟5F-B3號,Unnamed: 30,來源資料夾,安南區,房地(土地+建物),臺南市安南區樂活二街,93.61,住,Unnamed: 5,Unnamed: 6,1120811,土地5建物1車位0,全,4,透天厝,見其他登記事項,231.85,5,26500000,114298,Unnamed: 23,0.0,0,內含停車位1個,RPSNMLLKQHIGFBD87CB,邰欣地堡100期,A棟3號,東區,臺南市東區崇慶街一段與崇賢三路交叉口,15.58,1121111,十二層,15,住宅大樓(11層含以上有電梯),112.24,2.2,11300000,116874,26.25,1250000,RPTNMLNKJIIGFCD67CB,松丹達麗,D棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,10.51,住,,,1120616.0,土地3建物1車位1,十三層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,85.3,2.0,2.0,1.0,有,無,11360000.0,128022.0,坡道機械,6.72,1300000.0,,RPTOMLSLOHIGFAD58CB,潤隆鉑?,A棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北區,房地(土地+建物)+車位,臺南市北區西門路四段533巷,35.5,住,,,1120626.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.75,3.0,2.0,2.0,有,無,11330000.0,113131.0,其他,10.23,750000.0,,RPQNMLSLOHIGFAD28DB,席揚琉白,A棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中西區,房地(土地+建物),臺南市中西區康樂街,10.1,商,,,1120614.0,土地1建物1車位0,二層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,69.8,2.0,2.0,1.0,有,無,9450000.0,135387.0,,0.0,0.0,,RPPNMLTLOHIGFAD18CB,琉星,A2棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中西區,房地(土地+建物),臺南市中西區康樂街,9.98,商,,,1120614.0,土地1建物1車位0,二層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,68.95,2.0,2.0,1.0,有,無,9300000.0,134880.0,,0.0,0.0,,RPQNMLTLOHIGFAD28CB,琉星,B2棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中西區,房地(土地+建物),臺南市中西區康樂街,9.78,商,,,1120614.0,土地1建物1車位0,二層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,67.45,2.0,2.0,1.0,有,無,8900000.0,131950.0,,0.0,0.0,,RPRNMLTLOHIGFAD38CB,琉星,A1棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中西區,房地(土地+建物),臺南市中西區康樂街,9.74,商,,,1120625.0,土地1建物1車位0,二層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,67.28,2.0,2.0,1.0,有,無,8750000.0,130054.0,,0.0,0.0,,RPSNMLTLOHIGFAD48CB,琉星,B1棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中西區,房地(土地+建物),臺南市中西區康樂街,9.74,商,,,1120621.0,土地1建物1車位0,七層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,67.28,2.0,2.0,1.0,有,無,9900000.0,147146.0,,0.0,0.0,,RPTNMLTLOHIGFAD58CB,琉星,B1棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,善化區,房地(土地+建物),臺南市善化區溪尾198號旁,30.48,,鄉村區,乙種建築用地,1120628.0,土地1建物1車位0,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,104.29,3.0,2.0,2.0,有,無,7550000.0,72394.0,,0.0,0.0,,RPPNMLTLOHIGFHD88CB,鄉景善品,A棟4F-A2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,善化區,房地(土地+建物)+車位,臺南市善化區溪尾198號旁,30.27,,鄉村區,乙種建築用地,1120628.0,土地1建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.51,3.0,2.0,2.0,有,無,8750000.0,72764.0,一樓平面,13.75,1200000.0,,RPRNMLTLOHIGFHD09CB,鄉景善品,A棟5F-A3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,善化區,房地(土地+建物)+車位,臺南市善化區溪尾198號旁,31.83,,鄉村區,乙種建築用地,1120629.0,土地1建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.72,3.0,2.0,2.0,有,無,9200000.0,72781.0,一樓平面,21.0,1360000.0,,RPUNMLTLOHIGFHD76CB,鄉景善品,A棟3F-A1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,善化區,房地(土地+建物),臺南市善化區溪尾198號旁,30.48,,鄉村區,乙種建築用地,1120629.0,土地1建物1車位0,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,104.3,3.0,2.0,2.0,有,無,7500000.0,71908.0,,0.0,0.0,,RPVNMLTLOHIGFHD86CB,鄉景善品,A棟2F-A2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,善化區,房地(土地+建物),臺南市善化區溪尾198號旁,30.27,,鄉村區,乙種建築用地,1120629.0,土地1建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.76,3.0,2.0,2.0,有,無,7500000.0,72282.0,,0.0,0.0,,RPWNMLTLOHIGFHD96CB,鄉景善品,A棟3F-A3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,善化區,房地(土地+建物)+車位,臺南市善化區陽光大道366號對面,36.85,住,,,1120617.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.52,2.0,2.0,1.0,有,無,11840000.0,120680.0,坡道平面,32.01,1400000.0,,RPXNMLTLOHIGFHD07CB,恆鵬陽光四季,A3棟A3-05F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,善化區,房地(土地+建物)+車位,臺南市善化區陽光大道366號對面,36.85,住,,,1120621.0,土地1建物1車位1,一層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,119.61,2.0,2.0,1.0,有,無,11630000.0,115940.0,坡道平面,33.1,1600000.0,,RPOOMLTLOHIGFHD88CB,恆鵬陽光四季,A5棟A5-01F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新市區,房地(土地+建物)+車位,臺南市新市區富中街60號旁,20.83,住,,,1120615.0,土地1建物1車位1,十三層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.97,2.0,2.0,2.0,有,無,14960000.0,121749.0,坡道平面,27.7,1900000.0,,RPPOMLTLOHIGFHD98CB,世界南科A,B棟B5-13F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新市區,房地(土地+建物)+車位,臺南市新市區富中街60號旁,25.76,住,,,1120618.0,土地1建物1車位2,二十一層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,188.04,3.0,2.0,2.0,有,無,21240000.0,130353.0,坡道平面,55.4,3950000.0,,RPQOMLTLOHIGFHD09CB,世界南科A,A棟A3-21F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新市區,房地(土地+建物)+車位,臺南市新市區富中街60號旁,25.17,住,,,1120616.0,土地1建物1車位1,三層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.34,3.0,2.0,2.0,有,無,17130000.0,119022.0,坡道平面,27.7,1700000.0,,RPROMLTLOHIGFHD56CB,世界南科A,B棟B3-03F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新市區,房地(土地+建物)+車位,臺南市新市區富中街60號旁,24.07,住,,,1120616.0,土地1建物1車位1,七層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.62,3.0,2.0,2.0,有,無,17310000.0,125968.0,坡道平面,27.7,1700000.0,,RPSOMLTLOHIGFHD66CB,世界南科A,A棟A1-07F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新市區,房地(土地+建物)+車位,臺南市新市區富中街60號旁,20.67,住,,,1120619.0,土地1建物1車位1,三層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.98,2.0,2.0,2.0,有,無,14310000.0,118415.0,坡道平面,25.49,1700000.0,,RPTOMLTLOHIGFHD76CB,世界南科A,A棟A6-03F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新市區,房地(土地+建物)+車位,臺南市新市區富中街60號旁,20.83,住,,,1120617.0,土地1建物1車位1,七層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.97,2.0,2.0,2.0,有,無,14990000.0,123893.0,坡道平面,27.7,1700000.0,,RPUOMLTLOHIGFHD86CB,世界南科A,A棟A5-07F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新市區,房地(土地+建物)+車位,臺南市新市區富中街60號旁,21.95,住,,,1120616.0,土地1建物1車位1,十層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.75,3.0,2.0,2.0,有,無,16560000.0,131446.0,坡道平面,27.7,1700000.0,,RPVOMLTLOHIGFHD96CB,世界南科A,A棟A7-10F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新市區,房地(土地+建物)+車位,臺南市新市區富中街60號旁,21.95,住,,,1120619.0,土地1建物1車位2,二十一層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.45,3.0,2.0,2.0,有,無,19440000.0,137019.0,坡道平面,55.4,3950000.0,,RPWOMLTLOHIGFHD07CB,世界南科A,A棟A7-21F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,善化區,房地(土地+建物)+車位,臺南市善化區茄拔嘉南里89-2號旁,23.51,,鄉村區,乙種建築用地,1120616.0,土地2建物1車位1,二層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.87,2.0,2.0,2.0,有,無,7250000.0,83573.0,其他,8.29,850000.0,,RPXOMLTLOHIGFHD17CB,儷城欣欣6,B棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安定區,房地(土地+建物)+車位,臺南市安定區33-1號對面,31.4,住,,,1120617.0,土地1建物1車位1,四層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.98,2.0,2.0,2.0,有,無,8350000.0,89835.0,一樓平面,9.39,1200000.0,,RPOPMLTLOHIGFHD98CB,明日計畫,B棟4D號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歸仁區,房地(土地+建物),臺南市歸仁區大順三街36號旁,30.46,住,,,1120624.0,土地1建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.08,3.0,1.0,2.0,有,無,7880000.0,93720.0,,0.0,0.0,,RPPNMLTLOHIGFID98CB,歸仁小時光9,B棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區保生路21號對面,18.22,商,,,1120620.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.47,3.0,2.0,2.0,有,無,14000000.0,95347.0,坡道平面,24.79,1540000.0,,RPQNMLTLOHIGFID09CB,新東琚,C棟C1-11F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歸仁區,房地(土地+建物)+車位,臺南市歸仁區綠園街,27.57,住,,,1120622.0,土地1建物1車位2,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.98,2.0,2.0,2.0,有,無,13400000.0,100463.0,坡道平面,54.98,2550000.0,,RPRNMLTLOHIGFID56CB,春福天綻,A7-14F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區文化一街x文化三街,28.46,住,,,1120619.0,土地1建物1車位2,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,220.46,4.0,2.0,2.0,有,無,22330000.0,121940.0,坡道平面,69.73,3950000.0,,RPQNMLTLOHIGFCD48CB,佳鋐首邑,B1棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區文化一街x文化三街,28.46,住,,,1120619.0,土地1建物1車位2,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,221.55,4.0,2.0,2.0,有,無,22380000.0,121940.0,坡道平面,70.82,4000000.0,,RPRNMLTLOHIGFCD58CB,佳鋐首邑,A3棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區崇慶街一段與崇賢三路交叉口,12.46,住,,,1120623.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.05,2.0,2.0,1.0,有,無,8800000.0,115579.0,坡道機械,14.66,780000.0,,RPSNMLTLOHIGFCD68CB,松丹達麗,B棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區崇慶街一段與崇賢三路交叉口,20.77,住,,,1120623.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.2,3.0,2.0,2.0,有,無,14460000.0,114875.0,坡道平面,26.25,1370000.0,,RPTNMLTLOHIGFCD78CB,松丹達麗,G棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區崇慶街一段與崇賢三路交叉口,15.58,住,,,1120622.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,112.24,2.0,2.0,2.0,有,無,10630000.0,105361.0,坡道平面,26.25,1570000.0,,RPUNMLTLOHIGFCD88CB,松丹達麗,D棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區崇慶街一段與崇賢三路交叉口,13.5,住,,,1120623.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.14,2.0,2.0,1.0,有,無,8250000.0,108233.0,坡道機械,14.66,730000.0,,RPVNMLTLOHIGFCD98CB,松丹達麗,E棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區崇慶街一段與崇賢三路交叉口,13.5,住,,,1120621.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.14,2.0,2.0,1.0,有,無,9080000.0,117300.0,坡道機械,14.66,930000.0,,RPWNMLTLOHIGFCD09CB,松丹達麗,G棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區崇慶街一段與崇賢三路交叉口,13.5,住,,,1120621.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.14,2.0,2.0,1.0,有,無,9010000.0,117012.0,坡道機械,14.66,880000.0,,RPXNMLTLOHIGFCD56CB,松丹達麗,G棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區崇慶街一段與崇賢三路交叉口,14.54,住,,,1120618.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.09,2.0,2.0,1.0,有,無,10830000.0,125195.0,坡道平面,26.25,1210000.0,,RPOOMLTLOHIGFCD38CB,松丹達麗,E棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區崇慶街一段與崇賢三路交叉口,15.58,住,,,1120624.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,112.24,2.0,2.0,2.0,有,無,11300000.0,114897.0,坡道平面,26.25,1420000.0,,RPPOMLTLOHIGFCD48CB,松丹達麗,D棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區崇慶街一段與崇賢三路交叉口,20.77,住,,,1120623.0,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.95,3.0,2.0,2.0,有,無,13710000.0,108531.0,坡道平面,26.25,1370000.0,,RPQOMLTLOHIGFCD58CB,松丹達麗,B棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新營區,房地(土地+建物)+車位,臺南市新營區新進路,23.44,住,,,1120610.0,土地2建物1車位1,五層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.84,2.0,2.0,1.0,有,無,6620000.0,71939.0,升降機械,10.05,880000.0,,RPPNMLTLOHIGFDD48CB,京站,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新營區,房地(土地+建物)+車位,臺南市新營區新進路,23.44,住,,,1120611.0,土地2建物1車位1,五層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.84,2.0,2.0,1.0,有,無,6590000.0,71563.0,升降機械,10.05,880000.0,,RPQNMLTLOHIGFDD58CB,京站,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新營區,房地(土地+建物)+車位,臺南市新營區新進路,23.44,住,,,1120617.0,土地2建物1車位1,六層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.84,2.0,2.0,1.0,有,無,6660000.0,72440.0,升降機械,10.05,880000.0,,RPRNMLTLOHIGFDD68CB,京站,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新營區,房地(土地+建物)+車位,臺南市新營區新進路,33.54,住,,,1120620.0,土地2建物1車位1,一層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.54,3.0,2.0,2.0,有,無,9370000.0,76536.0,坡道平面,20.1,1300000.0,,RPSNMLTLOHIGFDD78CB,京站,C棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新營區,房地(土地+建物)+車位,臺南市新營區新進路,23.43,住,,,1120620.0,土地2建物1車位1,一層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.22,2.0,2.0,1.0,有,無,6980000.0,83368.0,升降機械,10.05,880000.0,,RPTNMLTLOHIGFDD88CB,京站,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新營區,房地(土地+建物)+車位,臺南市新營區新進路,33.94,住,,,1120620.0,土地2建物1車位1,一層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.33,3.0,2.0,2.0,有,無,9900000.0,80775.0,坡道平面,20.1,1400000.0,,RPUNMLTLOHIGFDD98CB,京站,C棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新營區,房地(土地+建物)+車位,臺南市新營區新進路,33.92,住,,,1120623.0,土地2建物1車位1,四層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.55,3.0,2.0,2.0,有,無,8960000.0,69957.0,升降機械,10.05,880000.0,,RPVNMLTLOHIGFDD09CB,京站,C棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新營區,房地(土地+建物)+車位,臺南市新營區新進路,23.44,住,,,1120626.0,土地2建物1車位1,八層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.84,2.0,2.0,1.0,有,無,6820000.0,74445.0,升降機械,10.05,880000.0,,RPWNMLTLOHIGFDD56CB,京站,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新營區,房地(土地+建物)+車位,臺南市新營區新進路,23.44,住,,,1120627.0,土地2建物1車位1,八層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.84,2.0,2.0,1.0,有,無,6810000.0,74320.0,升降機械,10.05,880000.0,,RPXNMLTLOHIGFDD66CB,京站,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,永康區,房地(土地+建物)+車位,臺南市永康區復華五街80號南方基地,14.77,商,,,1120621.0,土地1建物1車位1,六層,20.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,157.84,3.0,2.0,2.0,有,無,14970000.0,118033.0,坡道平面,44.99,1650000.0,,RPPNMLTLOHIGFKD56CB,陶喜琢悅,A棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,永康區,房地(土地+建物)+車位,臺南市永康區復華五街80號南方基地,14.77,商,,,1120621.0,土地1建物1車位1,六層,20.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,157.84,3.0,2.0,2.0,有,無,14970000.0,118033.0,坡道平面,44.99,1650000.0,,RPQNMLTLOHIGFKD66CB,陶喜琢悅,B棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,永康區,房地(土地+建物)+車位,臺南市永康區復華五街80號南方基地,14.77,商,,,1120621.0,土地1建物1車位1,七層,20.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,157.84,3.0,2.0,2.0,有,無,14970000.0,118033.0,坡道平面,44.99,1650000.0,,RPRNMLTLOHIGFKD76CB,陶喜琢悅,A棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,永康區,房地(土地+建物)+車位,臺南市永康區復華五街80號南方基地,15.63,商,,,1120621.0,土地1建物1車位1,九層,20.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,164.53,3.0,2.0,2.0,有,無,15940000.0,119542.0,坡道平面,44.99,1650000.0,,RPSNMLTLOHIGFKD86CB,陶喜琢悅,B棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
