鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,18.02,Unnamed: 4,一般農業區,甲種建築用地,1120513,土地2建物1車位1,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,Unnamed: 14,94.59,2,1,1.1,有,無,7400000,95927,坡道平面,31.0,1300000,Unnamed: 26,RPPNMLOKNHIGFCN68CB,富旺艾美莊園,A棟7號,Unnamed: 30,來源資料夾,和美鎮,房地(土地+建物),彰化縣和美鎮北辰路,101.42,鄉村區,乙種建築用地,1120812,土地4建物1車位0,全,3,透天厝,162.06,4,3.1,13080000,80711,Unnamed: 23,0.0,0,RPQNMLQKQHIGFBN56CB,觀美墅NO.13,Ｃ棟10號,彰化市,彰化縣彰化市中正路二段190巷,10.76,商,Unnamed: 5,Unnamed: 6,1121111,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),117.87,2.1,2.2,10280000,104891,坡道機械,24.63,500000,RPPNMLNKJIIGFAN08CB,中正琢越,D-7F號
花壇鄉,房地(土地+建物),彰化縣花壇鄉口庄街319號對面,45.63,住,,,1120221.0,土地2建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.52,3.0,2.0,2.0,有,無,8080000.0,83713.0,,0.0,0.0,,RPPNMLMJLHIGFAN97CB,辰品雲川,C1-3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,46.01,住,,,1120211.0,土地2建物1車位1,二層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,117.95,3.0,2.0,2.0,有,無,11600000.0,103602.0,其他,14.67,900000.0,,RPVNMLMJLHIGFAN58CB,山水蒔光,2A棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,45.15,住,,,1120211.0,土地2建物1車位1,二層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,116.06,3.0,2.0,2.0,有,無,11300000.0,104547.0,其他,14.67,700000.0,,RPWNMLMJLHIGFAN68CB,山水蒔光,2A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,42.47,住,,,1120211.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,110.04,3.0,2.0,2.0,有,無,11300000.0,110098.0,其他,14.67,800000.0,,RPXNMLMJLHIGFAN78CB,山水蒔光,3A棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,44.03,住,,,1120211.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,113.54,3.0,2.0,2.0,有,無,11500000.0,107211.0,其他,14.67,900000.0,,RPOOMLMJLHIGFAN97CB,山水蒔光,3A棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,45.15,住,,,1120211.0,土地2建物1車位1,四層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,116.06,3.0,2.0,2.0,有,無,11300000.0,103561.0,其他,14.67,800000.0,,RPPOMLMJLHIGFAN08CB,山水蒔光,4A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,42.37,住,,,1120212.0,土地2建物1車位1,四層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,109.79,3.0,2.0,2.0,有,無,10830000.0,104920.0,其他,14.67,850000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPQOMLMJLHIGFAN18CB,山水蒔光,4A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,44.03,住,,,1120214.0,土地2建物1車位1,五層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,113.54,3.0,2.0,2.0,有,無,11130000.0,103975.0,其他,14.67,850000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPROMLMJLHIGFAN28CB,山水蒔光,5A棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福興鄉,房地(土地+建物)+車位,彰化縣福興鄉番花路,33.43,,鄉村區,乙種建築用地,1120227.0,土地4建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.87,2.0,2.0,1.0,有,無,5710000.0,62247.0,一樓平面,12.81,1100000.0,,RPPNMLNJLHIGFCN28CB,臻冠富邸,B1棟4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福興鄉,房地(土地+建物)+車位,彰化縣福興鄉番花路,33.44,,鄉村區,乙種建築用地,1120302.0,土地4建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,78.23,2.0,2.0,1.0,有,無,5530000.0,59816.0,一樓平面,4.17,1100000.0,,RPQNMLNJLHIGFCN38CB,臻冠富邸,B2棟2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福興鄉,房地(土地+建物),彰化縣福興鄉彰鹿路六段314巷,94.76,,特定農業區,甲種建築用地,1120216.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,152.06,4.0,3.0,3.0,有,無,10500000.0,69052.0,,0.0,0.0,交易總價含下列非屬預售屋價格之費用:合建案建商與地主間之交易；,RPRNMLNJLHIGFCN48CB,丰鹿拾光,A棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員林市,房地(土地+建物)+車位,彰化縣員林市三多七街,29.17,住,,,1120214.0,土地2建物1車位1,三層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.18,3.0,2.0,2.0,有,無,10000000.0,65041.0,坡道平面,29.88,1200000.0,,RPPNMLOJLHIGFDN48CB,合陽鼎峰,D3棟3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員林市,房地(土地+建物)+車位,彰化縣員林市三多七街,26.8,住,,,1120220.0,土地2建物1車位1,十層,10.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.06,3.0,2.0,2.0,有,無,9800000.0,67364.0,坡道平面,29.88,1300000.0,,RPQNMLOJLHIGFDN58CB,合陽鼎峰,J1棟10F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員林市,房地(土地+建物)+車位,彰化縣員林市三多七街,27.59,住,,,1120224.0,土地2建物1車位1,五層,10.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.35,3.0,2.0,2.0,有,無,9700000.0,65385.0,坡道平面,29.88,1300000.0,,RPRNMLOJLHIGFDN68CB,合陽鼎峰,I3棟5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員林市,房地(土地+建物)+車位,彰化縣員林市三多七街,26.8,住,,,1120302.0,土地2建物1車位1,二層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.4,3.0,2.0,2.0,有,無,9070000.0,62204.0,坡道平面,29.88,1200000.0,,RPSNMLOJLHIGFDN78CB,合陽鼎峰,E2棟2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埤頭鄉,房地(土地+建物),彰化縣埤頭鄉稻香路363巷與平原路的路口,107.42,,鄉村區,乙種建築用地,1120217.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,190.78,4.0,3.0,4.0,有,無,11500000.0,60279.0,,0.0,0.0,,RPPNMLOJLHIGFFN78DB,稻香LaVie,B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埤頭鄉,房地(土地+建物),彰化縣埤頭鄉稻香路363巷與平原路的路口,107.57,,鄉村區,乙種建築用地,1120218.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,190.49,4.0,3.0,4.0,有,無,11500000.0,60371.0,,0.0,0.0,,RPQNMLOJLHIGFFN88DB,稻香LaVie,B棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埤頭鄉,房地(土地+建物),彰化縣埤頭鄉稻香路363巷與平原路的路口,107.25,,鄉村區,乙種建築用地,1120222.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,190.78,4.0,3.0,4.0,有,無,11100000.0,58182.0,,0.0,0.0,,RPRNMLOJLHIGFFN98DB,稻香LaVie,B棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北斗鎮,房地(土地+建物),彰化縣北斗鎮文苑路一段260巷,29.14,住,,,1120304.0,土地1建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.71,2.0,2.0,2.0,有,無,4920000.0,58081.0,,0.0,0.0,,RPPNMLOJLHIGFFN68CB,大心,A棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
溪湖鎮,房地(土地+建物),彰化縣溪湖鎮湳底段198，199，209，210地號共4筆土地,133.27,農,,,1120221.0,土地4建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,134.04,4.0,1.0,3.0,有,無,12160000.0,90719.0,,0.0,0.0,,RPPNMLQJLHIGFHN09CB,藝術臻堡26-臻愛莊園,B棟22號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福興鄉,房地(土地+建物),彰化縣福興鄉秀安段1881-20、1881-8地號,79.12,,鄉村區,乙種建築用地,1120302.0,土地2建物1車位0,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,177.74,5.0,3.0,3.0,有,無,11480000.0,64589.0,,0.0,0.0,,RPPNMLQJLHIGFCN58CB,歐豐尊爵三期,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花壇鄉,房地(土地+建物),彰化縣花壇鄉明德街,109.89,,鄉村區,乙種建築用地,1120227.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,192.0,5.0,2.0,3.0,有,無,12880000.0,67083.0,,0.0,0.0,,RPPNMLQJLHIGFAN38CB,閱花壇,E棟E19號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物),彰化縣彰化市西勢街,42.81,住,,,1120303.0,土地3建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.51,2.0,1.0,2.0,有,無,8200000.0,71609.0,,0.0,0.0,停車位使用方式:社區管理委員會成立後將公設內車位使用權由管理委員會抽籤出租車位租金收入作為本社區管理委員會管理基金,RPRNMLRJLHIGFAN68CB,誕皇居,2C棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
秀水鄉,房地(土地+建物)+車位,彰化縣秀水鄉村西巷旁,105.51,,鄉村區,乙種建築用地,1120226.0,土地4建物1車位1,全,4.0,透天厝,住家用,鋼筋混凝土造,,206.97,5.0,2.0,5.0,有,無,11500000.0,55564.0,一樓平面,0.0,0.0,,RPSNMLRJLHIGFAN78CB,長虹金城,A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花壇鄉,房地(土地+建物)+車位,彰化縣花壇鄉金墩街,21.5,,鄉村區,乙種建築用地,1120219.0,土地1建物1車位1,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,109.41,2.0,2.0,1.0,有,無,8510000.0,85615.0,坡道平面,25.78,1350000.0,,RPTNMLRJLHIGFAN88CB,亞哥之緒,甲棟A8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,46.01,住,,,1120213.0,土地2建物1車位1,五層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,117.95,3.0,2.0,2.0,有,無,11380000.0,101472.0,其他,14.67,900000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPVNMLRJLHIGFAN09CB,山水蒔光,5A棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,46.01,住,,,1120214.0,土地2建物1車位1,四層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,136.29,3.0,2.0,2.0,有,無,11580000.0,98557.0,其他,33.0,1400000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPWNMLRJLHIGFAN56CB,山水蒔光,4A棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,44.0,住,,,1120215.0,土地2建物1車位1,二層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,113.45,3.0,2.0,2.0,有,無,11400000.0,106297.0,其他,14.67,900000.0,,RPXNMLRJLHIGFAN66CB,山水蒔光,2A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,45.15,住,,,1120216.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,116.06,3.0,2.0,2.0,有,無,11500000.0,105533.0,其他,14.67,800000.0,,RPOOMLRJLHIGFAN48CB,山水蒔光,3A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,44.62,住,,,1120218.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,114.84,3.0,2.0,2.0,有,無,11500000.0,106818.0,其他,14.67,800000.0,,RPPOMLRJLHIGFAN58CB,山水蒔光,3A棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,43.92,住,,,1120222.0,土地2建物1車位1,二層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,113.28,3.0,2.0,2.0,有,無,11350000.0,106480.0,其他,14.67,850000.0,,RPQOMLRJLHIGFAN68CB,山水蒔光,2A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,42.47,住,,,1120222.0,土地2建物1車位1,四層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,110.04,3.0,2.0,2.0,有,無,11050000.0,108000.0,其他,14.67,750000.0,,RPROMLRJLHIGFAN78CB,山水蒔光,4A棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員林市,房地(土地+建物),彰化縣員林市員鹿路103巷,76.68,住,,,1120215.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,163.71,4.0,2.0,4.0,有,無,14390000.0,87899.0,,0.0,0.0,,RPPNMLRJLHIGFDN78CB,豐意品森,A棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員林市,房地(土地+建物),彰化縣員林市員鹿路103巷,76.68,住,,,1120219.0,土地4建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,163.71,4.0,2.0,4.0,有,無,14390000.0,87899.0,,0.0,0.0,,RPQNMLRJLHIGFDN88CB,豐意品森,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員林市,房地(土地+建物)+車位,彰化縣員林市新義街,30.44,住,,,1120302.0,土地6建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.68,2.0,2.0,2.0,有,無,8300000.0,79633.0,升降平面,31.01,1000000.0,,RPPNMLRJLHIGFDN88DB,員林A2(青石上),4B2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物),彰化縣彰化市安溪東路51巷41弄13號旁,80.89,,山坡地保育區,丙種建築用地,1120223.0,土地6建物1車位0,全,5.0,透天厝,住家用,鋼筋混凝土造,,210.0,5.0,3.0,6.0,有,無,14500000.0,69048.0,,0.0,0.0,共有土地的移轉面積以實際登記面積為主,RPPNMLSJLHIGFAN68DB,福竹御所,D棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物),彰化縣彰化市安溪東路51巷41弄13號旁,96.21,,鄉村區,乙種建築用地,1120225.0,土地6建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,168.57,4.0,3.0,4.0,有,無,15500000.0,91950.0,,0.0,0.0,,RPRNMLSJLHIGFAN88DB,福竹御所,B棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物),彰化縣彰化市安溪東路51巷41弄13號旁,80.53,,山坡地保育區,丙種建築用地,1120218.0,土地7建物1車位0,全,5.0,透天厝,住家用,鋼筋混凝土造,,210.0,5.0,3.0,6.0,有,無,14500000.0,69048.0,,0.0,0.0,共有土地的移轉面積以實際登記面積為主,RPSNMLSJLHIGFAN98DB,福竹御所,D棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北斗鎮,房地(土地+建物),彰化縣北斗鎮興農路二段141巷,103.03,,特定農業區,甲種建築用地,1120220.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,115.49,4.0,3.0,3.0,有,無,8360000.0,72387.0,,0.0,0.0,,RPPNMLSJLHIGFFN09CB,世紀北斗,A棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北斗鎮,房地(土地+建物),彰化縣北斗鎮興農路二段141巷,89.42,,特定農業區,甲種建築用地,1120223.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,112.83,4.0,3.0,3.0,有,無,8050000.0,71346.0,,0.0,0.0,,RPRNMLSJLHIGFFN66CB,世紀北斗,B棟11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花壇鄉,房地(土地+建物),彰化縣花壇鄉燕霧巷,98.4,住,,,1120213.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,151.79,4.0,2.0,3.0,有,無,12220000.0,80506.0,,0.0,0.0,,RPPNMLSJLHIGFAN58CB,泰和茂鮮境二期,D05號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花壇鄉,房地(土地+建物),彰化縣花壇鄉燕霧巷,97.44,住,,,1120214.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,149.76,4.0,2.0,3.0,有,無,12000000.0,80128.0,,0.0,0.0,,RPQNMLSJLHIGFAN68CB,泰和茂鮮境二期,D02號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中正路二段190巷,12.24,商,,,1120301.0,土地14建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.18,3.0,2.0,2.0,有,無,12300000.0,108400.0,坡道機械,24.63,750000.0,,RPXNMLSJLHIGFAN76CB,中正琢越,C-14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中正路二段190巷,12.24,商,,,1120301.0,土地14建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.18,3.0,2.0,2.0,有,無,11200000.0,99953.0,坡道機械,24.63,550000.0,,RPOOMLSJLHIGFAN58CB,中正琢越,C-02F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中正路二段190巷,10.76,商,,,1120302.0,土地14建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.87,2.0,2.0,2.0,有,無,10250000.0,101888.0,坡道機械,24.63,750000.0,,RPPOMLSJLHIGFAN68CB,中正琢越,D-09F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中正路二段190巷,12.24,商,,,1120301.0,土地14建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.18,3.0,2.0,2.0,有,無,11400000.0,101830.0,坡道機械,24.63,550000.0,,RPQOMLSJLHIGFAN78CB,中正琢越,C-04F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中正路二段190巷,10.76,商,,,1120228.0,土地14建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.87,2.0,2.0,2.0,有,無,10330000.0,104891.0,坡道機械,24.63,550000.0,,RPROMLSJLHIGFAN88CB,中正琢越,D-10F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中正路二段190巷,12.24,商,,,1120301.0,土地14建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.18,3.0,2.0,2.0,有,無,11400000.0,101830.0,坡道機械,24.63,550000.0,,RPSOMLSJLHIGFAN98CB,中正琢越,C-03F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中正路二段190巷,12.24,商,,,1120226.0,土地14建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.18,3.0,2.0,2.0,有,無,12100000.0,106523.0,坡道機械,24.63,750000.0,,RPTOMLSJLHIGFAN09CB,中正琢越,C-10F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
