鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,三民區,房地(土地+建物)+車位,高雄市三民區灣中段63地號,8.41,商,Unnamed: 5,Unnamed: 6,1120512,土地1建物1車位1,十二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,136.12,3,1,2,有,無,13000000,101345,坡道平面,27.58,2000000,Unnamed: 26,RPPNMLMKNHIGFDE67CB,鑫天地二期,A棟5號,Unnamed: 30,來源資料夾,小港區,房地(土地+建物),高雄市小港區達德街115號3樓,26.2,住,1120812,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),84.39,2.1,2.2,7930000,93968,Unnamed: 23,0.0,0,RPPNMLMKQHIGFCE87CB,綠舟,A2棟115號
鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,21.21,住,,,1111111.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.01,2.0,2.0,2.0,有,無,12800000.0,91716.0,坡道平面,15.53,1750000.0,,RPROMLNLJIHGFGE08CB,藏美東京都,A棟7號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美濃區,房地(土地+建物)+車位,高雄市美濃區中山路一段164巷,34.61,住,,,1111114.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,106.9,2.0,2.0,2.0,有,無,6150000.0,52100.0,一樓平面,13.81,1300000.0,,RPPNMLNLJIHGFKE18CB,晴渼,A棟10號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美濃區,房地(土地+建物),高雄市美濃區中山路一段164巷,29.57,住,,,1111121.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.38,2.0,2.0,2.0,有,無,4320000.0,54422.0,,0.0,0.0,,RPRNMLNLJIHGFKE38CB,晴渼,A棟12號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美濃區,房地(土地+建物)+車位,高雄市美濃區中山路一段164巷,34.61,住,,,1111121.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,106.9,2.0,2.0,2.0,有,無,6280000.0,53497.0,一樓平面,13.81,1300000.0,,RPSNMLNLJIHGFKE48CB,晴渼,A棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美濃區,房地(土地+建物),高雄市美濃區中山路一段164巷,29.57,住,,,1111123.0,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.38,2.0,2.0,2.0,有,無,4260000.0,53666.0,,0.0,0.0,,RPTNMLNLJIHGFKE58CB,晴渼,A棟11號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路700號旁,10.01,住,,,1111116.0,土地1建物1車位1,十層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.68,1.0,2.0,2.0,有,無,13840000.0,115030.0,坡道平面,20.75,2000000.0,,RPPNMLOLJIHGFAE27CB,美術白天鵝,D棟D5-10F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路700號旁,10.01,住,,,1111116.0,土地1建物1車位1,十六層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.68,1.0,2.0,2.0,有,無,14040000.0,116973.0,坡道平面,20.75,2000000.0,,RPQNMLOLJIHGFAE37CB,美術白天鵝,D棟D5-16F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路700號旁,12.65,住,,,1111116.0,土地1建物1車位1,十五層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.82,3.0,2.0,2.0,有,無,16720000.0,113170.0,坡道平面,20.75,2000000.0,,RPRNMLOLJIHGFAE47CB,美術白天鵝,D棟D1-15F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路700號旁,10.0,住,,,1111117.0,土地1建物1車位1,十七層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.62,1.0,2.0,2.0,有,無,14000000.0,116652.0,坡道平面,20.75,2000000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPSNMLOLJIHGFAE57CB,美術白天鵝,A棟A3-17F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,3.3,商,,,1111111.0,土地34建物1車位0,十八層,37.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,78.37,2.0,1.0,1.0,有,無,10350000.0,132066.0,,0.0,0.0,,RPTNMLOLJIHGFAE67CB,港灣1號院,B棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路A01棟13樓,9.19,商,,,1111118.0,土地1建物1車位1,十三層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.23,3.0,2.0,2.0,有,無,24840000.0,163149.0,坡道平面,30.89,2270000.0,預售屋雨遮不計價,RPUNMLOLJIHGFAE77CB,遠雄PARK 16,A棟A01F13號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼓山區,房地(土地+建物),高雄市鼓山區龍德路A17棟19樓,5.08,商,,,1111120.0,土地1建物1車位0,十九層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.48,1.0,1.0,1.0,有,無,11550000.0,151020.0,,0.0,0.0,預售屋雨遮不計價,RPVNMLOLJIHGFAE87CB,遠雄PARK 16,A棟A17F19號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,3.3,商,,,1111112.0,土地34建物1車位0,二十三層,37.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,78.37,2.0,1.0,1.0,有,無,11060000.0,141125.0,,0.0,0.0,,RPXNMLOLJIHGFAE08CB,港灣1號院,B棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區五福四路及大成街交叉路口,3.18,商,,,1111112.0,土地34建物1車位1,三十四層,37.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,76.27,2.0,1.0,1.0,有,無,12540000.0,163340.0,坡道機械,5.62,1000000.0,,RPOOMLOLJIHGFAE27CB,港灣1號院,A棟11號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區五福四路及大成街交叉路口,3.18,商,,,1111112.0,土地34建物1車位1,三十二層,37.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,76.27,2.0,1.0,1.0,有,無,12440000.0,161925.0,坡道機械,5.62,1000000.0,,RPPOMLOLJIHGFAE37CB,港灣1號院,A棟11號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區五福四路及大成街交叉路口,3.11,商,,,1111112.0,土地34建物1車位1,三十四層,37.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,74.82,2.0,1.0,1.0,有,無,12330000.0,163728.0,坡道機械,5.62,1000000.0,,RPSOMLOLJIHGFAE67CB,港灣1號院,A棟11號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區五福四路及大成街交叉路口,3.11,商,,,1111112.0,土地34建物1車位1,二十九層,37.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,74.82,2.0,1.0,1.0,有,無,11960000.0,158382.0,坡道機械,5.62,1000000.0,,RPTOMLOLJIHGFAE77CB,港灣1號院,A棟12號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,2.7,商,,,1111111.0,土地34建物1車位0,十六層,37.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,65.07,2.0,1.0,1.0,有,無,8970000.0,137852.0,,0.0,0.0,,RPOPMLOLJIHGFAE37CB,港灣1號院,B棟2號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,2.07,商,,,1111112.0,土地34建物1車位0,十三層,37.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,50.25,1.0,1.0,1.0,有,無,6740000.0,134129.0,,0.0,0.0,,RPPPMLOLJIHGFAE47CB,港灣1號院,A棟19號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,2.07,商,,,1111112.0,土地34建物1車位0,十七層,37.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,50.25,1.0,1.0,1.0,有,無,6850000.0,136318.0,,0.0,0.0,,RPQPMLOLJIHGFAE57CB,港灣1號院,A棟19號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,6.3,商,,,1111116.0,土地1建物1車位1,六層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.4,2.0,2.0,1.0,有,無,7990000.0,108183.0,坡道機械,8.09,600000.0,,RPPNMLOLJIHGFFE77CB,達麗雙子星,B7-06F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,11.41,商,,,1111113.0,土地1建物1車位1,十層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.32,3.0,2.0,2.0,有,無,14860000.0,106524.0,坡道平面,21.78,1700000.0,,RPQNMLOLJIHGFFE87CB,達麗雙子星,B5-10F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,14.49,商,,,1111114.0,土地1建物1車位1,十五層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.8,4.0,2.0,2.0,有,無,19000000.0,108585.0,坡道平面,21.78,1950000.0,,RPRNMLOLJIHGFFE97CB,達麗雙子星,A1-15F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,14.49,商,,,1111114.0,土地1建物1車位1,二十四層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.8,4.0,2.0,2.0,有,無,19750000.0,112406.0,坡道平面,21.78,2100000.0,,RPSNMLOLJIHGFFE08CB,達麗雙子星,A1-24F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,7.88,商,,,1111118.0,土地1建物1車位1,十四層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,93.61,2.0,2.0,1.0,有,無,10320000.0,113658.0,坡道機械,8.09,600000.0,,RPTNMLOLJIHGFFE18CB,達麗雙子星,B2-14F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,7.88,商,,,1111115.0,土地1建物1車位1,七層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,93.61,2.0,2.0,1.0,有,無,9750000.0,106993.0,坡道機械,8.09,600000.0,,RPUNMLOLJIHGFFE28CB,達麗雙子星,B2-07F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,11.72,商,,,1111114.0,土地1建物1車位1,十層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.67,3.0,2.0,2.0,有,無,15530000.0,108992.0,坡道平面,21.78,1700000.0,,RPWNMLOLJIHGFFE48CB,達麗雙子星,A3-10F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,11.72,商,,,1111113.0,土地1建物1車位1,六層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.84,3.0,2.0,2.0,有,無,14980000.0,104518.0,坡道平面,21.78,1700000.0,,RPXNMLOLJIHGFFE58CB,達麗雙子星,B8-06F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,6.33,商,,,1111118.0,土地1建物1車位1,十四層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.73,2.0,2.0,1.0,有,無,8520000.0,115385.0,坡道機械,8.09,600000.0,,RPOOMLOLJIHGFFE77CB,達麗雙子星,B7-14F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,9.04,商,,,1111119.0,土地1建物1車位1,六層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.97,2.0,2.0,2.0,有,無,11410000.0,108909.0,坡道機械,8.09,750000.0,,RPQOMLOLJIHGFFE97CB,達麗雙子星,A2-06F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仁武區,房地(土地+建物)+車位,高雄市仁武區京吉三路、京吉五路、京吉二路,17.41,商,,,1111114.0,土地1建物1車位1,一層,15.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,133.09,0.0,0.0,0.0,無,無,18650000.0,145198.0,坡道平面,17.73,1900000.0,,RPPNMLOLJIHGFIE08CB,三發．首席大院,S32號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物),高雄市小港區高松路和松直街交叉路口,9.94,商,,,1111113.0,土地2建物1車位0,七層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,77.09,2.0,2.0,1.0,有,無,6380000.0,82760.0,,0.0,0.0,,RPPNMLOLJIHGFCE47CB,Power City,D棟D11-7號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物)+車位,高雄市小港區高松路和松直街交叉路口,9.94,商,,,1111113.0,土地2建物1車位1,三層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.03,2.0,2.0,1.0,有,無,7250000.0,79631.0,坡道平面,24.31,1300000.0,,RPQNMLOLJIHGFCE57CB,Power City,D棟D13-3號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物)+車位,高雄市小港區高松路和松直街交叉路口,13.05,商,,,1111113.0,土地2建物1車位1,十層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.89,2.0,2.0,2.0,有,無,10100000.0,81729.0,坡道平面,23.5,1650000.0,,RPRNMLOLJIHGFCE67CB,Power City,B棟B7-10號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物)+車位,高雄市小港區高松路和松直街交叉路口,13.67,商,,,1111113.0,土地2建物1車位1,五層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.23,2.0,2.0,2.0,有,無,10620000.0,84170.0,坡道平面,22.69,1400000.0,,RPSNMLOLJIHGFCE77CB,Power City,D棟D5-5號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物)+車位,高雄市小港區高松路和松直街交叉路口,15.54,商,,,1111113.0,土地2建物1車位1,四層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.77,2.0,2.0,2.0,有,無,11160000.0,79176.0,坡道平面,23.5,1400000.0,,RPTNMLOLJIHGFCE87CB,Power City,B棟B8-4號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物)+車位,高雄市小港區高松路和松直街交叉路口,15.54,商,,,1111113.0,土地2建物1車位1,十層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.77,2.0,2.0,2.0,有,無,11670000.0,81285.0,坡道平面,23.5,1650000.0,,RPUNMLOLJIHGFCE97CB,Power City,B棟B8-10號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物)+車位,高雄市小港區高松路和松直街交叉路口,13.67,商,,,1111114.0,土地2建物1車位1,九層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.86,2.0,2.0,2.0,有,無,10280000.0,82527.0,坡道平面,23.5,1750000.0,,RPVNMLOLJIHGFCE08CB,Power City,A棟A6-9號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物)+車位,高雄市小港區高松路和松直街交叉路口,18.65,商,,,1111116.0,土地2建物1車位1,六層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.2,3.0,2.0,2.0,有,無,13980000.0,79437.0,坡道平面,23.5,1850000.0,,RPWNMLOLJIHGFCE18CB,Power City,A棟A1-6號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物)+車位,高雄市小港區高松路和松直街交叉路口,15.54,商,,,1111116.0,土地2建物1車位1,三層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.02,2.0,2.0,2.0,有,無,11100000.0,78530.0,坡道平面,23.5,1400000.0,,RPXNMLOLJIHGFCE28CB,Power City,B棟B6-3號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梓官區,房地(土地+建物),高雄市梓官區大舍北路三巷,25.02,,一般農業區,甲種建築用地,1111118.0,土地2建物1車位0,六層,8.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,97.55,3.0,2.0,2.0,有,無,6260000.0,64172.0,,0.0,0.0,,RPPNMLPLJIHGFFE87CB,田園休閒家,D棟5號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美濃區,房地(土地+建物),高雄市美濃區成功路135巷,142.76,住,,,1111111.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,136.53,5.0,2.0,3.0,有,無,10700000.0,78371.0,,0.0,0.0,,RPSNMLPLJIHGFKE68CB,理白,C棟12號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明倫路,5.56,商,,,1111125.0,土地1建物1車位1,十九層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.11,2.0,2.0,2.0,有,無,12550000.0,133874.0,坡道機械,18.57,1500000.0,,RPPNMLRLJIHGFAE57CB,鑫巨蛋2,A9棟19號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大社區,房地(土地+建物),高雄市大社區民生路,99.0,住,,,1111111.0,土地1建物1車位0,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,204.06,5.0,2.0,4.0,有,無,16500000.0,80859.0,,0.0,0.0,,RPRNMLRLJIHGFIE58CB,皇家旺博市八期,A棟2號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大社區,房地(土地+建物),高雄市大社區民生路,78.0,住,,,1111117.0,土地1建物1車位0,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,158.63,4.0,2.0,4.0,有,無,13800000.0,86995.0,,0.0,0.0,,RPSNMLRLJIHGFIE68CB,皇家旺博市八期,A棟7號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區華榮路與文信路,8.85,商,,,1111121.0,土地1建物1車位1,十二層,30.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.38,3.0,1.0,2.0,有,無,19400000.0,137939.0,坡道平面,20.05,2250000.0,,RPPNMLRLJIHGFAE67DB,十六本木,A棟7號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三民區,房地(土地+建物)+車位,高雄市三民區平等路和延慶街路口B06棟20樓,18.31,住,,,1111120.0,土地1建物1車位1,二十層,30.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.09,3.0,2.0,2.0,有,無,21580000.0,135207.0,坡道平面,18.5,1760000.0,,RPPNMLSLJIHGFDE97CB,遠雄琢蘊,B06F20號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三民區,房地(土地+建物)+車位,高雄市三民區平等路和延慶街路口B02棟08樓,26.36,住,,,1111124.0,土地1建物1車位1,八層,30.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,228.99,4.0,2.0,2.0,有,無,27380000.0,121241.0,坡道平面,18.5,1860000.0,,RPQNMLSLJIHGFDE08CB,遠雄琢蘊,B02F08號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
前鎮區,房地(土地+建物)+車位,高雄市前鎮區前鎮區一心二路vs文橫三路口,9.25,商,,,1111118.0,土地1建物1車位1,十層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.51,3.0,2.0,2.0,有,無,19420000.0,110959.0,坡道平面,23.12,2400000.0,,RPUNMLSLJIHGFCE38CB,京城新世界,B6棟10號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區惠正街,11.62,住,,,1111127.0,土地1建物1車位1,三層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,94.68,2.0,1.0,1.0,有,無,6550000.0,69180.0,坡道平面,21.36,0.0,原買方讓渡總價金為陸佰伍拾伍萬元整,RPPNMLSLJIHGFEE08CB,?揚天鵝堡,D9棟3號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,3.11,商,,,1111112.0,土地34建物1車位0,二十六層,37.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,74.82,2.0,1.0,1.0,有,無,10690000.0,142876.0,,0.0,0.0,,RPPNMLSLJIHGFAE67CB,港灣1號院,A棟12號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鳳山區,房地(土地+建物),高雄市鳳山區過埤路51巷附近道路尚未開闢,39.5,住,,,1111125.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.27,3.0,2.0,2.0,有,無,7100000.0,62134.0,,0.0,0.0,,RPPNMLSLJIHGFGE28CB,旭日東昇,B2棟2號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鳳山區,房地(土地+建物)+車位,高雄市鳳山區瑞興路,20.32,住,,,1111126.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,146.4,3.0,2.0,2.0,有,無,12660000.0,86475.0,坡道平面,17.51,0.0,,RPQNMLSLJIHGFGE38CB,銳揚捷仕堡,A6棟8號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鳳山區,房地(土地+建物)+車位,高雄市鳳山區保安二街,20.19,住,,,1111113.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.88,2.0,2.0,2.0,有,無,13700000.0,97645.0,坡道平面,22.57,2050000.0,,RPPNMLTLJIHGFGE38CB,悅讀VIP,B棟7號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苓雅區,房地(土地+建物),高雄市苓雅區三多四路66號旁,6.9,商,,,1111122.0,土地1建物1車位0,二十層,28.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.12,2.0,2.0,2.0,有,無,12750000.0,126088.0,,0.0,0.0,,RPPNMLTLJIHGFBE87CB,星玥灣,B棟3號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
