鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路798巷,29.74,住,Unnamed: 5,Unnamed: 6,1120513,土地1建物1車位2,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,177.45,3,1,2,有,無,12200000,76985,坡道平面,53.4,2650000,Unnamed: 26,RPPNMLQKNHIGFAI18CB,未來樹,L5棟5F號,Unnamed: 30,來源資料夾,嘉義市嘉義市日新街與立學街口,31.16,商,1120813,土地1建物1車位1,六層,13,204.63,2.1,19380000,104299,33.2,1500000,RPPNMLOKQHIGFAI28CB,仰?日新,1棟6B1號
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市宣信街,20.92,住,,,1111208.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.23,3.0,2.0,2.0,有,無,11800000.0,105048.0,坡道機械,15.04,750000.0,,RPSNMLNKKIHGFAI87CB,漢昇 築城,H棟H5號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市東區五福街,36.24,住,,,1111213.0,土地2建物1車位1,一層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,129.04,3.0,2.0,2.0,有,無,8500000.0,74738.0,坡道機械,22.0,500000.0,,RPPNMLQKKIHGFAI87CB,森擎集合住宅,1F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市東區五福街,37.82,住,,,1111208.0,土地2建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,147.37,3.0,2.0,2.0,有,無,9800000.0,74976.0,坡道平面,32.0,1150000.0,,RPQNMLQKKIHGFAI97CB,森擎集合住宅,5A號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康12路,39.87,住,,,1111203.0,土地1建物1車位1,四層,8.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,161.22,3.0,2.0,2.0,有,無,10880000.0,72897.0,坡道平面,28.43,1200000.0,房屋面積以地政機關登記完竣之面積為準,RPPNMLKLKIHGFAI37CB,御安旺景3,4B1棟0號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康12路,32.23,住,,,1111211.0,土地1建物1車位1,五層,8.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,135.76,2.0,2.0,2.0,有,無,9020000.0,72859.0,坡道平面,28.43,1200000.0,房屋面積以地政機關登記完竣之面積為準,RPQNMLKLKIHGFAI47CB,御安旺景3,5C5棟0號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,18.35,商,,,1111212.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.94,2.0,2.0,1.0,有,無,8950000.0,78038.0,坡道平面,29.27,1250000.0,,RPPNMLOLKIHGFAI77CB,佳昂?家易,A5棟9號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1111212.0,土地1建物1車位1,一層,14.0,店面(店鋪),商業用,鋼筋混凝土造,,108.92,0.0,0.0,0.0,無,無,8380000.0,88261.0,坡道平面,29.27,1350000.0,,RPQNMLOLKIHGFAI87CB,佳昂?家易,S10棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,22.8,商,,,1111212.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.53,3.0,2.0,2.0,有,無,10650000.0,77748.0,坡道平面,29.27,1300000.0,,RPRNMLOLKIHGFAI97CB,佳昂?家易,E2棟9號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1111212.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.19,2.0,2.0,1.0,有,無,7690000.0,74091.0,坡道平面,29.27,1250000.0,,RPSNMLOLKIHGFAI08CB,佳昂?家易,D1棟7號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康七街,47.82,住,,,1111217.0,土地1建物1車位1,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,162.36,3.0,2.0,2.0,有,無,12620000.0,86768.0,坡道平面,33.05,1400000.0,結構加裝EPS隔震系統，採用YKK AP日系品牌頂級水氣密窗。,RPPNMLRLKIHGFAI08CB,湖美山河,A棟3FA3號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市新生路,123.0,住,,,1111226.0,土地4建物1車位0,一至三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,382.56,3.0,2.0,4.0,有,無,32010000.0,83673.0,,0.0,0.0,勃朗峰、THEONEC17/有電梯,RPQNMLRLKIHGFAI18CB,勃朗峰、THEONE,C棟17號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市荖藤宅,20.1,住,,,1111130.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.03,1.0,1.0,1.0,有,無,3800000.0,75954.0,,0.0,0.0,,RPPNMLSLKIHGFAI18CB,寓上愛,壹棟4FA9號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市興美二路,101.41,住,,,1111228.0,土地1建物1車位0,全,3.0,透天厝,住家用,見其他登記事項,,216.15,4.0,2.0,5.0,有,無,17280000.0,79944.0,,0.0,0.0,,RPPNMLTLKIHGFAI28CB,琉璃冠悅,B6棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康九路與湖美十路交叉口,13.35,商,,,1111219.0,土地1建物1車位0,一層,14.0,店面(店鋪),商業用,鋼筋混凝土造,,66.32,0.0,0.0,0.0,無,無,6060000.0,91375.0,,0.0,0.0,,RPQNMLTLKIHGFAI38CB,佳昂?家易,S8棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1111219.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.98,2.0,2.0,1.0,有,無,7850000.0,71966.0,坡道平面,29.27,1250000.0,,RPSNMLTLKIHGFAI58CB,佳昂?家易,E1棟3號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1111219.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.81,2.0,2.0,1.0,有,無,7740000.0,76177.0,坡道平面,29.27,1300000.0,,RPTNMLTLKIHGFAI68CB,佳昂?家易,E3棟5號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1111219.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.19,2.0,2.0,1.0,有,無,7590000.0,72941.0,坡道平面,29.27,1250000.0,,RPUNMLTLKIHGFAI78CB,佳昂?家易,E6棟5號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1111219.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.81,2.0,2.0,1.0,有,無,7850000.0,77478.0,坡道平面,29.27,1300000.0,,RPVNMLTLKIHGFAI88CB,佳昂?家易,D3棟8號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,15.01,商,,,1111219.0,土地1建物1車位1,一層,14.0,店面(店鋪),商業用,鋼筋混凝土造,,104.69,0.0,0.0,0.0,無,無,8240000.0,91355.0,坡道平面,29.27,1350000.0,,RPWNMLTLKIHGFAI98CB,佳昂?家易,S5棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1111219.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.19,2.0,2.0,1.0,有,無,7740000.0,74091.0,坡道平面,29.27,1300000.0,,RPXNMLTLKIHGFAI09CB,佳昂?家易,E6棟7號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1111219.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.19,2.0,2.0,1.0,有,無,7820000.0,75012.0,坡道平面,29.27,1300000.0,,RPOOMLTLKIHGFAI28CB,佳昂?家易,D1棟9號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1111219.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.19,2.0,2.0,1.0,有,無,7900000.0,75932.0,坡道平面,29.27,1300000.0,,RPPOMLTLKIHGFAI38CB,佳昂?家易,D1棟12號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康12路,31.06,住,,,1111222.0,土地1建物1車位1,六層,8.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,131.87,2.0,2.0,2.0,有,無,8880000.0,74246.0,坡道平面,28.43,1200000.0,房屋面積以地政機關登記完竣之面積為準,RPPNMLKMKIHGFAI47CB,御安旺景3,6B5棟0號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市新生路,27.77,住,,,1111207.0,土地3建物1車位1,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,193.66,3.0,2.0,2.0,有,無,15430000.0,79373.0,坡道平面,13.75,1150000.0,勃朗峰/3FA1,RPPNMLNJJHIGFAI37CB,勃朗峰、THEONE,A棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市東區五福街,39.79,住,,,1111219.0,土地2建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,144.51,3.0,2.0,2.0,有,無,9100000.0,70198.0,坡道機械,22.0,500000.0,,RPPNMLOJJHIGFAI47CB,森擎集合住宅,3H號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市荖藤宅,28.2,住,,,1111215.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.45,1.0,1.0,1.0,有,無,6580000.0,76584.0,一樓平面,20.2,1200000.0,,RPPNMLQJJHIGFAI67CB,寓上愛,壹棟3FA7號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市荖藤宅,20.1,住,,,1111211.0,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.03,1.0,1.0,1.0,有,無,3800000.0,75954.0,,0.0,0.0,,RPQNMLQJJHIGFAI77CB,寓上愛,壹棟3FA9號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,,,1111226.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.21,2.0,2.0,2.0,有,無,11130000.0,77438.0,坡道平面,29.27,1300000.0,,RPPNMLSJJHIGFAI87CB,佳昂?家易,A3棟7號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1111226.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.19,2.0,2.0,1.0,有,無,7310000.0,69144.0,坡道平面,29.27,1300000.0,,RPQNMLSJJHIGFAI97CB,佳昂?家易,D1棟2號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1111226.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.19,2.0,2.0,1.0,有,無,7740000.0,74666.0,坡道平面,29.27,1250000.0,,RPSNMLSJJHIGFAI18CB,佳昂?家易,E6棟8號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市芳安路17巷,32.7,住,,,1120103.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.56,2.0,2.0,1.0,有,無,8800000.0,92467.0,一樓平面,16.45,1300000.0,,RPPNMLTJJHIGFAI97CB,好人居Ⅲ,A棟4F5號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市新生路,17.66,住,,,1111223.0,土地3建物1車位1,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,123.1,2.0,2.0,1.0,有,無,11250000.0,90078.0,坡道平面,13.75,1400000.0,勃朗峰/4FA6,RPPNMLNKJHIGFAI47CB,勃朗峰、THEONE,A棟6號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市芳德街,117.0,住,,,1111228.0,土地1建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,264.52,5.0,2.0,5.0,有,無,20100000.0,75987.0,,0.0,0.0,,RPSNMLQKJHIGFAI08CB,芳德大院,1棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市興美二路,101.2,住,,,1120113.0,土地1建物1車位0,全,3.0,透天厝,住家用,見其他登記事項,,216.15,4.0,2.0,5.0,有,無,18390000.0,85080.0,,0.0,0.0,,RPWNMLQKJHIGFAI48CB,琉璃冠悅,B2棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康三路,121.26,其他,,,1120112.0,土地2建物1車位0,全,2.0,透天厝,見其他登記事項,鋼筋混凝土造,,136.95,0.0,5.0,3.0,有,無,12680000.0,92589.0,,0.0,0.0,,RPQNMLRKJHIGFAI08DB,成家,D棟8號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康12路,39.87,住,,,1120107.0,土地1建物1車位1,六層,8.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,161.22,3.0,2.0,2.0,有,無,11000000.0,73801.0,坡道平面,28.43,1200000.0,房屋面積以地政機關登記完竣之面為準,RPPNMLSKJHIGFAI97CB,御安旺景3,6C1棟0號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康12路,39.87,住,,,1120115.0,土地1建物1車位2,六層,8.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,189.65,3.0,2.0,2.0,有,無,12100000.0,73801.0,坡道平面,56.86,2300000.0,房屋面積以地政機關登記完竣之面積為準,RPQNMLSKJHIGFAI08CB,御安旺景3,6C2棟0號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市順興六街,132.82,住,,,1111228.0,土地1建物1車位0,全,4.0,透天厝,住家用,見其他登記事項,,231.52,4.0,2.0,5.0,有,無,22600000.0,97616.0,,0.0,0.0,,RPPNMLTKJHIGFAI08CB,六逸,A3棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市順興六街,137.24,住,,,1111228.0,土地1建物1車位0,全,4.0,透天厝,住家用,見其他登記事項,,232.27,4.0,2.0,5.0,有,無,23000000.0,99023.0,,0.0,0.0,,RPQNMLTKJHIGFAI18CB,六逸,A1棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市荖藤宅,20.1,住,,,1111229.0,土地1建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.03,1.0,1.0,1.0,有,無,3880000.0,77553.0,,0.0,0.0,,RPRNMLTKJHIGFAI28CB,寓上愛,壹棟5FA9號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市荖藤宅,36.7,住,,,1120109.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,111.37,2.0,1.0,2.0,有,無,8300000.0,77876.0,一樓平面,20.2,1200000.0,,RPUNMLTKJHIGFAI58CB,寓上愛,壹棟5FA2號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市荖藤宅,28.2,住,,,1111224.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.45,1.0,1.0,1.0,有,無,6680000.0,78007.0,一樓平面,20.2,1200000.0,,RPVNMLTKJHIGFAI68CB,寓上愛,壹棟4FA7號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市大統路,124.23,住,,,1120117.0,土地5建物1車位0,全,4.0,透天厝,住商用,鋼筋混凝土造,,251.81,5.0,3.0,6.0,有,無,25580000.0,101585.0,,0.0,0.0,,RPWNMLTKJHIGFAI78CB,金石成大砌,C棟5號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康十六街,51.01,住,,,1120103.0,土地1建物1車位0,一樓+夾層,5.0,店面(店鋪),商業用,鋼筋混凝土造,,117.76,0.0,0.0,1.0,有,無,14600000.0,123981.0,,0.0,0.0,,RPXNMLTKJHIGFAI88CB,聯儀新天地,B棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1120103.0,土地1建物1車位0,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.54,2.0,2.0,1.0,有,無,6030000.0,71327.0,,0.0,0.0,,RPPNMLTLJHIGFAI18CB,佳昂?家易,E3棟2號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1120103.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.98,2.0,2.0,1.0,有,無,8320000.0,76546.0,坡道平面,29.27,1300000.0,,RPQNMLTLJHIGFAI28CB,佳昂?家易,D6棟8號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市日新街與立學街口,59.17,商,,,1111231.0,土地1建物1車位1,十二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,358.89,3.0,2.0,3.0,有,無,39800000.0,117596.0,坡道平面,33.2,1500000.0,土地持分範圍為4505/100000，因系統自動四捨五入，原契約書面積為59.18平方公尺，有差額0.01平方公尺。,RPPNMLKMJHIGFAI37CB,仰?日新,1棟12A1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,,,1120109.0,土地1建物1車位1,七層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.08,2.0,2.0,2.0,有,無,11170000.0,78054.0,坡道平面,29.27,1350000.0,,RPSNMLKMJHIGFAI67CB,佳昂?家易,C2棟7號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1120109.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.19,2.0,2.0,1.0,有,無,7640000.0,73516.0,坡道平面,29.27,1250000.0,,RPTNMLKMJHIGFAI77CB,佳昂?家易,E6棟6號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路798巷,29.36,住,,,1120120.0,土地1建物1車位2,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.93,3.0,1.0,2.0,有,無,11960000.0,76823.0,坡道平面,51.44,2550000.0,,RPPNMLLMJHIGFAI47CB,未來樹,L1棟12F號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市新生路,17.66,住,,,1120119.0,土地3建物1車位1,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,123.6,2.0,2.0,1.0,有,無,11320000.0,90718.0,坡道平面,14.25,1400000.0,勃朗峰6F/A6,RPQNMLLJKHIGFAI37CB,勃朗峰、THEONE,A棟6號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康十街,16.53,商,,,1120127.0,土地1建物1車位1,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.63,3.0,2.0,2.0,有,無,7800000.0,69330.0,坡道機械,19.5,650000.0,本戶為退戶後轉售，第一次出售時，尚未實施實價登錄政策。,RPRNMLLJKHIGFAI47CB,漢昇 築夢想,B棟B2號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,30.58,商,,,1120117.0,土地1建物1車位1,一層,12.0,店面(店鋪),商業用,鋼筋混凝土造,,185.46,0.0,0.0,0.0,無,無,16440000.0,97393.0,坡道平面,30.52,1350000.0,,RPRNMLQJKHIGFAI97CB,佳昂?家易,S1棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康12路,39.87,住,,,1120120.0,土地1建物1車位1,七層,8.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,161.22,3.0,2.0,2.0,有,無,11180000.0,75156.0,坡道平面,28.43,1200000.0,房屋面積以地政機關登記完竣之面積為準,RPSNMLQJKHIGFAI08CB,御安旺景3,7A1棟0號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市湖美五街,242.22,住,,,1120109.0,土地1建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,386.26,12.0,2.0,13.0,有,無,32300000.0,83622.0,,0.0,0.0,,RPPNMLRJKHIGFAI87CB,宬富市NO.10,特3棟1號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市國華街16巷,123.49,住,,,1120126.0,土地1建物1車位0,全,5.0,透天厝,住家用,鋼筋混凝土造,,338.02,4.0,1.0,6.0,有,無,32680000.0,96681.0,,0.0,0.0,,RPPNMLTJKHIGFAI18DB,臻築崇文,A5棟0號,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
