鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,東港鎮,房地(土地+建物),屏東縣東港鎮興東路,136.69,住,Unnamed: 5,Unnamed: 6,1120512,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,192.32,4,2,4.1,有,無,16610000,86366,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLRKNHIGFDT07CB,長居(六期),A棟1號,Unnamed: 30,來源資料夾,麟洛鄉,房地(土地+建物)+車位,屏東縣麟洛鄉麟義段1397地號,45.57,1120811,土地3建物1車位1,五層,5,華廈(10層含以下有電梯),112.16,2.1,1,8660000,83120,一樓平面,18.2,850000,RPQNMLMKQHIGFAT66CB,新義城,G棟1號,長治鄉,屏東縣長治鄉復興路,31.23,Unnamed: 4,鄉村區,乙種建築用地,1121112,土地1建物1車位1,八層,8,139.99,10770000,77940,坡道平面,15.92,1100000,RPQNMLRKJIIGFAT56CB,幸福欣印象-豐收區,B1棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,見其他登記事項,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,內埔鄉,屏東縣內埔鄉光明路292巷,32.9,住,,,1121117.0,土地2建物1車位1,九層,9.0,137.73,9400000.0,69266.0,一樓平面,20.79,1300000.0,RPPNMLSLJIIGFCT86CB,皇家欣天地3期 森鄰,D棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,見其他登記事項,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,內埔鄉,屏東縣內埔鄉光明路292巷,28.45,住,,,1121126.0,土地2建物1車位1,八層,9.0,112.82,7510000.0,65011.0,一樓平面,14.99,1150000.0,RPQNMLSLJIIGFCT96CB,皇家欣天地3期 森鄰,D棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,見其他登記事項,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,透天厝,,,2.0,,,,,,,,,麟洛鄉,屏東縣麟洛鄉國小巷,80.89,住,,,1121111.0,土地3建物1車位0,全,4.0,165.84,12150000.0,73263.0,,0.0,0.0,RPPNMLKMJIIGFAT58CB,名漾,F棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,見其他登記事項,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,透天厝,,,2.0,,,,,,,,,麟洛鄉,屏東縣麟洛鄉國小巷,81.12,住,,,1121114.0,土地3建物1車位0,全,4.0,165.84,12130000.0,73143.0,,0.0,0.0,RPQNMLKMJIIGFAT68CB,名漾,F棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,長治鄉,屏東縣長治鄉復興路,21.32,,鄉村區,乙種建築用地,1121116.0,土地1建物1車位1,二層,8.0,100.76,6900000.0,68364.0,坡道平面,15.92,1100000.0,RPRNMLKMJIIGFAT78CB,幸福欣印象-豐收區,A6棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,長治鄉,屏東縣長治鄉復興路,28.58,,鄉村區,乙種建築用地,1121118.0,土地1建物1車位1,五層,8.0,129.49,8500000.0,65158.0,坡道平面,15.92,1100000.0,RPSNMLKMJIIGFAT88CB,幸福欣印象-豐收區,B3棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,屏東市,屏東縣屏東市古松巷,22.48,,鄉村區,乙種建築用地,1121125.0,土地1建物1車位1,二層,7.0,98.58,8120000.0,80396.0,坡道平面,13.75,1300000.0,RPPNMLMJKIIGFAT58CB,屏東印象,A5棟2樓號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,長治鄉,屏東縣長治鄉潭頭路,20.37,商,,,1121202.0,土地1建物1車位1,六層,9.0,120.97,8580000.0,73136.0,坡道平面,21.43,1300000.0,RPPNMLNJKIIGFAT68CB,白上白,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,萬丹鄉,屏東縣萬丹鄉屏東縣萬丹鄉萬丹路二段470號旁,23.12,,鄉村區,乙種建築用地,1121126.0,土地1建物1車位1,三層,7.0,102.35,6730000.0,63544.0,一樓平面,13.75,1100000.0,RPPNMLOJKIIGFAT78CB,萬丹印象,H棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,1.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,住宅大樓(11層含以上有電梯),,,2.0,,,,,,,,,屏東市,屏東縣屏東市和生路一段,24.33,,鄉村區,乙種建築用地,1121114.0,土地2建物1車位0,三層,12.0,82.8,6750000.0,81522.0,,0.0,0.0,RPQNMLOJKIIGFAT88CB,中洲One Park,B棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,屏東市,屏東縣屏東市和生路二段53巷,26.29,,一般農業區,甲種建築用地,1121112.0,土地1建物1車位0,四層,5.0,80.7,5900000.0,73110.0,,0.0,0.0,RPPNMLPJKIIGFAT88CB,丰雲賞,B2棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,屏東市,屏東縣屏東市幸福街,34.34,,鄉村區,乙種建築用地,1121202.0,土地1建物1車位0,二層,5.0,100.28,6480000.0,64619.0,,0.0,0.0,RPQNMLRJKIIGFAT56CB,景湛,B棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,長治鄉,屏東縣長治鄉復興路,19.63,,鄉村區,乙種建築用地,1121129.0,土地1建物1車位1,七層,8.0,93.94,6350000.0,67290.0,坡道平面,15.92,1100000.0,RPRNMLRJKIIGFAT66CB,幸福欣印象-豐收區,B5棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,見其他登記事項,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,恆春鎮,屏東縣恆春鎮湖內路3巷3弄,38.0,住,,,1121125.0,土地2建物1車位1,五層,5.0,102.69,7800000.0,75957.0,一樓平面,13.75,0.0,RPPNMLLKKIIGFET98CB,皇品大苑2期,A1棟5F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,見其他登記事項,鋼筋混凝土造,,,,1.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,屏東市,屏東縣屏東市和平路,27.98,住,,,1121127.0,土地1建物1車位1,三層,5.0,95.96,7700000.0,75498.0,一樓平面,11.19,1300000.0,RPPNMLMKKIIGFAT68CB,長億君品,A2棟3樓號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,住家用,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,透天厝,,,2.0,,,,,,,,,內埔鄉,屏東縣內埔鄉德美路,110.14,住,,,1121116.0,土地1建物1車位0,全,3.0,186.82,16200000.0,86714.0,,0.0,0.0,RPPNMLNKKIIGFCT98CB,成聚大悅八期,E棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,住家用,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,透天厝,,,2.0,,,,,,,,,內埔鄉,屏東縣內埔鄉德美路,110.16,住,,,1121116.0,土地1建物1車位0,全,3.0,186.82,16200000.0,86714.0,,0.0,0.0,RPQNMLNKKIIGFCT09CB,成聚大悅八期,E棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,住家用,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,透天厝,,,2.0,,,,,,,,,內埔鄉,屏東縣內埔鄉德美路,110.16,住,,,1121116.0,土地1建物1車位0,全,3.0,186.82,16200000.0,86714.0,,0.0,0.0,RPRNMLNKKIIGFCT56CB,成聚大悅八期,E棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,屏東市,屏東縣屏東市和生路二段53巷,46.44,,一般農業區,甲種建築用地,1121119.0,土地1建物1車位1,五層,5.0,153.19,11200000.0,71470.0,一樓平面,13.97,1250000.0,RPPNMLOKKIIGFAT88CB,丰雲賞,A1棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,見其他登記事項,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,透天厝,,,2.0,,,,,,,,,麟洛鄉,屏東縣麟洛鄉國小巷,56.89,住,,,1121123.0,土地3建物1車位0,全,4.0,138.36,9680000.0,69962.0,,0.0,0.0,RPPNMLPKKIIGFAT98CB,名漾,F棟10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,屏東市,屏東縣屏東市和生路二段53巷,27.12,,一般農業區,甲種建築用地,1121120.0,土地1建物1車位0,四層,5.0,84.11,6100000.0,72524.0,,0.0,0.0,RPQNMLPKKIIGFAT09CB,丰雲賞,A3棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,住家用,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,透天厝,,,2.0,,,,,,,,,潮州鎮,屏東縣潮州鎮仙林路,118.46,,鄉村區,乙種建築用地,1121121.0,土地4建物1車位0,全,3.0,186.38,12800000.0,68677.0,,0.0,0.0,RPPNMLPKKIIGFCT56CB,太友敦煌10潮州新鎮,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,住家用,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,透天厝,,,2.0,,,,,,,,,潮州鎮,屏東縣潮州鎮仙林路,166.75,,一般農業區,甲種建築用地,1121124.0,土地4建物1車位0,全,3.0,172.99,11650000.0,67345.0,,0.0,0.0,RPQNMLPKKIIGFCT66CB,太友敦煌10潮州新鎮,B棟19號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,住家用,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,透天厝,,,2.0,,,,,,,,,潮州鎮,屏東縣潮州鎮仙林路,106.26,,鄉村區,乙種建築用地,1121128.0,土地3建物1車位0,全,3.0,148.33,11000000.0,74159.0,,0.0,0.0,RPRNMLPKKIIGFCT76CB,太友敦煌10潮州新鎮,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,內埔鄉,屏東縣內埔鄉樹山路,22.43,,鄉村區,乙種建築用地,1121210.0,土地1建物1車位0,四層,7.0,73.57,5850000.0,79516.0,,0.0,0.0,RPSNMLPKKIIGFCT86CB,好厝+,B棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,長治鄉,屏東縣長治鄉潭頭路,17.76,商,,,1121208.0,土地1建物1車位0,四層,9.0,86.79,6080000.0,70054.0,,0.0,0.0,RPPNMLSKKIIGFAT66CB,白上白,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,住宅大樓(11層含以上有電梯),,,2.0,,,,,,,,,屏東市,屏東縣屏東市公正四街,22.04,住,,,1121217.0,土地1建物1車位1,三層,13.0,118.2,8800000.0,84641.0,坡道平面,29.59,1300000.0,RPPNMLLLKIIGFAT68CB,閱山,2棟A6-3F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,屏東市,屏東縣屏東市和生路二段53巷,27.12,,一般農業區,甲種建築用地,1121126.0,土地1建物1車位0,二層,5.0,83.31,5980000.0,71780.0,,0.0,0.0,RPRNMLLLKIIGFAT88CB,丰雲賞,B1棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,屏東市,屏東縣屏東市和生路二段53巷,34.18,,一般農業區,甲種建築用地,1121125.0,土地1建物1車位1,二層,5.0,121.02,9050000.0,70995.0,一樓平面,13.97,1450000.0,RPPNMLNLKIIGFAT88CB,丰雲賞,C2棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,潮州鎮,屏東縣潮州鎮南昌街,30.24,住,,,1121215.0,土地1建物1車位1,四層,10.0,145.09,8400000.0,57895.0,坡道平面,21.02,0.0,RPPNMLPLKIIGFCT66CB,安禾安居,D棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,車位於法定空地上,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,屏東市,屏東縣屏東市和生路二段53巷,33.46,,一般農業區,甲種建築用地,1121130.0,土地1建物1車位1,二層,5.0,104.97,8500000.0,80976.0,一樓平面,0.0,1100000.0,RPPNMLQLKIIGFAT56CB,丰雲賞,C1棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,長治鄉,屏東縣長治鄉復興路,27.48,,鄉村區,乙種建築用地,1121213.0,土地1建物1車位1,八層,8.0,125.1,9370000.0,75289.0,一樓平面,15.92,1150000.0,RPQNMLQLKIIGFAT66CB,幸福欣印象-豐收區,B3棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,車位於法定空地上,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,屏東市,屏東縣屏東市和生路二段53巷,36.68,,一般農業區,甲種建築用地,1121208.0,土地1建物1車位1,五層,5.0,108.69,8800000.0,80964.0,一樓平面,0.0,900000.0,RPRNMLQLKIIGFAT76CB,丰雲賞,B2棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,住宅大樓(11層含以上有電梯),,,2.0,,,,,,,,,屏東市,屏東縣屏東市和生路一段,32.48,,鄉村區,乙種建築用地,1121202.0,土地2建物1車位1,五層,12.0,137.39,10150000.0,80170.0,坡道平面,27.0,1300000.0,RPPNMLSLKIIGFAT76CB,中洲One Park,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,見其他登記事項,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,透天厝,,,2.0,,,,,,,,,麟洛鄉,屏東縣麟洛鄉國小巷,56.77,住,,,1121217.0,土地3建物1車位0,全,4.0,138.36,9660000.0,69818.0,,0.0,0.0,RPPNMLTLKIIGFAT86CB,名漾,F棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,見其他登記事項,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,潮州鎮,屏東縣潮州鎮朝昇東路,38.08,住,,,1121224.0,土地2建物1車位1,二層,5.0,106.09,7960000.0,75031.0,一樓平面,14.82,0.0,RPPNMLTLKIIGFCT17DB,御潮苑,B5棟2樓號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,見其他登記事項,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,內埔鄉,屏東縣內埔鄉光明路292巷,28.45,住,,,1121230.0,土地2建物1車位0,二層,9.0,97.28,6400000.0,65789.0,,0.0,0.0,RPPNMLLJJHJGFCT58CB,皇家欣天地3期 森鄰,D棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,住家用,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,透天厝,,,2.0,,,,,,,,,長治鄉,屏東縣長治鄉中興路65號,112.88,住,,,1121214.0,土地4建物1車位0,全,3.0,145.07,13900000.0,95816.0,,0.0,0.0,RPPNMLNJJHJGFAT58CB,陶里,B棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,透天厝,,,2.0,,,,,,,,,長治鄉,屏東縣長治鄉中興路65號,111.62,住,,,1121225.0,土地4建物1車位0,全,3.0,146.3,13960000.0,95420.0,,0.0,0.0,RPQNMLNJJHJGFAT68CB,陶里,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,見其他登記事項,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,2.0,,,,,,,,,內埔鄉,屏東縣內埔鄉光明路292巷,28.45,住,,,1121229.0,土地2建物1車位1,七層,9.0,103.34,7500000.0,68486.0,升降機械,5.51,800000.0,RPPNMLNJJHJGFCT78CB,皇家欣天地3期 森鄰,D棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,1.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,潮州鎮,屏東縣潮州鎮南昌街,30.24,住,,,1121227.0,土地1建物1車位0,五層,10.0,90.73,6140000.0,67673.0,,0.0,0.0,RPQNMLNJJHJGFCT88CB,安禾安居,F棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,長治鄉,屏東縣長治鄉復興路,25.15,,鄉村區,乙種建築用地,1121231.0,土地1建物1車位1,四層,8.0,115.93,7320000.0,62194.0,坡道平面,15.92,1100000.0,RPPNMLOJJHJGFAT68CB,幸福欣印象-豐收區,G6棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,長治鄉,屏東縣長治鄉復興路,28.53,,鄉村區,乙種建築用地,1121218.0,土地1建物1車位1,五層,8.0,129.46,8400000.0,64295.0,坡道平面,15.92,1100000.0,RPQNMLOJJHJGFAT78CB,幸福欣印象-豐收區,G3棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,長治鄉,屏東縣長治鄉復興路,28.53,,鄉村區,乙種建築用地,1121217.0,土地1建物1車位1,三層,8.0,129.46,8090000.0,61564.0,坡道平面,15.92,1100000.0,RPRNMLOJJHJGFAT88CB,幸福欣印象-豐收區,G3棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,長治鄉,屏東縣長治鄉復興路,19.31,,鄉村區,乙種建築用地,1121216.0,土地1建物1車位1,四層,8.0,92.77,6020000.0,64021.0,坡道平面,15.92,1100000.0,RPSNMLOJJHJGFAT98CB,幸福欣印象-豐收區,G2棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,長治鄉,屏東縣長治鄉復興路,19.31,,鄉村區,乙種建築用地,1121216.0,土地1建物1車位1,二層,8.0,92.77,5840000.0,61679.0,坡道平面,15.92,1100000.0,RPTNMLOJJHJGFAT09CB,幸福欣印象-豐收區,G2棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,長治鄉,屏東縣長治鄉復興路,20.73,,鄉村區,乙種建築用地,1121231.0,土地1建物1車位1,二層,8.0,98.36,6060000.0,60165.0,坡道平面,15.92,1100000.0,RPUNMLOJJHJGFAT56CB,幸福欣印象-豐收區,G1棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,長治鄉,屏東縣長治鄉復興路,19.31,,鄉村區,乙種建築用地,1121218.0,土地1建物1車位1,三層,8.0,92.77,6020000.0,64021.0,坡道平面,15.92,1100000.0,RPVNMLOJJHJGFAT66CB,幸福欣印象-豐收區,F2棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,長治鄉,屏東縣長治鄉復興路,20.73,,鄉村區,乙種建築用地,1121217.0,土地1建物1車位1,四層,8.0,98.36,6320000.0,63319.0,坡道平面,15.92,1100000.0,RPWNMLOJJHJGFAT76CB,幸福欣印象-豐收區,F1棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,華廈(10層含以下有電梯),,,1.0,,,,,,,,,長治鄉,屏東縣長治鄉復興路,19.63,,鄉村區,乙種建築用地,1121220.0,土地1建物1車位1,八層,8.0,93.94,6590000.0,69726.0,一樓平面,15.92,1150000.0,RPXNMLOJJHJGFAT86CB,幸福欣印象-豐收區,B2棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,見其他登記事項,見其他登記事項,,,,2.0,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,工廠,,,0.0,,,,,,,,,屏東市,屏東縣屏東市建和街,384.79,工,,,1130103.0,土地2建物1車位0,一層,1.0,175.43,21534000.0,,,0.0,0.0,RPPNMLSJJHJGFAT09CB,弓鼎工業城第二期,C8棟0號
