鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,中山區,房地(土地+建物),臺北市中山區新生里松江路330巷23號,6.03,住,Unnamed: 5,Unnamed: 6,1120512,土地4建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,30.07,1,1.1,1.2,有,無,11080000,368474,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMKNHIGFCA17CB,松江ONE,D-13F號,Unnamed: 30,來源資料夾,南港區,房地(土地+建物)+車位,臺北市南港區福山街44巷5號,18.53,1120813,土地3建物1車位1,十二層,15,134.11,3,2,2.1,29180000,269508,坡道平面,36.97,3000000,RPPNMLNKQHIGFDA67CB,中研首席,A2-12F號,中正區,臺北市中正區臨沂街33巷,24.77,1121111,土地1建物1車位1,六層,12,157.79,60080000,461488,35.62,3700000,RPPNMLLKJIIGFBA66CB,日健邸,6F-A3號
大同區,房地(土地+建物)+車位,臺北市大同區南京西路２６７號旁,8.37,商,,,1120424.0,土地6建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.17,2.0,2.0,1.0,有,無,26480000.0,269992.0,升降機械,22.76,1800000.0,,RPQNMLLKNHIGFBA07CB,合砌埕家,A3-15F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區南京西路２６７號旁,11.6,商,,,1120429.0,土地6建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.42,3.0,2.0,2.0,有,無,35100000.0,262909.0,升降機械,22.76,1800000.0,,RPRNMLLKNHIGFBA17CB,合砌埕家,A2-12F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區南京西路２６７號旁,11.6,商,,,1120502.0,土地6建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.42,3.0,2.0,2.0,有,無,34800000.0,260540.0,升降機械,22.76,1800000.0,,RPSNMLLKNHIGFBA27CB,合砌埕家,A2-11F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區南京西路２６７號旁,11.6,商,,,1120506.0,土地6建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.42,3.0,2.0,2.0,有,無,34850000.0,260935.0,升降機械,22.76,1800000.0,,RPTNMLLKNHIGFBA37CB,合砌埕家,A2-9F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物),臺北市大同區南京西路２６７號旁,6.84,商,,,1120504.0,土地6建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.75,2.0,2.0,1.0,有,無,19730000.0,263946.0,,0.0,0.0,,RPUNMLLKNHIGFBA47CB,合砌埕家,A5-11F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區南京西路２６７號旁,11.6,商,,,1120509.0,土地6建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.42,3.0,2.0,2.0,有,無,35100000.0,262909.0,升降機械,22.76,1800000.0,,RPVNMLLKNHIGFBA57CB,合砌埕家,A2-13F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區南京西路２６７號旁,6.84,商,,,1120420.0,土地6建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.51,2.0,2.0,1.0,有,無,20850000.0,254849.0,升降機械,22.76,1800000.0,,RPWNMLLKNHIGFBA67CB,合砌埕家,A5-9F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區南京西路２６７號旁,8.37,商,,,1120421.0,土地6建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.17,2.0,2.0,1.0,有,無,25380000.0,257959.0,升降機械,22.76,1800000.0,,RPXNMLLKNHIGFBA77CB,合砌埕家,A3-11F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區南京西路２６７號旁,11.6,商,,,1120509.0,土地6建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.42,3.0,2.0,2.0,有,無,35500000.0,266067.0,升降機械,22.76,1800000.0,,RPOOMLLKNHIGFBA96CB,合砌埕家,A2-14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萬華區,房地(土地+建物)+車位,臺北市萬華區民和街１１８號旁,17.15,住,,,1120505.0,土地35建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.69,2.0,2.0,1.0,有,無,26880000.0,235558.0,坡道平面,34.04,2700000.0,雨遮面積登記不計價,RPPOMLLKNHIGFBA07CB,萬錦,B棟B5-12F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,9.6,商,,,1120429.0,土地25建物1車位1,十七層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.64,3.0,2.0,2.0,有,無,33180000.0,256186.0,其他,13.37,1600000.0,,RPPNMLLKNHIGFAA86CB,岳泰峰華,A4-17樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.38,商,,,1120504.0,土地25建物1車位1,四層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.0,3.0,2.0,2.0,有,無,37780000.0,258742.0,坡道平面,26.74,3300000.0,,RPQNMLLKNHIGFAA96CB,岳泰峰華,A3-4樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物),臺北市文山區景文街４８號,9.39,商,,,1120506.0,土地25建物1車位0,四層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.64,3.0,2.0,2.0,有,無,30580000.0,253481.0,,0.0,0.0,,RPRNMLLKNHIGFAA07CB,岳泰峰華,A1-4樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物),臺北市文山區景文街４８號,9.39,商,,,1120429.0,土地25建物1車位0,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.64,3.0,2.0,2.0,有,無,30000000.0,248674.0,,0.0,0.0,,RPSNMLLKNHIGFAA17CB,岳泰峰華,A1-3樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物),臺北市文山區景文街４８號,9.39,商,,,1120429.0,土地25建物1車位0,十四層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.64,3.0,2.0,2.0,有,無,31310000.0,259532.0,,0.0,0.0,,RPTNMLLKNHIGFAA27CB,岳泰峰華,A1-14樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物),臺北市文山區景文街４８號,9.6,商,,,1120428.0,土地25建物1車位0,十八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.27,3.0,2.0,2.0,有,無,32070000.0,260161.0,,0.0,0.0,,RPUNMLLKNHIGFAA37CB,岳泰峰華,A4-18樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物),臺北市文山區景文街４８號,9.41,商,,,1120428.0,土地25建物1車位0,十層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.97,3.0,2.0,2.0,有,無,30590000.0,252873.0,,0.0,0.0,,RPVNMLLKNHIGFAA47CB,岳泰峰華,A7-10樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,9.6,商,,,1120429.0,土地25建物1車位1,二十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.64,3.0,2.0,2.0,有,無,33910000.0,262108.0,其他,13.37,1600000.0,,RPWNMLLKNHIGFAA57CB,岳泰峰華,A4-21樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物),臺北市文山區景文街４８號,6.09,商,,,1120430.0,土地25建物1車位0,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,78.26,2.0,2.0,1.0,有,無,20650000.0,263864.0,,0.0,0.0,,RPXNMLLKNHIGFAA67CB,岳泰峰華,A6-3樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物),臺北市文山區景文街４８號,9.41,商,,,1120504.0,土地25建物1車位0,十二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.97,3.0,2.0,2.0,有,無,31180000.0,257750.0,,0.0,0.0,,RPOOMLLKNHIGFAA86CB,岳泰峰華,A7-12樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.64,商,,,1120422.0,土地25建物1車位1,二十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.42,3.0,2.0,2.0,有,無,41600000.0,280217.0,坡道平面,26.74,3300000.0,,RPPOMLLKNHIGFAA96CB,岳泰峰華,A2-21樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.38,商,,,1120423.0,土地25建物1車位1,十三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.0,3.0,2.0,2.0,有,無,39820000.0,270299.0,坡道平面,26.74,3800000.0,,RPQOMLLKNHIGFAA07CB,岳泰峰華,A3-13樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區木新路二段218巷、158巷交叉口,20.32,住,,,1120414.0,土地5建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.13,3.0,2.0,2.0,有,無,27250000.0,233887.0,坡道平面,37.02,2900000.0,,RPPNMLMKNHIGFAA96CB,公園首璽,A棟A8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區木新路二段218巷、158巷交叉口,17.91,住,,,1120505.0,土地5建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.79,2.0,2.0,2.0,有,無,25800000.0,248447.0,坡道平面,37.02,3000000.0,,RPQNMLMKNHIGFAA07CB,公園首璽,C棟C12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區木新路二段218巷、158巷交叉口,21.68,住,,,1120505.0,土地5建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.11,3.0,2.0,2.0,有,無,29680000.0,241066.0,坡道平面,37.02,2900000.0,,RPRNMLMKNHIGFAA17CB,公園首璽,D棟D10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.39,商,,,1120415.0,土地25建物1車位1,十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.8,3.0,2.0,2.0,有,無,37020000.0,265458.0,其他,13.37,1600000.0,,RPSNMLMKNHIGFAA27CB,岳泰峰華,A5-11樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,6.89,商,,,1120425.0,土地40建物1車位1,十五層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,115.43,2.0,2.0,2.0,有,無,28400000.0,292650.0,坡道平面,27.27,2600000.0,,RPPNMLMKNHIGFBA07CB,首岳,B棟B2-15F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,6.78,商,,,1120428.0,土地40建物1車位1,四層,26.0,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,,113.59,0.0,0.0,0.0,無,無,22800000.0,238647.0,坡道平面,27.27,2200000.0,一般事務所,RPQNMLMKNHIGFBA17CB,首岳,B棟B8-4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,12.37,商,,,1120428.0,土地40建物1車位1,二十五層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,189.34,3.0,2.0,2.0,有,無,48950000.0,284136.0,坡道平面,27.27,2900000.0,雨遮不計價,RPRNMLMKNHIGFBA27CB,首岳,B棟B10-25F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路131號,30.29,住,,,1120415.0,土地1建物1車位1,十六層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.81,3.0,2.0,2.0,有,無,62880000.0,355617.0,坡道平面,35.27,3300000.0,,RPPNMLMKNHIGFEA37CB,家居安曼,A1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路131號,34.22,住,,,1120421.0,土地1建物1車位2,五層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,259.83,3.0,2.0,2.0,有,無,68000000.0,331766.0,坡道平面,70.54,5200000.0,,RPQNMLMKNHIGFEA47CB,家居安曼,A2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路131號,34.22,住,,,1120426.0,土地1建物1車位2,八層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,259.83,3.0,2.0,2.0,有,無,69980000.0,333774.0,坡道平面,70.54,6800000.0,,RPRNMLMKNHIGFEA57CB,家居安曼,A1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路131號,26.7,住,,,1120426.0,土地1建物1車位1,五層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.91,3.0,2.0,2.0,有,無,53350000.0,338323.0,坡道平面,35.27,3400000.0,,RPSNMLMKNHIGFEA67CB,家居安曼,B2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路131號,30.34,住,,,1120501.0,土地1建物1車位1,二十層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,203.21,3.0,2.0,2.0,有,無,63050000.0,359950.0,坡道平面,35.27,2600000.0,,RPTNMLMKNHIGFEA77CB,家居安曼,B1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路131號,30.34,住,,,1120510.0,土地1建物1車位2,十八層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,238.48,3.0,2.0,2.0,有,無,66800000.0,357270.0,坡道平面,70.54,6800000.0,,RPVNMLMKNHIGFEA97CB,家居安曼,B1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路75巷,23.75,住,,,1120503.0,土地1建物1車位1,十四層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.39,3.0,2.0,2.0,有,無,44630000.0,337148.0,坡道平面,40.32,2800000.0,,RPQNMLMKNHIGFEA57DB,隆雲心仝聚,D-14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路,39.22,住,,,1120506.0,土地1建物1車位2,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,227.72,3.0,2.0,2.0,有,無,56260000.0,326631.0,坡道平面,73.54,5900000.0,,RPPNMLNKNHIGFEA47CB,宏普陽明,5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路,39.22,住,,,1120505.0,土地1建物1車位2,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,227.72,3.0,2.0,2.0,有,無,57700000.0,334025.0,坡道平面,73.54,6200000.0,,RPQNMLNKNHIGFEA57CB,宏普陽明,5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路,26.7,住,,,1120506.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.75,3.0,2.0,2.0,有,無,37550000.0,329587.0,坡道平面,36.77,2950000.0,,RPRNMLNKNHIGFEA67CB,宏普陽明,6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區大有里歸綏街210號,7.68,商,,,1120508.0,土地13建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.58,2.0,2.0,2.0,有,無,26000000.0,250316.0,坡道平面,37.7,2250000.0,,RPPNMLNKNHIGFBA17CB,三豐雲迪,G棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區大有里歸綏街210號,10.2,商,,,1120508.0,土地13建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.91,3.0,2.0,2.0,有,無,37500000.0,277316.0,坡道平面,37.7,2500000.0,,RPQNMLNKNHIGFBA27CB,三豐雲迪,F棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區承德路二段,7.69,商,,,1120429.0,土地2建物1車位1,十四層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,127.32,2.0,2.0,1.0,有,無,42800000.0,352368.0,坡道平面,14.37,3000000.0,,RPPNMLPKNHIGFBA37CB,宏國大道城B棟,C-14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區承德路二段,7.69,商,,,1120429.0,土地2建物1車位1,十三層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,129.57,2.0,2.0,1.0,有,無,42230000.0,349093.0,坡道平面,16.62,2800000.0,,RPQNMLPKNHIGFBA47CB,宏國大道城B棟,C-13F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區承德路二段,19.22,商,,,1120428.0,土地2建物1車位2,二十三層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,308.43,3.0,2.0,3.0,有,無,115720000.0,397253.0,坡道平面,33.24,6400000.0,,RPRNMLPKNHIGFBA57CB,宏國大道城B棟,B-23F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區承德路二段,21.4,商,,,1120428.0,土地2建物1車位2,二十三層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,337.35,3.0,2.0,3.0,有,無,128600000.0,397571.0,坡道平面,30.99,6800000.0,,RPTNMLPKNHIGFBA77CB,宏國大道城B棟,D-23F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區承德路二段,7.69,商,,,1120427.0,土地2建物1車位1,十五層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,129.57,2.0,2.0,1.0,有,無,43200000.0,355024.0,坡道平面,16.62,3100000.0,,RPUNMLPKNHIGFBA87CB,宏國大道城B棟,C-15F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區承德路二段,7.69,商,,,1120421.0,土地2建物1車位1,十四層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,129.57,2.0,2.0,1.0,有,無,42880000.0,352191.0,坡道平面,16.62,3100000.0,,RPVNMLPKNHIGFBA97CB,宏國大道城B棟,F-14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萬華區,房地(土地+建物)+車位,臺北市萬華區和平西路三段２７４號旁,12.45,其他,,,1120505.0,土地10建物1車位1,七層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,94.19,2.0,2.0,2.0,有,無,20230000.0,216365.0,其他,9.01,1800000.0,,RPOOMLPKNHIGFBA37CB,恆隆聚,A2-7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,9.6,商,,,1120428.0,土地25建物1車位1,十九層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.64,3.0,2.0,2.0,有,無,33780000.0,261053.0,其他,13.37,1600000.0,,RPPNMLPKNHIGFAA27CB,岳泰峰華,A4-19樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,9.6,商,,,1120427.0,土地25建物1車位1,十六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.64,3.0,2.0,2.0,有,無,33450000.0,258376.0,其他,13.37,1600000.0,,RPQNMLPKNHIGFAA37CB,岳泰峰華,A4-16樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.38,商,,,1120425.0,土地25建物1車位1,十層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.63,3.0,2.0,2.0,有,無,37250000.0,267522.0,其他,13.37,1600000.0,,RPRNMLPKNHIGFAA47CB,岳泰峰華,A3-10樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物),臺北市文山區景文街４８號,6.09,商,,,1120425.0,土地25建物1車位0,十層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,78.28,2.0,2.0,1.0,有,無,21640000.0,276444.0,,0.0,0.0,,RPSNMLPKNHIGFAA57CB,岳泰峰華,A2-10樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
