鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,新竹市,房地(土地+建物)+車位,新竹市新竹市南大路,25.78,商,Unnamed: 5,Unnamed: 6,1120513,土地2建物1車位2,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,218.0,3,2,2.1,有,無,25450000,158048,升降平面,77.22,3200000,Unnamed: 26,RPQNMLPKNHIGFAO78CB,福砌3,B棟6號,Unnamed: 30,來源資料夾,新竹市新竹市北區西門街,28.99,住,1120812,土地1建物1車位1,二層,14,159.46,26200000,189142,坡道平面,33.1,2300000,RPPNMLMKQHIGFAO78DB,鴻碩,B-2號,新竹市新竹市北區鐵道路二段,32.61,1121112,22,182.16,27050000,166264,33.0,2250000,RPPNMLMKJIIGFAO18DB,鴻萃,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,山坡地保育區,丙種建築用地,,,,,透天厝,住家用,鋼筋混凝土造,,,3.0,2.0,3.0,有,無,,,,,,原起造人新富開發股份有限公司負責人:尤麗敏因辦理預售屋不動產開發信託，變更起造人為寶國建築經理股份有限公司負責人:陳正林。,,,,,112_05,,,,,土地2建物1車位1,全,,,,,一樓平面,,,,,,新竹市新竹市中華路六段647巷136弄K區,97.53,1121210.0,4.0,194.72,19050000.0,97833.0,13.75,0.0,RPUNMLPLKIIGFAO09CB,竹科莊園,KA26棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,三層,,,,,一樓平面,,,,,,新竹市新竹市中山路640巷168弄26號旁,27.5,1121220.0,9.0,163.51,16100000.0,132718.0,58.4,2150000.0,RPPNMLPLKIIGFAO68DB,鷁欣 緻境,A棟3F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,鄉村區,乙種建築用地,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,,,土地1建物1車位1,五層,,,,,一樓平面,,,,,,新竹市新竹市延平路一段406巷,32.12,1121213.0,5.0,110.73,14100000.0,133909.0,18.13,1700000.0,RPQNMLQLKIIGFAO78CB,幸福雄郡NO10,5F-C號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,商,,土地1建物1車位1,十層,,,,,坡道平面,,,,,,新竹市新竹市關新路216號旁,16.01,1121218.0,24.0,152.12,30950000.0,238598.0,33.72,2700000.0,RPRNMLQLKIIGFAO88CB,豐邑一綻,E棟10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,4.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,六層,,,,,坡道平面,,,,,,新竹市新竹市和平路,25.35,1121224.0,14.0,183.47,25280000.0,164575.0,43.23,2200000.0,RPTNMLQLKIIGFAO09CB,筑光,E棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,4.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,十一層,,,,,坡道平面,,,,,,新竹市新竹市和平路,25.4,1121216.0,14.0,183.73,26700000.0,174377.0,43.23,2200000.0,RPUNMLQLKIIGFAO56CB,筑光,D棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,4.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,三層,,,,,坡道平面,,,,,,新竹市新竹市和平路,25.4,1121212.0,14.0,183.73,24550000.0,159075.0,43.23,2200000.0,RPVNMLQLKIIGFAO66CB,筑光,D棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,4.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,十一層,,,,,坡道平面,,,,,,新竹市新竹市和平路,25.4,1121212.0,14.0,183.73,26750000.0,174733.0,43.23,2200000.0,RPWNMLQLKIIGFAO76CB,筑光,B棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,4.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,六層,,,,,坡道平面,,,,,,新竹市新竹市和平路,25.4,1121209.0,14.0,183.73,26450000.0,171174.0,43.23,2400000.0,RPXNMLQLKIIGFAO86CB,筑光,B棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,4.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,商,,土地1建物1車位2,十二層,,,,,坡道平面,,,,,,新竹市新竹市中華路三段,17.23,1121225.0,15.0,221.38,30300000.0,158750.0,57.6,4300000.0,RPOOMLQLKIIGFAO68CB,聚吉第,A棟5-12號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),,,,鄉村區,乙種建築用地,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,,,土地1建物1車位0,六層,,,,,,,,,,,新竹市新竹市內湖路107巷,29.39,1121226.0,9.0,132.25,9480000.0,71682.0,0.0,0.0,RPPNMLQLKIIGFAO78DB,文學苑三期,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,3.0,有,無,,,,,,,,,,,112_05,,,商,,土地14建物1車位1,六層,,,,,坡道平面,,,,,,新竹市新竹市東區北大路與錦華街口,20.76,1121220.0,24.0,247.67,43560000.0,187359.0,26.65,2150000.0,RPPNMLRLKIIGFAO78CB,利晉曙光,B棟B1-06F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,3.0,有,無,,,,,,,,,,,112_05,,,商,,土地14建物1車位2,六層,,,,,坡道平面,,,,,,新竹市新竹市東區北大路與錦華街口,20.76,1121220.0,24.0,274.32,45650000.0,187087.0,53.3,4300000.0,RPQNMLRLKIIGFAO88CB,利晉曙光,B棟B2-06F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,商,,土地1建物1車位1,十二層,,,,,坡道平面,,,,,,新竹市新竹市中華路三段,14.36,1121225.0,15.0,165.56,23850000.0,158672.0,28.8,2150000.0,RPRNMLRLKIIGFAO98CB,聚吉第,A棟2-12號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,九層,,,,,一樓平面,,,,,,新竹市新竹市中山路640巷168弄26號旁,27.3,1121226.0,9.0,141.56,16250000.0,137531.0,37.22,1900000.0,RPPNMLRLKIIGFAO88DB,鷁欣 緻境,B棟9F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,透天厝,住家用,鋼筋混凝土造,,,6.0,2.0,8.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,全,,,,,一樓平面,,,,,,新竹市新竹市北大路40巷,97.0,1121214.0,5.0,285.56,45000000.0,157585.0,0.0,0.0,RPRNMLRLKIIGFAO09DB,北大墅,F棟00號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,1.0,有,無,,,,,,,,,,,112_05,,,住,,土地3建物1車位0,四層,,,,,,,,,,,新竹市新竹市延平路一段261巷5弄,33.02,1121227.0,5.0,83.33,11550000.0,138606.0,0.0,0.0,RPTNMLRLKIIGFAO66DB,幸福雄郡12期,第1棟4A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,1.0,有,無,,,,,,,,,,,112_05,,,住,,土地3建物1車位1,二層,,,,,升降機械,,,,,,新竹市新竹市延平路一段261巷5弄,33.02,1121227.0,5.0,83.33,12250000.0,152604.0,9.61,1000000.0,RPUNMLRLKIIGFAO76DB,幸福雄郡12期,第1棟2A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,山坡地保育區,丁種建築用地,,,,,工廠,工業用,鋼筋混凝土造,,,0.0,0.0,0.0,無,無,,,,,,,,,,,112_05,,,,,土地2建物1車位4,三層,,,,,坡道平面,,,,,,新竹市新竹市香檳街,70.25,1121219.0,8.0,351.22,25000000.0,,76.87,4400000.0,RPTNMLSLKIIGFAO66CB,大綠景景觀科技園區,E棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,山坡地保育區,丁種建築用地,,,,,工廠,工業用,鋼筋混凝土造,,,0.0,0.0,0.0,無,無,,,,,,,,,,,112_05,,,,,土地2建物1車位2,四層,,,,,坡道平面,,,,,,新竹市新竹市香檳街,92.84,1121219.0,8.0,411.45,23900000.0,,49.01,2100000.0,RPUNMLSLKIIGFAO76CB,大綠景景觀科技園區,A棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,山坡地保育區,丁種建築用地,,,,,工廠,工業用,鋼筋混凝土造,,,0.0,0.0,0.0,無,無,,,,,,,,,,,112_05,,,,,土地2建物1車位2,四層,,,,,坡道平面,,,,,,新竹市新竹市香檳街,66.7,1121219.0,8.0,309.8,20350000.0,,49.01,2100000.0,RPVNMLSLKIIGFAO86CB,大綠景景觀科技園區,B棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,山坡地保育區,丁種建築用地,,,,,工廠,工業用,鋼筋混凝土造,,,0.0,0.0,0.0,無,無,,,,,,,,,,,112_05,,,,,土地2建物1車位2,四層,,,,,坡道平面,,,,,,新竹市新竹市香檳街,66.7,1121219.0,8.0,309.8,20250000.0,,49.01,2000000.0,RPWNMLSLKIIGFAO96CB,大綠景景觀科技園區,C棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,商,,土地1建物1車位1,四層,,,,,坡道平面,,,,,,新竹市新竹市東南街,14.08,1121216.0,14.0,135.62,19750000.0,179506.0,40.08,2600000.0,RPQNMLTLKIIGFAO09CB,大任天澄,A10棟4F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,商,,土地1建物1車位1,十二層,,,,,坡道平面,,,,,,新竹市新竹市東南街,16.02,1121216.0,14.0,149.05,23500000.0,191796.0,40.08,2600000.0,RPRNMLTLKIIGFAO56CB,大任天澄,A3棟12F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,商,,土地1建物1車位1,八層,,,,,其他,,,,,,新竹市新竹市榮濱路19巷27號旁,20.88,1121222.0,12.0,129.03,11930000.0,99399.0,15.85,680000.0,RPPNMLTLKIIGFAO09DB,品益君品,D棟8F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,1.0,0.0,1.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位0,二層,,,,,,,,,,,新竹市新竹市民權路268巷,7.99,1121227.0,7.0,36.92,5920000.0,160347.0,0.0,0.0,RPQNMLTLKIIGFAO56DB,PARK268,B1棟2F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,1.0,0.0,1.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位0,二層,,,,,,,,,,,新竹市新竹市民權路268巷,9.73,1121227.0,7.0,45.16,7230000.0,160097.0,0.0,0.0,RPRNMLTLKIIGFAO66DB,PARK268,B2棟2F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),,,,山坡地保育區,丙種建築用地,,,,,透天厝,住家用,鋼筋混凝土造,,,5.0,3.0,6.0,有,無,,,,,,跨所案件，另有基地為竹縣竹東地政事務所，持分面積:竹縣寶山鄉寶香段409-16地號104.01㎡及432-12地號6.11㎡。另不計價聯合社區土地總面積22523.59㎡買家持分為十萬分之129.85,,,,,112_05,,,,,土地1建物1車位0,全,,,,,,,,,,,新竹市新竹市華德福街168號對面,212.08,1121220.0,4.0,711.01,95600000.0,134457.0,0.0,0.0,RPPNMLKMKIIGFAO18CB,宏道新竹帝寶9區1號,I棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),,,,山坡地保育區,丙種建築用地,,,,,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,5.0,有,無,,,,,,跨所案件，另有基地為竹縣竹東地政事務所，持分面積:竹縣寶山鄉寶香段409-16地號100.4㎡及432-12地號5.9㎡。另不計價聯合社區土地總面積22523.59㎡買家持分為十萬分之125.35。,,,,,112_05,,,,,土地1建物1車位0,全,,,,,,,,,,,新竹市新竹市華德福街168號對面,204.72,1121220.0,3.0,688.03,82990000.0,120620.0,0.0,0.0,RPQNMLKMKIIGFAO28CB,宏道新竹帝寶9區1號,H棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,此戶為露台戶，露台面積為32.38平方公尺,,,,,112_05,,,商,,土地1建物1車位1,二層,,,,,坡道平面,,,,,,新竹市新竹市東南街,16.02,1121216.0,14.0,149.05,22500000.0,183537.0,40.08,2500000.0,RPRNMLKMKIIGFAO38CB,大任天澄,A3棟2F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,商,,土地1建物1車位1,三層,,,,,坡道平面,,,,,,新竹市新竹市東南街,15.86,1121216.0,14.0,147.92,21880000.0,178783.0,40.08,2600000.0,RPSNMLKMKIIGFAO48CB,大任天澄,A2棟3F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,1.0,有,無,,,,,,親友、員工、共有人或其他特殊關係間之交易；,,,,,112_05,,,商,,土地1建物1車位0,十一層,,,,,,,,,,,新竹市新竹市東南街,10.84,1121207.0,14.0,72.9,12980000.0,178052.0,0.0,0.0,RPTNMLKMKIIGFAO58CB,大任天澄,A6棟11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,親友、員工、共有人或其他特殊關係間之交易；,,,,,112_05,,,商,,土地1建物1車位1,十一層,,,,,坡道平面,,,,,,新竹市新竹市東南街,16.02,1121207.0,14.0,149.04,22200000.0,188142.0,40.08,1700000.0,RPUNMLKMKIIGFAO68CB,大任天澄,A1棟11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,此戶為露台戶，露台面積為18.82平方公尺,,,,,112_05,,,商,,土地1建物1車位1,二層,,,,,坡道平面,,,,,,新竹市新竹市東南街,15.21,1121208.0,14.0,139.73,21000000.0,179804.0,36.84,2500000.0,RPVNMLKMKIIGFAO78CB,大任天澄,A7棟2F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,親友、員工、共有人或其他特殊關係間之交易；,,,,,112_05,,,商,,土地1建物1車位1,十一層,,,,,坡道平面,,,,,,新竹市新竹市東南街,15.86,1121207.0,14.0,147.92,22090000.0,188149.0,40.08,1800000.0,RPWNMLKMKIIGFAO88CB,大任天澄,A2棟11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,商,,土地1建物1車位1,六層,,,,,坡道平面,,,,,,新竹市新竹市東南街,16.02,1121208.0,14.0,149.05,23280000.0,188859.0,40.08,2700000.0,RPXNMLKMKIIGFAO98CB,大任天澄,A3棟6F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,4.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位2,十八層,,,,,坡道平面,,,,,,新竹市新竹市北區鐵道路二段,35.75,1121227.0,22.0,229.23,36710000.0,197023.0,66.0,4550000.0,RPPNMLKMKIIGFAO28DB,鴻萃,B棟18號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,三層,,,,,坡道平面,,,,,,新竹市新竹市北區西門街,27.91,1121230.0,14.0,154.74,23200000.0,173463.0,33.1,2100000.0,RPPNMLLMKIIGFAO38DB,鴻碩,C-3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,親友、員工、共有人或其他特殊關係間之交易；,,,,,112_05,,,住,,土地2建物1車位0,三層,,,,,,,,,,,新竹市新竹市高峰路386巷,48.56,1121229.0,5.0,134.98,18050000.0,133724.0,0.0,0.0,RPQNMLMJJHJGFAO08CB,敘敘美,A棟3F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,親友、員工、共有人或其他特殊關係間之交易；,,,,,112_05,,,住,,土地2建物1車位0,三層,,,,,,,,,,,新竹市新竹市高峰路386巷,48.56,1121229.0,5.0,134.98,18050000.0,133724.0,0.0,0.0,RPRNMLMJJHJGFAO18CB,敘敘美,B棟3F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,3.0,有,無,,,,,,,,,,,112_05,,,住,,土地2建物1車位1,二層,,,,,坡道平面,,,,,,新竹市新竹市埔頂一路161巷,28.56,1121212.0,10.0,128.52,24300000.0,202525.0,18.41,2000000.0,RPQNMLNJJHJGFAO18CB,高豐匯,2F-A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,四層,,,,,坡道平面,,,,,,新竹市新竹市中華路四段280之3號旁,25.3,1121212.0,15.0,159.49,18900000.0,128818.0,29.85,2200000.0,RPPNMLOJJHJGFAO18CB,富源一峰華,B棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,三層,,,,,坡道平面,,,,,,新竹市新竹市中華路四段280之3號旁,25.3,1121219.0,15.0,159.49,18650000.0,127661.0,29.85,2100000.0,RPQNMLOJJHJGFAO28CB,富源一峰華,B棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,4.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,四層,,,,,坡道平面,,,,,,新竹市新竹市中華路四段280之3號旁,30.07,1121221.0,15.0,183.95,21600000.0,125892.0,29.85,2200000.0,RPRNMLOJJHJGFAO38CB,富源一峰華,C棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,4.0,2.0,2.0,有,無,,,,,,,,,,1130118全部解約,112_05,,,住,,土地1建物1車位1,五層,,,,,一樓平面,,,,,,新竹市新竹市光華街52巷3號,60.5,1130104.0,5.0,204.55,29600000.0,148160.0,21.64,2500000.0,RPPNMLOJJHJGFAO28DB,創薪匠之椿,5F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,十層,,,,,坡道平面,,,,,,新竹市新竹市西濱路一段,30.71,1121216.0,12.0,167.95,14080000.0,98306.0,41.0,1600000.0,RPPNMLPJJHJGFAO28CB,品悅No16,A棟10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,三層,,,,,坡道平面,,,,,,新竹市新竹市西濱路一段,30.71,1121223.0,12.0,167.95,13650000.0,94525.0,41.0,1650000.0,RPQNMLPJJHJGFAO38CB,品悅No16,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,十二層,,,,,坡道平面,,,,,,新竹市新竹市西濱路一段,30.66,1121217.0,12.0,167.73,14120000.0,98004.0,41.0,1700000.0,RPRNMLPJJHJGFAO48CB,品悅No16,B棟12號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,九層,,,,,一樓平面,,,,,,新竹市新竹市西濱路一段,30.66,1121223.0,12.0,167.73,14400000.0,98635.0,41.0,1900000.0,RPSNMLPJJHJGFAO58CB,品悅No16,B棟9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位2,五層,,,,,坡道平面,,,,,,新竹市新竹市西濱路一段,30.79,1121226.0,12.0,209.32,15430000.0,96843.0,82.0,3100000.0,RPTNMLPJJHJGFAO68CB,品悅No16,C棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),,,,一般農業區,丙種建築用地,,,,,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,5.0,有,無,,,,,,,,,,,112_05,,,,,土地3建物1車位0,全,,,,,,,,,,,新竹市新竹市草漯街,154.91,1121225.0,3.0,204.62,21380000.0,104486.0,0.0,0.0,RPUNMLPJJHJGFAO78CB,森活新墅,B1棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,4.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位2,一層,,,,,坡道平面,,,,,,新竹市新竹市東區高峰路110巷,50.12,1121222.0,7.0,202.93,25000000.0,144824.0,56.2,3750000.0,RPPNMLQJJHJGFAO38CB,富源知青,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_05,,,住,,土地1建物1車位1,四層,,,,,坡道平面,,,,,,新竹市新竹市東區高峰路110巷,43.02,1121222.0,7.0,154.03,21350000.0,152069.0,28.1,2200000.0,RPQNMLQJJHJGFAO48CB,富源知青,A棟4號
