鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路261號對面,24.05,其他,Unnamed: 5,Unnamed: 6,1120511,土地2建物1車位1,十一層,14,辦公商業大樓,見其他登記事項,鋼筋混凝土造,Unnamed: 14,153.94,3,1,2,有,無,15190000,115127,坡道平面,34.42,1430000,Unnamed: 26,RPPNMLPKNHIGFCJ38CB,星都?C區,3D棟11F號,Unnamed: 30,來源資料夾,新埔鎮,房地(土地+建物),新竹縣新埔鎮壹山街50號,312.86,Unnamed: 4,鄉村區,國土保安用地,1120813,土地2建物1車位0,全,4,透天厝,住家用,278.29,4.1,4.2,39890000,143340,Unnamed: 23,0.0,0,RPVNMLNKQHIGFBJ98CB,壹山2K,K棟5號,187.52,乙種建築用地,1121112,287.1,39970000,139220,RPUNMLNKJIIGFBJ28CB,壹山2D,D棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹北市,房地(土地+建物)+車位,新竹縣竹北市世興段11地號,19.01,商,,,1120624.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.96,3.0,2.0,2.0,有,無,24200000.0,195418.0,坡道平面,28.92,2110000.0,,RPQNMLTKPHIGFBJ98CB,合新詠遇,B棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-3地號,29.89,住,,,1120717.0,土地1建物1車位1,七層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.02,3.0,2.0,2.0,有,無,22230000.0,177092.0,坡道平面,32.35,2100000.0,,RPPNMLKLPHIGFBJ08CB,一森峰,A2棟07號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-3地號,22.5,住,,,1120604.0,土地1建物1車位1,七層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.48,2.0,2.0,1.0,有,無,17980000.0,186114.0,坡道平面,32.35,1950000.0,,RPQNMLKLPHIGFBJ18CB,一森峰,A5棟07號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮公道路,22.14,,特定農業區,甲種建築用地,1120629.0,土地1建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.79,2.0,2.0,1.0,有,無,12300000.0,145473.0,升降機械,16.8,1100000.0,,RPPNMLKLPHIGFCJ18CB,綠視界,B棟3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮公道路,29.06,,特定農業區,甲種建築用地,1120626.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.93,3.0,2.0,2.0,有,無,17000000.0,147461.0,升降機械,16.8,1350000.0,,RPQNMLKLPHIGFCJ28CB,綠視界,A2棟6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮公道路,28.72,,特定農業區,甲種建築用地,1120621.0,土地1建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.65,3.0,2.0,2.0,有,無,17200000.0,151168.0,升降機械,16.8,1350000.0,,RPRNMLKLPHIGFCJ38CB,綠視界,A1棟7F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮敦睦街2巷,35.2,住,,,1120630.0,土地2建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,108.59,3.0,2.0,2.0,有,無,9930000.0,85752.0,升降機械,3.87,950000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPSNMLKLPHIGFCJ48CB,弘揚睦,E棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,49.51,,山坡地保育區,丙種建築用地,1120625.0,土地13建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.01,3.0,2.0,2.0,有,無,18160000.0,130626.0,坡道平面,15.47,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.90。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPTNMLKLPHIGFCJ58CB,宏道新竹帝寶8區2號,G2棟4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,50.31,,山坡地保育區,丙種建築用地,1120625.0,土地13建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.1,3.0,2.0,2.0,有,無,18140000.0,128751.0,坡道平面,15.47,1450000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之20.23。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPUNMLKLPHIGFCJ68CB,宏道新竹帝寶8區2號,G3棟4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,77.73,,山坡地保育區,丙種建築用地,1120625.0,土地13建物1車位2,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,231.21,4.0,2.0,2.0,有,無,28900000.0,129076.0,坡道平面,30.94,3050000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之31.25。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPVNMLKLPHIGFCJ78CB,宏道新竹帝寶8區2號,J1棟5F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,50.31,,山坡地保育區,丙種建築用地,1120622.0,土地13建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.1,3.0,2.0,2.0,有,無,19230000.0,136774.0,坡道平面,15.47,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之20.23。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPWNMLKLPHIGFCJ88CB,宏道新竹帝寶8區2號,G3棟7F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,50.31,,山坡地保育區,丙種建築用地,1120623.0,土地13建物1車位2,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,160.57,3.0,2.0,2.0,有,無,20680000.0,136774.0,坡道平面,30.94,2950000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之20.23。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPXNMLKLPHIGFCJ98CB,宏道新竹帝寶8區2號,B3棟7F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,49.51,,山坡地保育區,丙種建築用地,1120625.0,土地13建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.01,3.0,2.0,2.0,有,無,18920000.0,136977.0,坡道平面,15.47,1450000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.90。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPOOMLKLPHIGFCJ18CB,宏道新竹帝寶8區2號,D2棟6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,49.51,,山坡地保育區,丙種建築用地,1120624.0,土地13建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.01,3.0,2.0,2.0,有,無,18010000.0,129842.0,坡道平面,15.47,1450000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.90。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPPOMLKLPHIGFCJ28CB,宏道新竹帝寶8區2號,A2棟3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,49.51,,山坡地保育區,丙種建築用地,1120624.0,土地13建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.01,3.0,2.0,2.0,有,無,18770000.0,135408.0,坡道平面,15.47,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.90。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPQOMLKLPHIGFCJ38CB,宏道新竹帝寶8區2號,C2棟6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,49.51,,山坡地保育區,丙種建築用地,1120624.0,土地13建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.01,3.0,2.0,2.0,有,無,18060000.0,129842.0,坡道平面,15.47,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.90。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPROMLKLPHIGFCJ48CB,宏道新竹帝寶8區2號,G2棟3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,50.31,,山坡地保育區,丙種建築用地,1120628.0,土地13建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.1,3.0,2.0,2.0,有,無,18490000.0,130680.0,坡道平面,15.47,1550000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之20.23。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPSOMLKLPHIGFCJ58CB,宏道新竹帝寶8區2號,A3棟4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,50.31,,山坡地保育區,丙種建築用地,1120627.0,土地13建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.1,3.0,2.0,2.0,有,無,18490000.0,130680.0,坡道平面,15.47,1550000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之20.23。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPTOMLKLPHIGFCJ68CB,宏道新竹帝寶8區2號,D3棟4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,50.31,,山坡地保育區,丙種建築用地,1120626.0,土地13建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.1,3.0,2.0,2.0,有,無,18850000.0,133842.0,坡道平面,15.47,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之20.23。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPUOMLKLPHIGFCJ78CB,宏道新竹帝寶8區2號,G3棟6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,50.31,,山坡地保育區,丙種建築用地,1120626.0,土地13建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.1,3.0,2.0,2.0,有,無,18490000.0,130680.0,坡道平面,15.47,1550000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之20.23。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPVOMLKLPHIGFCJ88CB,宏道新竹帝寶8區2號,E3棟4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,49.51,,山坡地保育區,丙種建築用地,1120628.0,土地13建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.01,3.0,2.0,2.0,有,無,18650000.0,134468.0,坡道平面,15.47,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.90。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPWOMLKLPHIGFCJ98CB,宏道新竹帝寶8區2號,A2棟5F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,50.31,,山坡地保育區,丙種建築用地,1120627.0,土地13建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.1,3.0,2.0,2.0,有,無,19430000.0,138317.0,坡道平面,15.47,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之20.23。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPXOMLKLPHIGFCJ09CB,宏道新竹帝寶8區2號,E3棟7F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,49.51,,山坡地保育區,丙種建築用地,1120627.0,土地13建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.01,3.0,2.0,2.0,有,無,18160000.0,130626.0,坡道平面,15.47,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之19.90。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPOPMLKLPHIGFCJ28CB,宏道新竹帝寶8區2號,D2棟4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,77.73,,山坡地保育區,丙種建築用地,1120626.0,土地13建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,215.74,4.0,2.0,2.0,有,無,27820000.0,131423.0,坡道平面,15.47,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之31.25。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPPPMLKLPHIGFCJ38CB,宏道新竹帝寶8區2號,E1棟6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,50.31,,山坡地保育區,丙種建築用地,1120627.0,土地13建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.1,3.0,2.0,2.0,有,無,18740000.0,132994.0,坡道平面,15.47,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之20.23。同戶另有翊全開發股份有限公司辦理契約備查，序號G1JC11108160001,RPQPMLKLPHIGFCJ48CB,宏道新竹帝寶8區2號,C3棟5F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮和江街上,19.37,商,,,1120629.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.51,3.0,2.0,2.0,有,無,13900000.0,85824.0,坡道平面,30.28,1350000.0,,RPRPMLKLPHIGFCJ58CB,富廣和合,D棟4F-2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新豐鄉,房地(土地+建物),新竹縣新豐鄉崎頂村建興路二段678巷62之13號,90.36,,特定農業區,甲種建築用地,1120715.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,181.34,4.0,2.0,4.0,有,無,13100000.0,72240.0,,0.0,0.0,,RPPNMLKLPHIGFDJ38DB,心芯園,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉崁頭段433-3地號,24.21,,特定農業區,甲種建築用地,1120622.0,土地1建物1車位1,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.56,3.0,2.0,2.0,有,無,9330000.0,91867.0,一樓平面,0.0,1200000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLPHIGFDJ28CB,青川,1棟F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉崁頭段433-3地號,24.23,,特定農業區,甲種建築用地,1120629.0,土地1建物1車位1,二層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.56,3.0,2.0,2.0,有,無,10200000.0,100433.0,一樓平面,0.0,1400000.0,,RPQNMLKLPHIGFDJ38CB,青川,1棟E號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉信義街97巷,23.83,住,,,1120624.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.75,2.0,2.0,1.0,有,無,7260000.0,85021.0,一樓平面,12.65,1300000.0,,RPRNMLKLPHIGFDJ48CB,福田雲端,C棟3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中山路一段與達生路交叉路口,21.21,商,,,1120626.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.52,3.0,2.0,2.0,有,無,15260000.0,105560.0,坡道平面,40.01,850000.0,,RPSNMLKLPHIGFDJ58CB,明玥,A5棟09F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中義段693地號,20.67,住,,,1120710.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.8,2.0,2.0,1.0,有,無,9950000.0,102177.0,坡道平面,27.1,1500000.0,,RPPNMLLLPHIGFDJ38CB,昕承,B棟B2-8F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新豐鄉,房地(土地+建物),新竹縣新豐鄉福興段十一股小段523-0、523-1~523-16地號,61.0,,特定農業區,甲種建築用地,1120710.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,165.57,3.0,2.0,4.0,有,無,11480000.0,69336.0,,0.0,0.0,,RPQNMLLLPHIGFDJ48CB,廣僑樹No.3,B棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉中崙166-2號對面,97.64,,特定農業區,甲種建築用地,1120716.0,土地5建物1車位1,全,4.0,透天厝,住家用,鋼筋混凝土造,,207.45,4.0,2.0,4.0,有,無,15800000.0,76163.0,一樓平面,0.0,0.0,,RPRNMLLLPHIGFDJ58CB,琢蒔,A棟13號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮和江街上,16.1,商,,,1120707.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.09,2.0,2.0,2.0,有,無,12800000.0,93999.0,坡道平面,30.28,1350000.0,,RPPNMLLLPHIGFCJ28CB,富廣和合,A棟12F-3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮和江街上,17.35,商,,,1120707.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,161.0,1.0,1.0,2.0,有,無,11700000.0,81089.0,坡道平面,30.28,1100000.0,,RPQNMLLLPHIGFCJ38CB,富廣和合,C棟2F-5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹北市,房地(土地+建物)+車位,新竹縣竹北市嘉興路175號旁,21.2,商,,,1120715.0,土地19建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,207.31,4.0,2.0,2.0,有,無,33800000.0,179323.0,坡道平面,29.14,1850000.0,,RPPNMLLLPHIGFBJ18CB,鴻奕世紀享,F-9號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮福德街與中正一街交叉路口,10.92,商,,,1120709.0,土地1建物1車位2,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.13,2.0,2.0,1.0,有,無,10770000.0,100995.0,坡道機械,64.7,1940000.0,,RPQNMLLLPHIGFBJ28CB,竹科臻邦,C6棟14F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮福德街與中正一街交叉路口,10.92,商,,,1120709.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.09,2.0,2.0,1.0,有,無,10700000.0,102711.0,坡道平面,27.66,1720000.0,,RPRNMLLLPHIGFBJ38CB,竹科臻邦,C6棟8F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮福德街與中正一街交叉路口,14.28,商,,,1120715.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.24,3.0,2.0,2.0,有,無,12200000.0,97095.0,坡道機械,31.61,1070000.0,,RPSNMLLLPHIGFBJ48CB,竹科臻邦,B3棟2F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮福德街與中正一街交叉路口,10.92,商,,,1120715.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.04,2.0,2.0,1.0,有,無,10080000.0,101910.0,坡道機械,31.61,1170000.0,,RPTNMLLLPHIGFBJ58CB,竹科臻邦,C6棟6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新埔鎮,房地(土地+建物),新竹縣新埔鎮壹山街50號,200.0,,鄉村區,乙種建築用地,1120630.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,250.17,4.0,2.0,4.0,有,無,36650000.0,146500.0,,0.0,0.0,,RPPNMLMLPHIGFBJ28CB,壹山2F,F棟10號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹北市,房地(土地+建物)+車位,新竹縣竹北市環北路五段旁,32.52,住,,,1120628.0,土地1建物1車位2,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.87,3.0,2.0,2.0,有,無,26440000.0,147101.0,坡道平面,55.76,4800000.0,,RPQNMLMLPHIGFBJ38CB,VERSE,A棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹北市,房地(土地+建物)+車位,新竹縣竹北市環北路五段旁,31.99,住,,,1120628.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.96,3.0,2.0,2.0,有,無,23670000.0,148041.0,坡道平面,23.27,2250000.0,,RPRNMLMLPHIGFBJ48CB,VERSE,A棟12號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹北市,房地(土地+建物)+車位,新竹縣竹北市 新竹縣竹北市環北路五段旁,32.52,住,,,1120629.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.86,3.0,2.0,2.0,有,無,24280000.0,150092.0,坡道平面,24.75,2200000.0,,RPSNMLMLPHIGFBJ58CB,VERSE,A棟13號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
