鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,二崙鄉,房地(土地+建物),雲林縣二崙鄉中正路64巷9號旁,102.33,住,Unnamed: 5,Unnamed: 6,1120511,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,204.6,4,2,5,有,無,12200000,59629,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMKNHIGFCP68CB,寬庭恆美,A棟15號,Unnamed: 30,來源資料夾,斗六市,房地(土地+建物)+車位,雲林縣斗六市中正路,16.38,商,1120813,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),163.82,1,12460000,86393,坡道平面,35.8,1400000,RPQNMLNKQHIGFAP98CB,品風華,4FE棟3號,古坑鄉,雲林縣古坑鄉廣濟路,132.99,Unnamed: 4,鄉村區,乙種建築用地,1121111,土地4建物1車位0,171.18,4.1,10350000,60463,古坑鄉高林北段564地號，本筆土地為提供道路使用附贈與予買方。,RPPNMLLKJIIGFAP18DB,荷翠,D棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物),雲林縣虎尾鎮虎興東一街,140.27,住,,,1120531.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,246.65,4.0,2.0,5.0,有,無,22600000.0,91628.0,,0.0,0.0,,RPRNMLRKOHIGFDP96CB,禾楓君悅-大學8期,A棟13號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物),雲林縣虎尾鎮虎興東一街,92.31,住,,,1120531.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,184.17,5.0,2.0,4.0,有,無,15380000.0,83510.0,,0.0,0.0,,RPSNMLRKOHIGFDP07CB,禾楓君悅-大學8期,A棟10號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物),雲林縣虎尾鎮虎興東一街,92.31,住,,,1120601.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,184.17,5.0,2.0,4.0,有,無,15380000.0,83510.0,,0.0,0.0,,RPTNMLRKOHIGFDP17CB,禾楓君悅-大學8期,A棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物),雲林縣虎尾鎮永興南一街,119.0,住,,,1120612.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,207.97,4.0,2.0,4.0,有,無,14880000.0,71549.0,,0.0,0.0,,RPPNMLTKOHIGFDP96CB,大於,C棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西螺鎮,房地(土地+建物),雲林縣西螺鎮八德街,103.61,住,,,1120616.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,240.94,4.0,3.0,5.0,有,無,16700000.0,69312.0,,0.0,0.0,,RPPNMLTKOHIGFCP86CB,帝之苑六期,B棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,莿桐鄉,房地(土地+建物)+車位,雲林縣莿桐鄉西安路,36.28,住,,,1120617.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.84,2.0,2.0,2.0,有,無,5280000.0,59036.0,一樓平面,17.26,700000.0,,RPPNMLTKOHIGFAP66CB,富邑皇邸21號苑,3A棟05號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市科班二路7號旁,34.17,,鄉村區,乙種建築用地,1120606.0,土地2建物1車位0,二層,5.0,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,,106.29,2.0,1.0,2.0,有,無,5780000.0,54380.0,,0.0,0.0,,RPQNMLTKOHIGFAP76CB,富邑皇邸23號苑,B棟2B01號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市科班二路7號旁,32.52,,鄉村區,乙種建築用地,1120611.0,土地2建物1車位0,四層,5.0,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,,102.14,2.0,1.0,2.0,有,無,5730000.0,56099.0,,0.0,0.0,,RPRNMLTKOHIGFAP86CB,富邑皇邸23號苑,B棟5B01號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物)+車位,雲林縣斗六市嘉東北路,24.67,,鄉村區,乙種建築用地,1120617.0,土地1建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,111.78,2.0,2.0,2.0,有,無,7250000.0,69926.0,坡道平面,22.4,1000000.0,,RPSNMLTKOHIGFAP96CB,沐韻II,3D號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市崙仔路,99.84,,鄉村區,乙種建築用地,1120525.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,175.58,4.0,2.0,3.0,有,無,8050000.0,45848.0,,0.0,0.0,,RPPNMLTKOHIGFAP76DB,彩虹城七期,B2棟0號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西螺鎮,房地(土地+建物),雲林縣西螺鎮福興路,132.31,住,,,1120608.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,195.0,4.0,2.0,5.0,有,無,13000000.0,66667.0,,0.0,0.0,,RPPNMLKLOHIGFCP68CB,首席大郡12,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物),雲林縣斗南鎮光和路,90.2,住,,,1120527.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,179.15,4.0,2.0,3.0,有,無,11500000.0,64192.0,,0.0,0.0,,RPPNMLKLOHIGFBP58CB,斗南首璽,B棟3-1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西螺鎮,房地(土地+建物),雲林縣西螺鎮振興,211.25,住,,,1120526.0,土地6建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,280.71,5.0,2.0,5.0,有,無,18200000.0,64836.0,,0.0,0.0,,RPPNMLLLOHIGFCP78CB,大砌,C棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物)+車位,雲林縣斗六市斗六一路、棒球三街口,25.27,住,,,1120609.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.77,2.0,1.0,2.0,有,無,9720000.0,84691.0,坡道平面,22.35,1300000.0,,RPPNMLLLOHIGFAP58CB,聖德淳風三期,A2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物)+車位,雲林縣斗六市南揚街,28.95,住,,,1120604.0,土地1建物1車位1,三層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,108.93,3.0,1.0,2.0,有,無,9000000.0,82487.0,一樓平面,14.37,1200000.0,,RPQNMLLLOHIGFAP68CB,聖德淳風Ⅱ期,A棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物)+車位,雲林縣斗六市斗六一路、棒球三街口,25.27,住,,,1120612.0,土地1建物1車位1,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.77,2.0,1.0,2.0,有,無,9820000.0,85194.0,一樓平面,22.35,1350000.0,,RPRNMLLLOHIGFAP78CB,聖德淳風三期,A3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物)+車位,雲林縣斗六市正義街與正義一街街口,27.85,住,,,1120607.0,土地1建物1車位1,四層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.01,3.0,2.0,2.0,有,無,10960000.0,74837.0,坡道平面,24.93,1300000.0,,RPSNMLLLOHIGFAP88CB,勝麗進行曲-禧悅區,A棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市科班二路7號旁,34.19,,鄉村區,乙種建築用地,1120619.0,土地2建物1車位0,四層,5.0,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,,107.7,2.0,1.0,1.0,有,無,6060000.0,56267.0,,0.0,0.0,,RPTNMLLLOHIGFAP98CB,富邑皇邸23號苑,C棟5C01號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物),雲林縣虎尾鎮福德段765地號,29.19,,特定農業區,甲種建築用地,1120522.0,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.61,2.0,2.0,1.0,有,無,5200000.0,60039.0,,0.0,0.0,,RPQNMLLLOHIGFDP98CB,大三合,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物),雲林縣虎尾鎮虎興東二路,99.49,住,,,1120618.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,211.15,4.0,2.0,5.0,有,無,17600000.0,83353.0,,0.0,0.0,,RPQNMLNLOHIGFDP56CB,寬庭大學9,A棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,土庫鎮,房地(土地+建物),雲林縣土庫鎮中興路,98.17,住,,,1120603.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,159.08,5.0,2.0,5.0,有,無,9600000.0,60347.0,,0.0,0.0,,RPQNMLQLOHIGFDP86CB,築夢十六期,C棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,土庫鎮,房地(土地+建物),雲林縣土庫鎮中興路,149.82,住,,,1120603.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,212.69,4.0,2.0,5.0,有,無,13600000.0,63943.0,,0.0,0.0,,RPSNMLQLOHIGFDP07CB,築夢十六期,A棟13號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物)+車位,雲林縣斗六市萬年路141巷,23.11,,鄉村區,乙種建築用地,1120623.0,土地9建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.04,2.0,2.0,2.0,有,無,6130000.0,71112.0,坡道平面,19.9,1000000.0,,RPPNMLQLOHIGFAP09CB,沐森II,6B號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,崙背鄉,房地(土地+建物)+車位,雲林縣崙背鄉 大明街,28.09,住,,,1120611.0,土地2建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.92,2.0,2.0,2.0,有,無,5390000.0,62652.0,升降機械,6.87,500000.0,,RPPNMLQLOHIGFCP66CB,福便達,1棟3C號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,古坑鄉,房地(土地+建物),雲林縣古坑鄉中山路,118.26,,一般農業區,甲種建築用地,1120623.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,159.23,5.0,2.0,4.0,有,無,8650000.0,54324.0,,0.0,0.0,,RPPNMLQLOHIGFAP56DB,天嵐映月,B棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,古坑鄉,房地(土地+建物),雲林縣古坑鄉中山路,118.68,,一般農業區,甲種建築用地,1120622.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,156.81,5.0,2.0,4.0,有,無,8650000.0,55162.0,,0.0,0.0,,RPQNMLQLOHIGFAP66DB,天嵐映月,B棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,古坑鄉,房地(土地+建物),雲林縣古坑鄉中山路,118.28,,一般農業區,甲種建築用地,1120622.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,156.81,5.0,2.0,4.0,有,無,8650000.0,55162.0,,0.0,0.0,,RPRNMLQLOHIGFAP76DB,天嵐映月,B棟10號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,古坑鄉,房地(土地+建物),雲林縣古坑鄉中山路,119.06,,一般農業區,甲種建築用地,1120622.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,156.81,5.0,2.0,4.0,有,無,8650000.0,55162.0,,0.0,0.0,,RPSNMLQLOHIGFAP86DB,天嵐映月,B棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物),雲林縣斗南鎮建國三路,29.34,住,,,1120615.0,土地2建物1車位0,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.33,2.0,1.0,2.0,有,無,5280000.0,66557.0,,0.0,0.0,,RPPNMLRLOHIGFBP76DB,一暘文心,6B號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物),雲林縣斗南鎮建國三路,36.57,住,,,1120619.0,土地2建物1車位0,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.82,2.0,1.0,2.0,有,無,7000000.0,70836.0,,0.0,0.0,,RPQNMLRLOHIGFBP86DB,一暘文心,6A號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮延平路二段,34.33,,特定農業區,甲種建築用地,1120603.0,土地1建物1車位0,六層,6.0,華廈(10層含以下有電梯),住家用,鋼骨混凝土造,,107.2,2.0,1.0,2.0,有,無,6880000.0,64179.0,,0.0,0.0,交易總價含下列非屬預售屋價格之費用:合建案建商與地主間之交易；,RPRNMLRLOHIGFBP86CB,他里霧,A棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市石榴路369巷119弄,94.4,,一般農業區,甲種建築用地,1120621.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,159.35,4.0,2.0,3.0,有,無,12100000.0,75933.0,,0.0,0.0,,RPPNMLRLOHIGFAP56CB,築澤臻美,B棟27號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市楓湖路,34.28,,鄉村區,乙種建築用地,1120620.0,土地2建物1車位0,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.6,2.0,1.0,1.0,有,無,6180000.0,63320.0,,0.0,0.0,,RPQNMLRLOHIGFAP66CB,薪禮寓,4E號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市楓湖路,45.18,,鄉村區,乙種建築用地,1120620.0,土地2建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.67,3.0,2.0,2.0,有,無,7770000.0,60387.0,,0.0,0.0,,RPRNMLRLOHIGFAP76CB,薪禮寓,3A號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市石榴路369巷119弄,85.56,,一般農業區,甲種建築用地,1120625.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,159.35,4.0,2.0,3.0,有,無,11500000.0,72168.0,,0.0,0.0,,RPSNMLRLOHIGFAP86CB,築澤臻美,A棟10號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物)+車位,雲林縣虎尾鎮忠孝路,15.17,商,,,1120624.0,土地11建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,140.86,3.0,2.0,2.0,有,無,10850000.0,89220.0,坡道平面,32.7,1200000.0,,RPPNMLRLOHIGFDP86CB,鎧將雲鼎,B棟7F-H號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虎尾鎮,房地(土地+建物),雲林縣虎尾鎮福德段765地號,29.19,,特定農業區,甲種建築用地,1120531.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.61,2.0,2.0,1.0,有,無,5250000.0,60617.0,,0.0,0.0,,RPPNMLSLOHIGFDP96CB,大三合,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市楓湖路,28.78,,鄉村區,乙種建築用地,1120622.0,土地2建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,81.89,1.0,1.0,1.0,有,無,4630000.0,56539.0,,0.0,0.0,,RPPNMLSLOHIGFAP66CB,薪禮寓,2G號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市楓湖路,28.78,,鄉村區,乙種建築用地,1120623.0,土地2建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,81.89,1.0,1.0,1.0,有,無,4950000.0,60447.0,,0.0,0.0,,RPQNMLSLOHIGFAP76CB,薪禮寓,3G號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市林頭路,34.98,,鄉村區,乙種建築用地,1120627.0,土地1建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.03,3.0,2.0,2.0,有,無,6720000.0,66515.0,,0.0,0.0,本案基地面積為441.64平方公尺，該面積不含退縮地面積；倘因賣方無法於辦理所有權登記前，將本土地之退縮地捐贈予政府機關，買方知悉並同意賣方將退縮地土地面積併入基地面積並依契約書分配予買方。,RPRNMLSLOHIGFAP86CB,興世代No.1,A5-5F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物)+車位,雲林縣斗六市萬年路141巷,23.11,,鄉村區,乙種建築用地,1120627.0,土地9建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.04,2.0,2.0,2.0,有,無,6130000.0,71112.0,一樓平面,19.9,1000000.0,,RPTNMLSLOHIGFAP07CB,沐森II,5B號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物)+車位,雲林縣斗六市萬年路141巷,22.38,,鄉村區,乙種建築用地,1120613.0,土地9建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.75,2.0,2.0,1.0,有,無,5980000.0,71296.0,坡道平面,19.9,1000000.0,,RPUNMLSLOHIGFAP17CB,沐森II,3C號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物)+車位,雲林縣斗六市正義街與正義一街街口,19.6,住,,,1120619.0,土地1建物1車位1,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.26,2.0,2.0,1.0,有,無,8980000.0,82996.0,坡道平面,24.93,1400000.0,,RPVNMLSLOHIGFAP27CB,勝麗進行曲-禧悅區,A棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗南鎮,房地(土地+建物),雲林縣斗南鎮新生三路,101.74,住,,,1120628.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,150.41,5.0,2.0,4.0,有,無,9290000.0,61765.0,,0.0,0.0,,RPPNMLSLOHIGFBP86DB,展揚時代,B棟11號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市中興路156巷口,34.45,,特定農業區,甲種建築用地,1120628.0,土地3建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.8,2.0,2.0,2.0,有,無,5030000.0,51963.0,,0.0,0.0,,RPPNMLSLOHIGFAP76DB,皇瑞臻邸,B棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元長鄉,房地(土地+建物),雲林縣元長鄉中山路,110.52,住,,,1120601.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,196.11,4.0,2.0,5.0,有,無,9200000.0,46912.0,,0.0,0.0,,RPPNMLSLOHIGFEP07CB,富御苑6,A棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物)+車位,雲林縣斗六市文榮街,92.82,住,,,1120603.0,土地1建物1車位1,全,4.0,透天厝,住家用,鋼筋混凝土造,,233.26,5.0,3.0,5.0,有,無,25000000.0,107177.0,一樓平面,0.0,0.0,,RPPNMLTLOHIGFAP86DB,拓樸藝文,A1棟0號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斗六市,房地(土地+建物),雲林縣斗六市楓湖路,34.31,,鄉村區,乙種建築用地,1120618.0,土地2建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.6,2.0,2.0,1.0,有,無,5890000.0,60348.0,,0.0,0.0,,RPPNMLTLOHIGFAP76CB,薪禮寓,3E號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西螺鎮,房地(土地+建物),雲林縣西螺鎮東南路,155.93,住,,,1120604.0,土地9建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,265.1,4.0,3.0,5.0,有,無,18800000.0,70917.0,,0.0,0.0,,RPRNMLTLOHIGFCP17CB,宇荃寶家,A棟26號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西螺鎮,房地(土地+建物),雲林縣西螺鎮東南路,136.66,住,,,1120606.0,土地9建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,232.25,4.0,3.0,5.0,有,無,14700000.0,63294.0,,0.0,0.0,,RPSNMLTLOHIGFCP27CB,宇荃寶家,B棟12號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西螺鎮,房地(土地+建物),雲林縣西螺鎮東南路,144.03,住,,,1120607.0,土地9建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,232.25,4.0,3.0,5.0,有,無,14700000.0,63294.0,,0.0,0.0,,RPTNMLTLOHIGFCP37CB,宇荃寶家,A棟16號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西螺鎮,房地(土地+建物),雲林縣西螺鎮東南路,139.6,住,,,1120608.0,土地9建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,232.17,4.0,3.0,5.0,有,無,16180000.0,69690.0,,0.0,0.0,,RPUNMLTLOHIGFCP47CB,宇荃寶家,B棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西螺鎮,房地(土地+建物),雲林縣西螺鎮東南路,142.44,住,,,1120609.0,土地9建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,232.17,4.0,3.0,5.0,有,無,15680000.0,67537.0,,0.0,0.0,,RPVNMLTLOHIGFCP57CB,宇荃寶家,A棟22號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
