鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,中正區,房地(土地+建物),基隆市中正區信五路,21.15,商,Unnamed: 5,Unnamed: 6,1120513,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,Unnamed: 14,133.75,3,2,2.1,有,無,16990000,127028,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLPKNHIGFDC87DB,橙品32,C棟0號,Unnamed: 30,來源資料夾,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.24,1120813,土地1建物1車位1,八層,22,住家用,116.04,1,1.1,10180000,97592,坡道平面,29.66,1750000,RPPNMLSLQHIGFDC48CB,夢悅城,F棟08號,基隆市中正區新豐街,26.07,住,1121111,七層,9,華廈(10層含以下有電梯),136.91,9900000,89473,41.35,1350000,RPTNMLNLJIIGFDC77CB,海豔,F1棟7號
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.35,商,,,1120317.0,土地1建物1車位1,四層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.25,3.0,1.0,2.0,有,無,13000000.0,94908.0,坡道平面,29.66,1650000.0,,RPXNMLQLLHIGFDC58CB,夢悅城,B棟05號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.22,商,,,1120317.0,土地1建物1車位1,六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.82,3.0,1.0,2.0,有,無,13600000.0,99865.0,坡道平面,29.66,1800000.0,,RPOOMLQLLHIGFDC77CB,夢悅城,E棟01號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,15.73,商,,,1120316.0,土地1建物1車位1,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.51,3.0,1.0,2.0,有,無,11500000.0,96220.0,坡道平面,29.66,1700000.0,,RPPOMLQLLHIGFDC87CB,夢悅城,A棟01號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.85,商,,,1120309.0,土地1建物1車位1,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.23,2.0,1.0,1.0,有,無,9620000.0,96566.0,坡道平面,29.66,1550000.0,,RPQOMLQLLHIGFDC97CB,夢悅城,A棟09號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.19,商,,,1120317.0,土地1建物1車位1,二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.82,2.0,1.0,1.0,有,無,9370000.0,98787.0,坡道平面,29.66,1550000.0,,RPROMLQLLHIGFDC08CB,夢悅城,G棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.22,商,,,1120317.0,土地1建物1車位1,七層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.82,3.0,1.0,2.0,有,無,13600000.0,101134.0,坡道平面,29.66,1650000.0,,RPSOMLQLLHIGFDC18CB,夢悅城,E棟01號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.11,商,,,1120310.0,土地1建物1車位1,九層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.8,2.0,1.0,1.0,有,無,10060000.0,98191.0,坡道平面,29.66,1700000.0,,RPTOMLQLLHIGFDC28CB,夢悅城,E棟09號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.22,商,,,1120317.0,土地1建物1車位1,十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.84,3.0,1.0,2.0,有,無,12900000.0,96463.0,坡道平面,29.66,1500000.0,,RPUOMLQLLHIGFDC38CB,夢悅城,D棟01號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.72,商,,,1120311.0,土地1建物1車位1,十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.14,2.0,1.0,1.0,有,無,9340000.0,97977.0,坡道機械,14.57,1250000.0,,RPVOMLQLLHIGFDC48CB,夢悅城,A棟06號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,車位,基隆市七堵區長安街239巷,0.0,,,,1120325.0,土地0建物0車位1,一層,7.0,華廈(10層含以下有電梯),停車空間,鋼筋混凝土造,,0.0,0.0,0.0,0.0,無,無,1450000.0,,坡道平面,38.08,1450000.0,,RPPNMLQLLHIGFDC87DB,公園樂,AB棟17號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,車位,基隆市七堵區長安街239巷,0.0,,,,1120325.0,土地0建物0車位1,一層,7.0,華廈(10層含以下有電梯),停車空間,鋼筋混凝土造,,0.0,0.0,0.0,0.0,無,無,1450000.0,,坡道平面,38.08,1450000.0,,RPQNMLQLLHIGFDC97DB,公園樂,AB棟18號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信義區,房地(土地+建物)+車位,基隆市信義區東峰街48號對面,61.42,住,,,1120324.0,土地1建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,219.16,3.0,2.0,3.0,有,無,12880000.0,64415.0,升降平面,34.73,1000000.0,,RPPNMLSLLHIGFDC97CB,田園調布2-B2區,B棟B3-5~7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七堵區,房地(土地+建物)+車位,基隆市七堵區泰和街88號之旁,35.97,住,,,1120318.0,土地1建物1車位1,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,168.74,3.0,2.0,2.0,有,無,12280000.0,87132.0,坡道平面,45.02,1500000.0,交易總價含下列非屬預售屋價格之費用:內含電視、冰箱、洗衣機費:0元,RPPNMLTLLHIGFDC18DB,富源鑫Ⅲ森活,A2棟07號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七堵區,房地(土地+建物)+車位,基隆市七堵區大華一路57巷17號旁,22.45,住,,,1120313.0,土地2建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,106.26,2.0,2.0,1.0,有,無,8520000.0,94915.0,坡道平面,35.46,1800000.0,,RPRNMLKMLHIGFDC57DB,河畔御景,A6棟7樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七堵區,房地(土地+建物),基隆市七堵區大華一路57巷17號旁,26.71,住,,,1120313.0,土地2建物1車位0,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.53,2.0,2.0,2.0,有,無,7980000.0,94404.0,,0.0,0.0,,RPSNMLKMLHIGFDC67DB,河畔御景,A1棟7樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七堵區,房地(土地+建物)+車位,基隆市七堵區大華一路57巷17號旁,24.13,住,,,1120320.0,土地2建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,111.83,2.0,2.0,1.0,有,無,8300000.0,91659.0,坡道平面,35.46,1300000.0,,RPTNMLKMLHIGFDC77DB,河畔御景,A5棟4樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七堵區,房地(土地+建物)+車位,基隆市七堵區大華一路57巷17號旁,25.02,住,,,1120325.0,土地2建物1車位1,一層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,133.19,2.0,2.0,2.0,有,無,10530000.0,110353.0,坡道平面,54.08,1800000.0,,RPUNMLKMLHIGFDC87DB,河畔御景,A3棟1樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七堵區,房地(土地+建物)+車位,基隆市七堵區大華一路57巷17號旁,22.28,住,,,1120325.0,土地2建物1車位1,一層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,105.78,2.0,2.0,1.0,有,無,8720000.0,104096.0,坡道平面,35.46,1400000.0,,RPVNMLKMLHIGFDC97DB,河畔御景,A5棟1樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七堵區,房地(土地+建物)+車位,基隆市七堵區泰和街88號之旁,27.74,住,,,1120309.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,140.07,2.0,2.0,2.0,有,無,9500000.0,86098.0,坡道平面,44.83,1300000.0,交易總價含下列非屬預售屋價格之費用:內含電視、冰箱、洗衣機費:0元,RPPNMLLMLHIGFDC47DB,富源鑫Ⅲ森活,B4棟06號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,基隆市中正區新豐街,32.82,住,,,1120312.0,土地1建物1車位1,十一層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.79,3.0,2.0,2.0,有,無,11900000.0,87698.0,坡道平面,41.35,1250000.0,,RPPNMLRJMHIGFDC77CB,海豔,B2棟11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,16.91,商,,,1120326.0,土地1建物1車位1,七層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.89,3.0,1.0,2.0,有,無,11750000.0,92534.0,坡道平面,29.66,1550000.0,,RPPNMLMKMHIGFDC37CB,夢悅城,G棟11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,15.73,商,,,1120322.0,土地1建物1車位2,八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.32,3.0,1.0,2.0,有,無,13190000.0,97941.0,坡道平面,59.32,3200000.0,,RPQNMLMKMHIGFDC47CB,夢悅城,B棟01號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,21.1,商,,,1120331.0,土地1建物1車位2,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,195.86,4.0,1.0,2.0,有,無,17050000.0,99238.0,坡道平面,59.32,3500000.0,,RPRNMLMKMHIGFDC57CB,夢悅城,F棟03號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.58,商,,,1120321.0,土地1建物1車位1,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.82,2.0,1.0,1.0,有,無,9350000.0,92410.0,坡道平面,29.66,1850000.0,,RPSNMLMKMHIGFDC67CB,夢悅城,A棟07號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.61,商,,,1120331.0,土地1建物1車位1,九層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.78,3.0,1.0,2.0,有,無,13400000.0,97424.0,坡道平面,29.66,1600000.0,,RPTNMLMKMHIGFDC77CB,夢悅城,D棟05號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.61,商,,,1120321.0,土地1建物1車位1,八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.81,3.0,1.0,2.0,有,無,12600000.0,89971.0,坡道平面,29.66,1700000.0,,RPUNMLMKMHIGFDC87CB,夢悅城,G棟08號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.22,商,,,1120331.0,土地1建物1車位1,七層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.86,3.0,1.0,2.0,有,無,12850000.0,95601.0,坡道平面,29.66,1550000.0,,RPVNMLMKMHIGFDC97CB,夢悅城,D棟01號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.11,商,,,1120326.0,土地1建物1車位1,六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.8,2.0,1.0,1.0,有,無,9900000.0,96899.0,坡道平面,29.66,1650000.0,,RPWNMLMKMHIGFDC08CB,夢悅城,E棟09號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,16.91,商,,,1120323.0,土地1建物1車位1,六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.89,3.0,1.0,2.0,有,無,11880000.0,91899.0,坡道平面,29.66,1750000.0,,RPXNMLMKMHIGFDC18CB,夢悅城,G棟11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物),基隆市中山區復興路261號之對面,18.75,商,,,1120325.0,土地1建物1車位0,六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.5,3.0,1.0,2.0,有,無,10680000.0,87901.0,,0.0,0.0,,RPOOMLMKMHIGFDC37CB,夢悅城,A棟05號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.37,商,,,1120331.0,土地1建物1車位1,六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.26,2.0,1.0,1.0,有,無,9750000.0,95266.0,坡道平面,29.66,1500000.0,,RPPOMLMKMHIGFDC47CB,夢悅城,E棟08號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.32,商,,,1120323.0,土地1建物1車位1,六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.38,2.0,1.0,1.0,有,無,9030000.0,93828.0,坡道平面,29.66,1550000.0,,RPQOMLMKMHIGFDC57CB,夢悅城,G棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.75,商,,,1120325.0,土地1建物1車位1,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.17,3.0,1.0,2.0,有,無,13110000.0,95136.0,坡道平面,29.66,1550000.0,,RPROMLMKMHIGFDC67CB,夢悅城,D棟05號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.11,商,,,1120321.0,土地1建物1車位1,十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.06,2.0,1.0,1.0,有,無,10250000.0,101874.0,坡道平面,29.66,1550000.0,,RPSOMLMKMHIGFDC77CB,夢悅城,D棟02號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,21.24,商,,,1120321.0,土地1建物1車位1,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.31,4.0,1.0,2.0,有,無,13230000.0,84490.0,坡道平面,29.66,1600000.0,,RPTOMLMKMHIGFDC87CB,夢悅城,A棟03號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,17.04,商,,,1120328.0,土地1建物1車位1,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.46,3.0,1.0,2.0,有,無,11600000.0,91155.0,坡道平面,29.66,1500000.0,,RPUOMLMKMHIGFDC97CB,夢悅城,G棟11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,16.91,商,,,1120326.0,土地1建物1車位1,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.89,3.0,1.0,2.0,有,無,11700000.0,91173.0,坡道平面,29.66,1650000.0,,RPVOMLMKMHIGFDC08CB,夢悅城,G棟11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物),基隆市中山區復興路261號之對面,13.24,商,,,1120320.0,土地1建物1車位0,十六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,85.52,2.0,1.0,1.0,有,無,8720000.0,101964.0,,0.0,0.0,,RPWOMLMKMHIGFDC18CB,夢悅城,D棟09號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信義區,房地(土地+建物)+車位,基隆市信義區東峰街48號對面,61.42,住,,,1120411.0,土地1建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,218.61,3.0,2.0,3.0,有,無,13700000.0,66348.0,坡道平面,34.73,1500000.0,,RPQNMLOKMHIGFDC67CB,田園調布2-B2區,C棟C5-5~7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信義區,房地(土地+建物)+車位,基隆市信義區東峰街48號對面,67.0,住,,,1120318.0,土地1建物1車位2,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,253.89,3.0,2.0,3.0,有,無,14620000.0,65716.0,升降平面,69.46,2500000.0,,RPRNMLOKMHIGFDC77CB,田園調布2-B2區,D棟D9-5~7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信義區,房地(土地+建物)+車位,基隆市信義區東峰街48號對面,54.72,住,,,1120410.0,土地1建物1車位1,一層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,198.23,3.0,2.0,3.0,有,無,14400000.0,78899.0,坡道平面,34.73,1500000.0,,RPSNMLOKMHIGFDC87CB,田園調布2-B2區,B棟B8-1+2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信義區,房地(土地+建物)+車位,基隆市信義區東峰街48號對面,54.72,住,,,1120414.0,土地1建物1車位1,一層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,198.23,3.0,2.0,3.0,有,無,13500000.0,76453.0,升降平面,34.73,1000000.0,,RPTNMLOKMHIGFDC97CB,田園調布2-B2區,A棟A5-1+2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信義區,房地(土地+建物)+車位,基隆市信義區東峰街48號對面,60.3,住,,,1120406.0,土地1建物1車位2,一層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,232.96,3.0,2.0,3.0,有,無,15380000.0,76330.0,坡道平面,69.46,2900000.0,,RPUNMLOKMHIGFDC08CB,田園調布2-B2區,C棟C7-1+2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,基隆市中正區新豐街,32.82,住,,,1120318.0,土地1建物1車位1,十層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.79,3.0,2.0,2.0,有,無,11450000.0,83992.0,坡道平面,41.35,1250000.0,,RPVNMLOKMHIGFDC18CB,海豔,B2棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,基隆市中正區新豐街,26.07,住,,,1120318.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.29,2.0,2.0,1.0,有,無,9650000.0,89843.0,坡道平面,41.35,1300000.0,,RPWNMLOKMHIGFDC28CB,海豔,A1棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,基隆市中正區新豐街,43.46,住,,,1120319.0,土地1建物1車位2,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,237.72,3.0,2.0,2.0,有,無,16470000.0,89472.0,坡道平面,82.7,2600000.0,車位總價中無法拆分個別車位價格,RPPNMLRKMHIGFDC87CB,海豔,A2棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,基隆市中正區信五路,22.74,商,,,1120413.0,土地1建物1車位1,三層,13.0,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,146.08,3.0,2.0,2.0,有,無,20030000.0,126994.0,塔式車位,2.53,1800000.0,,RPPNMLRKMHIGFDC97DB,橙品32,B棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,基隆市中正區信五路,21.19,商,,,1120412.0,土地1建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,136.28,3.0,2.0,2.0,有,無,18790000.0,127028.0,塔式車位,2.53,1800000.0,,RPQNMLRKMHIGFDC08DB,橙品32,C棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安樂區,房地(土地+建物)+車位,基隆市中山區中和路,39.51,住,,,1120415.0,土地1建物1車位1,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,188.42,3.0,2.0,2112.0,有,無,14950000.0,90179.0,坡道平面,41.49,1700000.0,,RPPNMLTKMHIGFDC08CB,宏貿臻璽,A棟1-6F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安樂區,房地(土地+建物)+車位,基隆市中山區中和路,24.81,住,,,1120415.0,土地1建物0車位1,四層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,133.66,2.0,1.0,1.0,有,無,9580000.0,85494.0,坡道平面,41.49,1700000.0,,RPQNMLTKMHIGFDC18CB,宏貿臻璽,B棟4-4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,基隆市中正區信五路,21.19,商,,,1120419.0,土地1建物1車位1,二層,13.0,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,136.34,3.0,2.0,2.0,有,無,18880000.0,127644.0,塔式車位,2.53,1800000.0,,RPPNMLKLMHIGFDC37DB,橙品32,C棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,基隆市中正區新豐街,20.87,住,,,1120324.0,土地1建物1車位1,十一層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.46,1.0,2.0,1.0,有,無,8230000.0,90827.0,坡道平面,38.06,1200000.0,,RPPNMLLLMHIGFDC37CB,海豔,B3棟11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
