鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,82.75,Unnamed: 4,特定農業區,甲種建築用地,1120513,土地5建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,139.36,4,2,5,有,無,9080000,65155,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLQKNHIGFAG97CB,鳳凰愛買第7期,Unnamed: 29,Unnamed: 30,來源資料夾,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉鹿埔路524巷,51.13,1120813,土地1建物1車位1,四層,華廈(10層含以下有電梯),131.93,2.1,7450000,56469,一樓平面,RPRNMLOKQHIGFAG28CB,上好居
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市中山路五段166巷,25.87,住,,,1120330.0,土地3建物1車位1,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.59,2.0,2.0,2.0,有,無,9500000.0,90178.0,坡道平面,26.55,1200000.0,,RPQNMLLKMHIGFBG57CB,長堤富筑,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市中山路五段166巷,25.87,住,,,1120323.0,土地3建物1車位1,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.59,2.0,2.0,2.0,有,無,9530000.0,90504.0,坡道平面,26.55,1200000.0,,RPSNMLLKMHIGFBG77CB,長堤富筑,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市中山路五段166巷,25.87,住,,,1120330.0,土地3建物1車位1,五層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.59,2.0,2.0,2.0,有,無,9100000.0,86375.0,坡道平面,26.55,1150000.0,,RPTNMLLKMHIGFBG87CB,長堤富筑,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉五結路三段,60.85,農,,,1120401.0,土地6建物1車位1,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,112.28,3.0,2.0,1.0,有,無,7930000.0,71110.0,一樓平面,9.2,600000.0,,RPPNMLLKMHIGFAG47DB,國五美津Ⅱ,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉親河路二段291巷51弄,111.11,,特定農業區,甲種建築用地,1120330.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,200.48,4.0,2.0,5.0,有,無,13880000.0,69234.0,,0.0,0.0,,RPPNMLMKMHIGFAG57DB,禾韻2,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉新南路二段230巷,86.7,,特定農業區,甲種建築用地,1120327.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,182.62,4.0,2.0,5.0,有,無,10500000.0,57496.0,,0.0,0.0,,RPPNMLMKMHIGFBG57CB,禾苑,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉冬山路一段,80.38,農,,,1120326.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,143.51,3.0,2.0,3.0,有,無,8980000.0,62574.0,,0.0,0.0,,RPPNMLMKMHIGFAG47CB,靚永美5-東城,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大洲二路,91.96,,特定農業區,甲種建築用地,1120325.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,182.24,4.0,2.0,5.0,有,無,9950000.0,54598.0,,0.0,0.0,,RPQNMLMKMHIGFAG57CB,香榭麗舍NO.7,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大洲二路,87.15,,特定農業區,甲種建築用地,1120408.0,土地4建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,155.68,4.0,2.0,4.0,有,無,8800000.0,56526.0,,0.0,0.0,,RPRNMLMKMHIGFAG67CB,香榭麗舍NO.7,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉福德路,32.74,農,,,1120326.0,土地1建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.6,2.0,2.0,2.0,有,無,5730000.0,71985.0,,0.0,0.0,,RPSNMLMKMHIGFAG77CB,朗朗居NO.2,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉福德路,32.94,農,,,1120326.0,土地1建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,80.09,2.0,2.0,2.0,有,無,5770000.0,72044.0,,0.0,0.0,,RPTNMLMKMHIGFAG87CB,朗朗居NO.2,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉福德路,32.28,農,,,1120326.0,土地1建物1車位0,一層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,78.49,2.0,2.0,2.0,有,無,6000000.0,76443.0,,0.0,0.0,,RPVNMLMKMHIGFAG08CB,朗朗居NO.2,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉福德路,35.51,農,,,1120326.0,土地1建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,99.51,2.0,2.0,2.0,有,無,6760000.0,71925.0,一樓平面,13.17,550000.0,,RPWNMLMKMHIGFAG18CB,朗朗居NO.2,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉福德路,34.24,農,,,1120329.0,土地1建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.26,2.0,2.0,2.0,有,無,5990000.0,71943.0,,0.0,0.0,,RPXNMLMKMHIGFAG28CB,朗朗居NO.2,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉福德路,33.83,農,,,1120404.0,土地1建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.27,2.0,2.0,2.0,有,無,5870000.0,71350.0,,0.0,0.0,,RPOOMLMKMHIGFAG47CB,朗朗居NO.2,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉福德路,42.17,農,,,1120410.0,土地1建物1車位1,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.7,3.0,2.0,2.0,有,無,7850000.0,71199.0,一樓平面,13.17,550000.0,,RPQOMLMKMHIGFAG67CB,朗朗居NO.2,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉利成路二段60巷,36.56,,鄉村區,乙種建築用地,1120326.0,土地6建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.23,2.0,2.0,2.0,有,無,4330000.0,54651.0,,0.0,0.0,契約移轉之土地持分面積為36.61平方公尺,RPPNMLNKMHIGFAG57CB,夢想家第20期–容邑,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉利成路二段60巷,39.24,,鄉村區,乙種建築用地,1120327.0,土地6建物1車位1,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.21,2.0,2.0,2.0,有,無,5230000.0,54458.0,一樓平面,13.19,600000.0,契約移轉之土地持分面積為39.29平方公尺,RPQNMLNKMHIGFAG67CB,夢想家第20期–容邑,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉利成路二段60巷,39.24,,鄉村區,乙種建築用地,1120327.0,土地6建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.21,2.0,2.0,2.0,有,無,5300000.0,55281.0,一樓平面,13.19,600000.0,契約移轉之土地持分面積為39.29平方公尺,RPRNMLNKMHIGFAG77CB,夢想家第20期–容邑,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉利成路二段60巷,37.49,,鄉村區,乙種建築用地,1120324.0,土地6建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.11,2.0,2.0,2.0,有,無,5090000.0,52873.0,一樓平面,13.19,600000.0,契約移轉之土地持分面積為37.54平方公尺,RPSNMLNKMHIGFAG87CB,夢想家第20期–容邑,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉利成路二段60巷,45.5,,鄉村區,乙種建築用地,1120322.0,土地6建物1車位1,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.73,3.0,2.0,2.0,有,無,6310000.0,52662.0,一樓平面,18.05,850000.0,契約移轉之土地持分面積為45.56平方公尺,RPTNMLNKMHIGFAG97CB,夢想家第20期–容邑,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉利成路二段60巷,36.56,,鄉村區,乙種建築用地,1120329.0,土地6建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.84,2.0,2.0,2.0,有,無,4230000.0,51062.0,,0.0,0.0,契約移轉之土地持分面積為36.61平方公尺,RPUNMLNKMHIGFAG08CB,夢想家第20期–容邑,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉利成路二段60巷,37.49,,鄉村區,乙種建築用地,1120406.0,土地6建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.92,2.0,2.0,2.0,有,無,4420000.0,52049.0,,0.0,0.0,契約移轉之土地持分面積為37.54平方公尺,RPVNMLNKMHIGFAG18CB,夢想家第20期–容邑,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉利成路二段60巷,39.24,,鄉村區,乙種建築用地,1120406.0,土地6建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,85.02,2.0,2.0,2.0,有,無,4630000.0,54458.0,,0.0,0.0,契約移轉之土地持分面積為39.29平方公尺,RPWNMLNKMHIGFAG28CB,夢想家第20期–容邑,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉鹿埔路325巷,129.04,,特定農業區,甲種建築用地,1120412.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,235.8,5.0,2.0,5.0,有,無,13500000.0,57252.0,,0.0,0.0,,RPSNMLOKMHIGFAG97CB,梅花湖之星,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉永安路,17.21,,特定農業區,甲種建築用地,1120322.0,土地1建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,42.37,1.0,0.0,1.0,有,無,3000000.0,70805.0,,0.0,0.0,,RPUNMLOKMHIGFAG18CB,永悅,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉永安路,17.21,,特定農業區,甲種建築用地,1120329.0,土地1建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,42.43,1.0,0.0,1.0,有,無,2930000.0,69055.0,,0.0,0.0,,RPVNMLOKMHIGFAG28CB,永悅,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉義興街,26.33,住,,,1120402.0,土地1建物1車位1,三層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.74,2.0,2.0,1.0,有,無,7350000.0,71851.0,坡道平面,29.45,1150000.0,,RPSNMLOKMHIGFBG08CB,礁曦,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壯圍鄉,房地(土地+建物)+車位,宜蘭縣壯圍鄉中央路二段,44.81,住,,,1120411.0,土地1建物1車位1,三層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.99,3.0,2.0,2.0,有,無,9390000.0,76348.0,一樓平面,0.0,0.0,,RPWNMLOKMHIGFBG48CB,小時代V,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉瑪僯路,41.49,,特定農業區,甲種建築用地,1120401.0,土地2建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,81.42,2.0,2.0,2.0,有,無,5930000.0,73846.0,一樓平面,9.92,650000.0,,RPROMLOKMHIGFBG08CB,青町,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉美功路一段2巷,204.73,,特定農業區,農牧用地,1120408.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,155.8,4.0,2.0,5.0,有,無,10180000.0,65340.0,,0.0,0.0,,RPQNMLOKMHIGFBG97DB,國五美津Ⅲ,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,31.32,住,,,1120409.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,147.68,3.0,2.0,2.0,有,無,10780000.0,78050.0,坡道平面,27.5,1400000.0,,RPPNMLQKMHIGFBG97CB,嵐丰,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,31.24,住,,,1120413.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,145.14,3.0,2.0,2.0,有,無,10420000.0,77764.0,坡道平面,25.29,1100000.0,,RPQNMLQKMHIGFBG08CB,嵐丰,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉土圍路,185.32,,特定農業區,農牧用地,1120303.0,土地3建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.83,2.0,2.0,2.0,有,無,6100000.0,72766.0,,0.0,0.0,不動產交易總價含農地價格68萬元整,RPQNMLRKMHIGFBG18CB,樂活京璽,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉土圍路,188.01,,特定農業區,農牧用地,1120415.0,土地3建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.03,2.0,2.0,2.0,有,無,6600000.0,73309.0,,0.0,0.0,不動產交易總價含農地價格68萬元整,RPRNMLRKMHIGFBG28CB,樂活京璽,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉土圍路,188.01,,特定農業區,農牧用地,1120415.0,土地3建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.03,2.0,2.0,2.0,有,無,6450000.0,71643.0,,0.0,0.0,不動產交易總價含農地價格68萬元整,RPSNMLRKMHIGFBG38CB,樂活京璽,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉土圍路,185.28,,特定農業區,農牧用地,1120415.0,土地3建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.75,2.0,2.0,2.0,有,無,6500000.0,77612.0,,0.0,0.0,不動產交易總價含農地價格68萬元整,RPTNMLRKMHIGFBG48CB,樂活京璽,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,91.04,,特定農業區,甲種建築用地,1120326.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,147.17,4.0,2.0,5.0,有,無,8680000.0,58979.0,,0.0,0.0,,RPRNMLRKMHIGFAG18CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,103.91,,特定農業區,甲種建築用地,1120326.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,147.17,4.0,2.0,5.0,有,無,9080000.0,61697.0,,0.0,0.0,,RPSNMLRKMHIGFAG28CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,82.09,,特定農業區,甲種建築用地,1120327.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,142.61,4.0,2.0,5.0,有,無,8180000.0,57359.0,,0.0,0.0,,RPTNMLRKMHIGFAG38CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳一路一段56巷,85.11,,特定農業區,甲種建築用地,1120330.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,140.12,4.0,2.0,5.0,有,無,8980000.0,64088.0,,0.0,0.0,,RPUNMLRKMHIGFAG48CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳一路一段56巷,111.37,,特定農業區,甲種建築用地,1120328.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,147.17,4.0,2.0,5.0,有,無,9380000.0,63736.0,,0.0,0.0,,RPVNMLRKMHIGFAG58CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,90.55,,特定農業區,甲種建築用地,1120330.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,147.17,4.0,2.0,5.0,有,無,8580000.0,58300.0,,0.0,0.0,,RPWNMLRKMHIGFAG68CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳一路一段56巷,98.87,,特定農業區,甲種建築用地,1120330.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,144.0,4.0,2.0,5.0,有,無,8880000.0,61667.0,,0.0,0.0,,RPXNMLRKMHIGFAG78CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,84.7,,特定農業區,甲種建築用地,1120404.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,147.17,4.0,2.0,5.0,有,無,8780000.0,59659.0,,0.0,0.0,,RPOOMLRKMHIGFAG97CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,93.86,,特定農業區,甲種建築用地,1120326.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,139.36,4.0,2.0,5.0,有,無,8680000.0,62285.0,,0.0,0.0,,RPPOMLRKMHIGFAG08CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,82.09,,特定農業區,甲種建築用地,1120331.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,142.61,4.0,2.0,5.0,有,無,8180000.0,57359.0,,0.0,0.0,,RPQOMLRKMHIGFAG18CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,90.37,,特定農業區,甲種建築用地,1120407.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,147.17,4.0,2.0,5.0,有,無,8380000.0,56941.0,,0.0,0.0,,RPROMLRKMHIGFAG28CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,128.63,,特定農業區,甲種建築用地,1120410.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,154.84,4.0,2.0,5.0,有,無,10380000.0,67037.0,,0.0,0.0,,RPSOMLRKMHIGFAG38CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳一路一段56巷,84.06,,特定農業區,甲種建築用地,1120411.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,144.88,4.0,2.0,5.0,有,無,8660000.0,59774.0,,0.0,0.0,,RPTOMLRKMHIGFAG48CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,84.04,,特定農業區,甲種建築用地,1120411.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,144.88,4.0,2.0,5.0,有,無,8620000.0,59498.0,,0.0,0.0,,RPUOMLRKMHIGFAG58CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,83.98,,特定農業區,甲種建築用地,1120412.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,144.32,4.0,2.0,5.0,有,無,8800000.0,60976.0,,0.0,0.0,,RPVOMLRKMHIGFAG68CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,96.98,,特定農業區,甲種建築用地,1120415.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,147.17,4.0,2.0,5.0,有,無,8980000.0,61018.0,,0.0,0.0,,RPWOMLRKMHIGFAG78CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,113.29,,特定農業區,甲種建築用地,1120415.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,140.98,4.0,2.0,5.0,有,無,8980000.0,63697.0,,0.0,0.0,,RPXOMLRKMHIGFAG88CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,83.88,,特定農業區,甲種建築用地,1120417.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,144.32,4.0,2.0,5.0,有,無,8700000.0,60283.0,,0.0,0.0,,RPOPMLRKMHIGFAG08CB,鳳凰愛買第7期,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮和平路,26.95,商,,,1120331.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,81.13,2.0,2.0,1.0,有,無,8300000.0,102305.0,,0.0,0.0,,RPQNMLSKMHIGFAG18CB,點石和平,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮和平路旁,25.95,商,,,1120415.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,85.02,2.0,2.0,1.0,有,無,4280000.0,50341.0,,0.0,0.0,,RPRNMLSKMHIGFAG28CB,靚圓滿,,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
